id,loan_id,transfer_id,paid_at,amount,payment_channel
fdc9692b-d926-448c-fc63-ea09065955f2,210baac4-b43b-2b04-ca9c-0e433c46ecc4,TRX-C606E885,2025-12-11T18:43:32Z,491666.67,bank_transfer
03eb1c61-f395-ecc9-d9a5-a6574fdaa6d1,210baac4-b43b-2b04-ca9c-0e433c46ecc4,TRX-E5FB8F23,2026-01-11T19:46:19Z,491666.63,bank_transfer
43ceebf9-f045-e9f7-3bbc-7017fe1bf59e,2bf9def4-af63-61f5-134e-5ca84514c618,TRX-94FF5FFD,2026-03-07T22:26:24Z,1120000.0,agent
bd76112a-9c22-17bf-83df-7ad7d6e2a612,d680d308-3ac4-2060-0665-f0e2a9d1f38e,TRX-75E8A13A,2026-05-07T14:10:52Z,1552500.0,bank_transfer
598877eb-c769-72ea-daf1-44113c6fab72,57e380a9-8b3c-e16f-8e0c-e2d6d1be4257,TRX-3B3A5214,2026-06-30T03:42:25Z,510000.0,virtual_account
c6607a01-782b-3f48-6d1f-47fae809f7f7,9b4f9c40-08a7-e327-41be-fb196538fd22,TRX-E87DA419,2025-05-15T16:07:04Z,1020000.0,agent
48faef9f-ed28-50dc-d80a-c1ab4d8a1145,7c109b23-f2b3-1a03-5b15-56122c6a9639,TRX-8C18503B,2025-12-05T01:18:58Z,1552500.0,virtual_account
9547e9f5-8c4e-d19b-da54-4f5f19f15156,6b29c244-ca0a-6274-0528-84a01bb0898f,TRX-D8CAEEC3,2026-05-21T09:43:27Z,556200.0,virtual_account
c948ce91-64b8-83d3-aae8-5dfcaea1d90d,6b29c244-ca0a-6274-0528-84a01bb0898f,TRX-7953F093,2026-05-23T21:51:37Z,834300.0,virtual_account
78cd93fd-e9ab-760c-3576-f9880cccd542,3bfd7694-ab52-0245-8424-16f6ae921c49,TRX-B3B7A2C1,2026-01-20T21:37:40Z,383333.33,virtual_account
a76db149-8f6a-86ad-a1d0-623074ccbc7b,3bfd7694-ab52-0245-8424-16f6ae921c49,TRX-BBA37603,2026-02-22T18:30:44Z,153333.33,bank_transfer
68b7b97a-8d5f-8538-6a52-e5e38c09c9e7,3bfd7694-ab52-0245-8424-16f6ae921c49,TRX-A9D67EAD,2026-03-02T11:40:33Z,230000.0,virtual_account
a30c51ee-7faf-42d9-788e-aea2f907a6a0,3bfd7694-ab52-0245-8424-16f6ae921c49,TRX-D4FB54DE,2026-03-20T10:04:12Z,383333.33,agent
173c2249-4d24-7caf-eec7-4e74a601433d,3bfd7694-ab52-0245-8424-16f6ae921c49,TRX-760E4E54,2026-04-20T21:40:13Z,383333.33,bank_transfer
450a8f61-3d58-2726-3086-e12e06ee7b4b,3bfd7694-ab52-0245-8424-16f6ae921c49,TRX-99E10ECC,2026-05-20T00:00:02Z,383333.33,virtual_account
7d2f27e2-e219-b39d-5571-5e4d0e3407d0,3bfd7694-ab52-0245-8424-16f6ae921c49,TRX-C4B4BE13,2026-06-28T01:30:32Z,383333.35,bank_transfer
ae34bbcc-6637-2686-e188-60b189b09af5,c1709684-6db3-a135-19ff-6f6fa9aa5706,TRX-9C31B8FE,2026-02-09T02:12:16Z,410000.0,agent
1552439a-9883-5b11-b0ae-87d53dfee070,c1709684-6db3-a135-19ff-6f6fa9aa5706,TRX-CB3FF23C,2026-02-11T18:54:26Z,615000.0,virtual_account
339d0aa7-7137-a789-013c-7cefbf5dfe34,d1a2fcb9-bbf8-c5b6-16e3-52e803b3d435,TRX-1D0D93BD,2025-07-08T14:35:59Z,2070000.0,bank_transfer
38bff89f-6bae-33f7-ee13-4374a8f4ced6,5c8873ed-c7a8-f675-fb1c-7e8b3c27e3e4,TRX-8E88B624,2025-12-28T21:55:30Z,1060000.0,virtual_account
5330b067-6ec7-20b9-b697-ac4cc5593a7b,5c8873ed-c7a8-f675-fb1c-7e8b3c27e3e4,TRX-5DA6E87F,2026-01-28T07:00:07Z,424000.0,virtual_account
8d0eba88-cf76-2c5b-5341-4eeacfde56ab,5c8873ed-c7a8-f675-fb1c-7e8b3c27e3e4,TRX-A862B1A4,2026-02-04T13:29:08Z,636000.0,bank_transfer
7cf2fc29-81c1-5fde-edc8-459fc1ac2a7e,5c8873ed-c7a8-f675-fb1c-7e8b3c27e3e4,TRX-6F96F3E7,2026-02-28T06:18:21Z,1060000.0,virtual_account
2f2a4396-c7f2-f1f6-c9a3-d3b01f68fccb,08f6807a-d0e7-e684-7bd2-59cd50f07913,TRX-2042A8E4,2025-12-07T02:56:25Z,1537500.0,bank_transfer
02ad1ea2-e741-600e-5977-b363cd562f24,f0d7609f-4242-b5ba-b57b-dea6e388eb44,TRX-FE1B66BD,2025-09-06T03:10:42Z,618000.0,agent
a6e3bf57-bf9a-e2e0-d7d4-7d67b364e8a5,b4ad98dc-858c-d9bb-51b2-1727079b2682,TRX-D2BF0A6F,2025-11-28T00:15:18Z,431250.0,bank_transfer
32ba1ee3-ed05-18da-06ba-81a58746b177,b4ad98dc-858c-d9bb-51b2-1727079b2682,TRX-DDB6A56A,2025-12-03T20:07:54Z,431250.0,agent
b56f4908-a63a-80a1-4db9-83e1ed5211ea,b4ad98dc-858c-d9bb-51b2-1727079b2682,TRX-DB37BF92,2026-01-03T14:06:18Z,431250.0,bank_transfer
d1808f4f-f9b1-13e1-dea1-6557bc6b56ae,b4ad98dc-858c-d9bb-51b2-1727079b2682,TRX-A96B794B,2026-02-03T22:17:46Z,431250.0,agent
7a20db0c-af3a-0439-b55e-3cb3958df1af,b4ad98dc-858c-d9bb-51b2-1727079b2682,TRX-F1CCBB7E,2026-03-03T15:11:48Z,431250.0,virtual_account
71be1c52-ec2f-aecc-51e3-3f7444e9de81,b4ad98dc-858c-d9bb-51b2-1727079b2682,TRX-7EB7B076,2026-04-13T02:51:44Z,431250.0,virtual_account
e8c63865-6dc0-b5d5-9561-4eb4ca54a3b2,73b7ed13-4af6-5c49-b671-b5fe6c6b3dfd,TRX-5B0D3AF0,2025-12-16T18:08:12Z,515000.0,virtual_account
7a23fed1-b6e3-02af-f315-3452096cb1ed,4e427f24-bacd-16e5-6ecb-1de3c8b79bc5,TRX-C892E63F,2026-07-16T12:08:19Z,2070000.0,bank_transfer
30f5581f-d722-9387-f21a-4b0bc8beaf38,109b0a5c-c60b-944f-a3b2-6475b6800caa,TRX-91E8A353,2025-12-25T21:33:00Z,2583333.33,bank_transfer
019474e6-cc05-2135-88f8-7ee4efddea67,109b0a5c-c60b-944f-a3b2-6475b6800caa,TRX-1506604F,2026-01-26T16:34:06Z,2583333.33,virtual_account
c86d8e84-caa7-e939-61fe-efed1449c991,109b0a5c-c60b-944f-a3b2-6475b6800caa,TRX-D1F0941C,2026-02-25T23:45:28Z,2583333.33,agent
0b45e36e-a465-42f8-7e63-4389f21772bd,109b0a5c-c60b-944f-a3b2-6475b6800caa,TRX-B1052CD7,2026-03-25T14:28:05Z,2583333.33,agent
fa0d6e11-0d95-4ff9-fc3f-9f5d80a377b2,109b0a5c-c60b-944f-a3b2-6475b6800caa,TRX-89C5CC86,2026-04-26T03:56:23Z,2583333.33,bank_transfer
5bb5361a-7d67-5f9c-c393-f2dc0189b313,109b0a5c-c60b-944f-a3b2-6475b6800caa,TRX-90724DD6,2026-05-25T04:08:54Z,2583333.33,bank_transfer
cdb73780-d47f-a3f3-2dcf-04d3f8b71f04,109b0a5c-c60b-944f-a3b2-6475b6800caa,TRX-7120EF74,2026-06-27T08:14:19Z,2583333.33,agent
2bec9f4c-1839-9eb2-0c17-2e81b71836d6,109b0a5c-c60b-944f-a3b2-6475b6800caa,TRX-E84D80CD,2026-07-27T08:29:25Z,2583333.33,virtual_account
27f4c77d-05a3-35ff-3f35-64867de6b8d4,3abc9b08-962d-aae5-17ee-c8638ffd6236,TRX-7F271F8A,2025-08-30T18:46:57Z,8708333.33,bank_transfer
6eb13f91-2c93-f070-924c-1e7606d2ee0f,3abc9b08-962d-aae5-17ee-c8638ffd6236,TRX-BF917AD3,2025-09-10T01:56:42Z,8708333.33,virtual_account
ffeebc24-1d5c-621b-8b1b-f06e8b662b4c,3abc9b08-962d-aae5-17ee-c8638ffd6236,TRX-86C15BC0,2025-09-17T02:26:19Z,8708333.34,agent
90f2c5bf-5251-94d2-7f3f-9743786deeeb,c29341f3-247a-2dce-8c93-fd9ba21774db,TRX-3F162CD2,2025-02-26T07:56:51Z,545000.0,bank_transfer
18b289a1-e138-23f9-d55f-d3482c8b0b13,c29341f3-247a-2dce-8c93-fd9ba21774db,TRX-D6E03D42,2025-03-28T17:01:48Z,545000.0,bank_transfer
d53a559a-a8b0-21bb-9ba9-9aa8d7c879b3,c29341f3-247a-2dce-8c93-fd9ba21774db,TRX-631D9027,2025-04-26T03:15:54Z,545000.0,bank_transfer
bfd01414-efd1-4c7f-a8ca-f3cf34ebcd95,c29341f3-247a-2dce-8c93-fd9ba21774db,TRX-236B0FC8,2025-05-26T04:36:07Z,545000.0,bank_transfer
7ade0d2c-d37b-9ca8-67a1-dc1a0cf2df38,c29341f3-247a-2dce-8c93-fd9ba21774db,TRX-885CFB58,2025-06-26T11:28:38Z,545000.0,bank_transfer
c4a35866-efdb-295a-ee88-1029acbf4642,c29341f3-247a-2dce-8c93-fd9ba21774db,TRX-F5ADA0FA,2025-07-26T13:45:02Z,545000.0,virtual_account
84076092-930c-050d-3c85-69c95fc81a0d,f89c78fa-0499-1bb9-5173-b9135ef7a654,TRX-A7431FE0,2025-05-05T19:06:07Z,2070000.0,bank_transfer
07b77747-b307-469b-d074-6e2fe2895170,599107a2-7cdc-a105-ab09-250b7ed3c288,TRX-90BC4A99,2026-07-11T09:57:27Z,883333.33,bank_transfer
cea291c9-6599-18c7-d741-3a82b0c834ad,599107a2-7cdc-a105-ab09-250b7ed3c288,TRX-A3C73E4D,2026-08-11T17:52:53Z,883333.33,virtual_account
16ee740a-6dc0-7b37-268a-660e541247a1,85a8af80-392e-2451-0630-9bf08b79fb37,TRX-38F3B1A2,2025-10-29T06:21:55Z,2687500.0,bank_transfer
4fafc183-b938-342f-aebd-df4c961e3846,676450d8-a5a7-7522-d163-d516687b675c,TRX-276B1FC2,2026-05-13T08:29:15Z,15900000.0,bank_transfer
0cbacc34-ad1b-ae0a-ac13-73a0b7b61841,676450d8-a5a7-7522-d163-d516687b675c,TRX-740BFBD7,2026-07-16T12:21:25Z,15900000.0,agent
275f13fd-aa13-c0eb-defc-11a1af7cf05b,676450d8-a5a7-7522-d163-d516687b675c,TRX-6FDFD0A0,2026-07-13T01:54:25Z,6360000.0,bank_transfer
444c232f-8a0b-4413-0b55-1efdd0c1c3c9,676450d8-a5a7-7522-d163-d516687b675c,TRX-E6856E51,2026-07-16T01:39:34Z,9540000.0,virtual_account
414fcb0b-f79a-7165-2344-1d151ba60320,9bbe71de-a9d4-789d-48e6-0c222556d96f,TRX-3E67E62B,2025-07-15T07:52:22Z,3280000.0,bank_transfer
fd223079-2c1a-ef86-ab46-008a5bd27109,9bbe71de-a9d4-789d-48e6-0c222556d96f,TRX-9F203E69,2025-07-21T16:25:28Z,4920000.0,virtual_account
fbf6a0b5-7f2f-db03-164a-535c0e9bca2d,fa0b9cd2-ae37-613e-911e-47cbbde15bcd,TRX-3D8EC0B4,2025-07-24T00:26:25Z,983333.33,bank_transfer
a5a623fc-1823-0266-3fb4-6ced4347a42f,fa0b9cd2-ae37-613e-911e-47cbbde15bcd,TRX-68E0EAB3,2025-08-24T00:59:36Z,983333.33,virtual_account
60197d19-1a96-0d44-8d13-67e9f6df8e06,fa0b9cd2-ae37-613e-911e-47cbbde15bcd,TRX-70E4BE5C,2025-09-24T03:12:11Z,983333.33,virtual_account
df76ed63-ec99-5a71-609f-e5fc9710f20a,fa0b9cd2-ae37-613e-911e-47cbbde15bcd,TRX-A6A61F21,2025-10-24T09:02:34Z,983333.33,bank_transfer
c42f3fb1-0160-cb44-e8b4-91e7483f946e,fa0b9cd2-ae37-613e-911e-47cbbde15bcd,TRX-840F2210,2025-12-23T20:48:16Z,983333.33,agent
6dccad03-fcc1-fa6e-4605-bc7443ff8730,fa0b9cd2-ae37-613e-911e-47cbbde15bcd,TRX-F30E95E1,2025-12-24T09:31:30Z,983333.35,bank_transfer
5101c4e8-bc1b-e3d2-b2a9-3c0de0f78e29,cdc0d2a9-545d-1f0d-1b47-a0a8c407bed5,TRX-1B19B79C,2025-06-09T03:47:35Z,5175000.0,bank_transfer
1521fa64-072e-341a-d1b5-3f4acb560268,3d7d6806-8d29-20f7-611f-46369245c5b2,TRX-1DDCA1B1,2025-11-02T09:48:02Z,1493333.33,virtual_account
24065ebb-f422-24dc-05ba-851d06fa24e1,3d7d6806-8d29-20f7-611f-46369245c5b2,TRX-31E65C3F,2025-12-02T03:01:24Z,1493333.33,agent
f500684f-f285-f698-d9c1-bcea8d370ad6,3d7d6806-8d29-20f7-611f-46369245c5b2,TRX-ED4AC52F,2026-01-02T21:47:13Z,1493333.33,bank_transfer
1d983a24-6d41-d283-32e1-c423835dd582,3d7d6806-8d29-20f7-611f-46369245c5b2,TRX-EA8B1088,2026-02-02T15:43:40Z,1493333.33,agent
ff03fd2c-fb56-94f5-4e08-b287d10a3542,3d7d6806-8d29-20f7-611f-46369245c5b2,TRX-E30F8DEA,2026-04-05T17:19:00Z,1493333.33,bank_transfer
a897fb13-c132-f6ed-8bb8-bf257ab0f62d,3d7d6806-8d29-20f7-611f-46369245c5b2,TRX-3AB88955,2026-04-10T18:22:59Z,1493333.35,virtual_account
6a8a9f78-c51b-c55b-7fbe-e34fd8415e9d,735e6c9d-447f-efdf-e79b-0fa98e9ce46b,TRX-4433A3B9,2025-08-12T10:40:47Z,1030000.0,virtual_account
76c91f51-e35b-5138-a90e-cde0417ca56d,da244340-701e-bfa6-ef26-ece4fd4ab5b4,TRX-7EC5E68B,2025-02-27T09:42:04Z,933333.33,virtual_account
c4377d77-9aa0-58c8-e5da-e0c468cbde97,da244340-701e-bfa6-ef26-ece4fd4ab5b4,TRX-C62F9233,2025-03-30T14:05:27Z,933333.33,bank_transfer
8daabe62-cefc-0806-bdba-4e4bacd551e6,da244340-701e-bfa6-ef26-ece4fd4ab5b4,TRX-7DB604D7,2025-05-01T12:03:36Z,933333.33,bank_transfer
c7c82fb6-a92d-c40f-c073-bb473b1a9e37,da244340-701e-bfa6-ef26-ece4fd4ab5b4,TRX-FDDECE83,2025-05-25T09:29:15Z,933333.33,bank_transfer
1450fee1-da29-f3b2-ae8b-d5cca235d5cf,da244340-701e-bfa6-ef26-ece4fd4ab5b4,TRX-B80D0625,2025-06-30T23:59:26Z,933333.33,bank_transfer
439fe7a5-0b3b-011c-de90-d802b747a8a3,c2681fbe-9b87-7484-997b-1a81d0a2a118,TRX-D5BB5DD1,2025-07-13T16:37:42Z,2030000.0,agent
88abd2b8-9dfb-1a0b-e59c-6504b3d0d355,5e8ba009-16d1-504f-542f-5899c0222092,TRX-FAF630B2,2026-01-16T17:17:54Z,817500.0,bank_transfer
eb09894b-2afc-f653-66ec-3a49ce933fa5,5e8ba009-16d1-504f-542f-5899c0222092,TRX-880AF8B0,2026-02-15T22:17:56Z,817500.0,bank_transfer
03f4e9c3-5b35-19c9-dfc4-a15b69f644d8,b1827135-fb9a-b2ce-878c-960f773c5c1a,TRX-B70D9AFB,2025-12-30T14:27:12Z,2958333.33,bank_transfer
bf7f093b-b939-5aee-7df7-f392802bee4c,b1827135-fb9a-b2ce-878c-960f773c5c1a,TRX-C99FEF6E,2026-02-03T01:14:02Z,2958333.33,bank_transfer
a2881a23-f194-f233-737b-a7db782ec7ff,b1827135-fb9a-b2ce-878c-960f773c5c1a,TRX-D62D8EFD,2026-02-27T01:20:21Z,2958333.33,agent
266d06f8-9fdd-eee8-8bb9-a6b483912d7a,b1827135-fb9a-b2ce-878c-960f773c5c1a,TRX-6F1EBCE1,2026-03-26T19:04:53Z,2958333.33,bank_transfer
f87fb046-3f31-0753-cb3f-48d2d528f831,b1827135-fb9a-b2ce-878c-960f773c5c1a,TRX-7FE9128F,2026-04-22T13:02:46Z,2958333.33,bank_transfer
a100ddfd-4eea-82a1-8e18-7a9266ce797c,b1827135-fb9a-b2ce-878c-960f773c5c1a,TRX-02AF1B6D,2026-05-30T09:05:13Z,2958333.33,bank_transfer
ef103ad6-4730-77d4-5636-3b3844b3251b,b1827135-fb9a-b2ce-878c-960f773c5c1a,TRX-EC8BB42E,2026-06-23T11:58:52Z,2958333.33,agent
ed0363c3-e090-e272-df40-923a01869420,9c0fd9a3-ed13-18e3-0e8d-279a6f3a9c23,TRX-9730F3C6,2025-07-07T12:33:53Z,2016666.67,bank_transfer
63e1356a-c2ea-6f1f-9fd6-c5d1e069047c,9c0fd9a3-ed13-18e3-0e8d-279a6f3a9c23,TRX-CBDC557F,2025-08-07T15:08:38Z,2016666.67,bank_transfer
9431887b-6949-12da-99f4-57d502ac0e9a,9c0fd9a3-ed13-18e3-0e8d-279a6f3a9c23,TRX-EBC76732,2025-09-07T10:10:45Z,2016666.67,bank_transfer
3149d3d1-b50d-5fbb-31e1-9562e8102a1d,9c0fd9a3-ed13-18e3-0e8d-279a6f3a9c23,TRX-59484202,2025-10-07T17:43:52Z,2016666.67,virtual_account
a49c887f-f598-ff87-1c32-4e596caf79c5,9c0fd9a3-ed13-18e3-0e8d-279a6f3a9c23,TRX-2F58BE2E,2025-11-07T23:40:09Z,2016666.67,bank_transfer
f68c4bc7-0a34-9d6b-d09d-739cff602ab6,9c0fd9a3-ed13-18e3-0e8d-279a6f3a9c23,TRX-74C11321,2025-12-07T05:33:24Z,2016666.65,virtual_account
607cd78d-b239-e5f7-b0c0-9cd4ba135ff6,21b6dec1-1af7-8e73-feec-ad83654c6f5c,TRX-D1094C55,2025-08-20T23:19:05Z,1552500.0,agent
40da82d2-dd8b-7594-4b2a-c689095eaa4e,4d50164c-b817-8448-aa78-ce49a1c5edf5,TRX-2DED0E59,2025-03-07T11:10:42Z,1866666.67,bank_transfer
9847854f-68f6-dcc1-ed27-95808f833497,4d50164c-b817-8448-aa78-ce49a1c5edf5,TRX-DD8A8F8A,2025-04-07T13:16:38Z,1866666.67,agent
ff7321f0-98e2-386a-53fe-82d95d89f010,4d50164c-b817-8448-aa78-ce49a1c5edf5,TRX-130CE7B2,2025-05-07T20:28:35Z,1866666.67,agent
c5285414-e302-315e-54cc-5326a03bf6f9,4d50164c-b817-8448-aa78-ce49a1c5edf5,TRX-E6B67D53,2025-06-07T06:51:59Z,1866666.67,virtual_account
2f30cbbf-69ad-18b4-e7df-6d73d6359672,4d50164c-b817-8448-aa78-ce49a1c5edf5,TRX-9F14B280,2025-08-21T13:11:34Z,1866666.67,agent
2d3dd825-a822-face-986d-04926fd56461,4d50164c-b817-8448-aa78-ce49a1c5edf5,TRX-8AD9EBD6,2025-08-07T03:07:27Z,1866666.65,virtual_account
c2220f83-2bb1-e239-2c10-906d1ef4b799,de296a2d-c261-c0d2-0ef6-bb9c1df062d9,TRX-8817AAF2,2026-07-29T17:47:37Z,2050000.0,virtual_account
9cc6dc96-aadb-76e7-54dd-4c2d21ad4501,e8a30098-eadb-ffbb-34d2-ca99bbeee2e9,TRX-096C3093,2025-12-08T22:50:50Z,2537500.0,bank_transfer
ef76be1b-4061-85a2-3c56-970d1f8b3443,9b698bb7-3deb-50d4-2234-0a2fcef1f4c1,TRX-C090966F,2026-06-15T21:56:40Z,304500.0,agent
6deecc36-afa9-fd71-aec7-692e6b2ab2a1,2144d05f-bcb0-8eb1-c047-32ef96195dd9,TRX-03761AA2,2025-08-27T11:51:34Z,1530000.0,bank_transfer
e0b1b5ee-b35e-5610-cfec-27cdbad805d1,71301b97-e720-e7fb-20bb-e54a71b0cc4b,TRX-1E5FB22B,2025-06-16T04:10:51Z,365400.0,agent
95f0ea3a-4280-4038-9f69-d72c180c6c4b,71301b97-e720-e7fb-20bb-e54a71b0cc4b,TRX-7A88A17D,2025-06-25T21:30:03Z,548100.0,agent
b590a67c-ad85-7957-32c1-c6071ed2a708,a5478b2f-d638-14b7-4e6d-29ccb51c4535,TRX-0D450847,2025-07-14T15:11:47Z,828000.0,virtual_account
c3e9d0b5-4c6f-a8e5-186a-b1ee4bf410e0,a5478b2f-d638-14b7-4e6d-29ccb51c4535,TRX-977A2268,2025-07-18T03:33:22Z,1242000.0,virtual_account
c9737462-1ee1-3567-de38-3d00d6513655,ba9889c7-9107-6dc3-10e2-d6e223ccc912,TRX-76CEC820,2026-06-03T06:43:29Z,512500.0,virtual_account
8ae34e2c-f3b9-a95b-b345-f009faf80d54,af81fe1f-3e31-9e24-2924-f1b0c01de077,TRX-2D6DFE68,2025-10-26T10:05:26Z,1020000.0,bank_transfer
a9f0c79a-1fd1-fe3a-badd-2140a7c07a5e,a0ee0c43-83d8-ebc9-e429-92e9eddd150e,TRX-2DE2A42C,2026-02-20T22:37:29Z,510000.0,bank_transfer
d2b455be-18d1-6172-f624-e3e5c0dfa141,d695a5b9-4c03-701b-9beb-eb8e1dd5d17d,TRX-4EE8F488,2026-05-17T01:38:20Z,1648000.0,virtual_account
151b415f-b4bd-286a-b08f-1f4b1de3229f,1c1384b0-d376-793b-a4fd-340421ccca60,TRX-3F8C9CBC,2026-03-26T14:39:49Z,1866666.67,agent
19944a07-7608-a37d-de9a-6ecaf033a5ae,1c1384b0-d376-793b-a4fd-340421ccca60,TRX-A31353E9,2026-04-14T14:34:27Z,1866666.67,bank_transfer
a417e3df-5653-8b99-d207-364027e332f4,1c1384b0-d376-793b-a4fd-340421ccca60,TRX-C86B62F8,2026-06-01T06:06:58Z,1866666.67,bank_transfer
c49bc62d-4b7f-6f36-5158-5c40e2d3fa5d,1c1384b0-d376-793b-a4fd-340421ccca60,TRX-563DB212,2026-06-15T01:54:34Z,1866666.67,bank_transfer
17d1a6f7-acb1-27b3-ad39-26d77130a0b7,adbe3388-18ca-14fe-228e-4c9b9dd554d6,TRX-74098051,2025-08-26T00:36:58Z,1433333.33,agent
a76894b0-3592-6986-0261-a97b0d16dd6b,adbe3388-18ca-14fe-228e-4c9b9dd554d6,TRX-3E922BA6,2025-08-16T16:00:34Z,1433333.33,virtual_account
f47908d3-79b7-4bf2-6f91-97491a84cb99,adbe3388-18ca-14fe-228e-4c9b9dd554d6,TRX-96618F2D,2025-10-26T10:18:41Z,1433333.34,bank_transfer
9f3b9709-d086-119c-d529-d97862ae426b,2f7a28bd-e6e4-3f82-5bb2-268b66b81264,TRX-CDF12689,2025-06-02T11:52:51Z,2050000.0,agent
4f549333-314d-8554-cf54-4c7093a2f2eb,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-6F05EC91,2025-08-09T14:22:46Z,177500.0,virtual_account
36b21f14-4b3a-181a-8f2c-3e5274026525,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-23877D8B,2025-07-29T12:58:17Z,177500.0,virtual_account
9987a709-bf7d-d5d4-a28a-bb87b100a76c,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-E31444C4,2025-08-29T11:55:31Z,177500.0,bank_transfer
15b344c3-9df7-777f-d7f2-1ae906d21f5c,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-9BEF9A0E,2025-09-29T21:14:03Z,177500.0,bank_transfer
36c04152-bf2b-1b5d-e73a-1cdcff2e8fa2,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-2BC63AB7,2025-10-30T17:03:40Z,177500.0,bank_transfer
2ff8452f-fca3-b971-5ae5-db9808f8d3ac,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-209D1929,2025-11-29T06:29:25Z,71000.0,bank_transfer
e9ab6ec5-d757-1488-e2af-83743308d79a,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-23B7A947,2025-12-06T01:24:55Z,106500.0,bank_transfer
f8cf0437-c9bd-8741-d617-bd8691a80bac,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-238ADFB8,2025-12-29T04:53:06Z,177500.0,virtual_account
59681998-a967-3556-6d3d-2ed6a7114ce1,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-288A4F52,2026-02-03T02:34:56Z,71000.0,bank_transfer
33fcedf8-ee7f-890a-a3da-1023e690a47e,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-9A597592,2026-02-10T12:47:16Z,106500.0,virtual_account
0f6653a6-6f65-8520-5313-b3180bf69b26,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-54D92287,2026-04-04T12:12:32Z,177500.0,bank_transfer
fea85966-346a-aabd-2707-6a6adfee84bb,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,TRX-CD7AD221,2026-03-29T09:37:04Z,177500.0,bank_transfer
