id,customer_id,assessed_at,credit_score,grade
1c791008-9bef-1a9c-61ba-6cd515b5c636,e177e531-c98e-4122-6e75-83421a81a3eb,2025-01-24T14:54:00Z,582,D
7d1f2669-6d9e-ef76-3f01-3c6395708bce,4c243070-64e0-fb6c-1e7b-e0310e8afb79,2025-01-27T09:14:53Z,718,B
0ede0caf-c57f-9edb-8a1d-be5572bfc605,4c243070-64e0-fb6c-1e7b-e0310e8afb79,2025-07-27T09:49:47Z,741,B
7ad3d598-80eb-3fef-cedb-f24ed8aa270f,3001f53b-b058-3d1b-8e7d-f1989c5151fb,2025-01-18T05:28:03Z,744,B
044a9c11-c5bb-2271-1346-ff238f7c1e8d,3001f53b-b058-3d1b-8e7d-f1989c5151fb,2025-07-18T16:46:37Z,790,A
e617416e-c899-ab84-9ea0-8c13974186b3,a6ee2c95-1619-9352-1ad6-b01e46ecb490,2025-04-07T17:04:12Z,798,A
c75c6f81-2dc4-a74e-b20c-4d1d8baf89f1,fba26db6-57e3-6ecf-c45c-a20044e2721f,2025-07-11T01:13:08Z,483,E
e67da108-d7e8-63ad-042a-275c3d7e8583,fba26db6-57e3-6ecf-c45c-a20044e2721f,2026-01-11T15:05:35Z,461,E
ac2e010d-0cb6-a75a-47bc-7131fb3efaa0,3a75d36b-1539-aa8b-5a81-914191e03b7a,2024-12-01T04:19:03Z,607,C
fd0606a4-a1b8-380f-6845-6036c0bce2b8,3a75d36b-1539-aa8b-5a81-914191e03b7a,2025-06-01T11:57:22Z,657,C
e1f57510-18ff-b36d-cb30-83d2998e7dc8,df9f844b-e938-bead-0113-6b4de0918d29,2025-02-26T05:44:37Z,775,A
1bd56324-85a1-6a15-4ac2-05b4e7f489a9,b2c72070-cfe3-f640-fcb5-4a39098c0e27,2024-12-04T20:50:46Z,609,C
2ff3972a-48ad-57a7-07c4-61d5d1edf33c,79576505-26eb-3efa-13b7-1f49bcbd9314,2025-07-18T23:04:04Z,653,C
0d61d88d-e45f-44ca-8a4d-4ac178e252a6,79576505-26eb-3efa-13b7-1f49bcbd9314,2026-01-18T04:56:38Z,683,B
cddf2271-4fca-f35c-3897-904c165572f7,35a2f99a-7282-7595-2d43-021cf38c37d2,2025-04-11T06:20:37Z,542,D
3df54f6e-e294-f0bd-b829-466a8640c6a3,17babd11-299c-7c4e-0663-a10e309659f2,2025-01-07T08:31:51Z,705,B
c250bfdc-c841-6b70-f720-41d741f280c4,b7ee9b23-74e2-d37b-9846-c330221e622f,2025-08-05T23:07:46Z,615,C
3bb0f0ad-500a-8bd3-302a-c741e13c1f05,3bb71768-62df-fe65-69da-b879f1e49872,2025-11-05T13:54:11Z,721,B
c459070b-f083-b839-c6ed-8fc06f696d08,2c64e7d6-a676-9731-bdaa-5ec7394d04d1,2025-02-06T22:27:10Z,486,E
2b8dec1a-a6af-2146-334e-efc3de2eed6a,0dc6856e-b7c8-21d3-d32d-6ea67980ebea,2024-12-14T01:04:04Z,792,A
c504467b-86ff-e3e6-b814-4ef01984e3d9,3300725b-f0d8-4053-c930-ba68c8371c06,2025-10-12T08:54:19Z,796,A
bc3f3ff4-0c58-0bee-7189-a40297f6773e,20f5a352-de22-2f8c-3051-0b52a9dbe507,2024-12-11T19:13:56Z,570,D
2dae3e0d-4789-384b-91f0-e1ce8c7c08e9,20f5a352-de22-2f8c-3051-0b52a9dbe507,2025-06-11T02:00:17Z,553,D
d2935391-f7eb-184e-e3d4-b3e2c50a904e,1db9f08b-8a9b-1b7a-abf9-4a0b2b8c7ebb,2025-09-09T03:02:57Z,724,B
1cd20462-6a2c-4f30-9b6e-e15fea81a855,22c13d4b-cdea-8254-a296-15cee05b2a4d,2025-10-29T14:04:05Z,643,C
6bb3334f-91ac-a709-444d-e3ea4ef5acb5,22c13d4b-cdea-8254-a296-15cee05b2a4d,2026-04-29T19:08:05Z,684,B
be9487c3-e456-1d30-42da-c250646cdbc3,258df6d0-c4e9-3633-1d88-1810c15dfbed,2025-02-18T13:36:14Z,660,C
fd313591-b797-aa7f-c55c-cf4f37fd4deb,735c05fb-965e-7232-1dcb-c80ce7e7fdfc,2025-12-09T08:12:40Z,674,C
86dd2141-3b8d-c78e-5e36-08f6d04ab8be,735c05fb-965e-7232-1dcb-c80ce7e7fdfc,2026-06-09T07:44:12Z,624,C
b22c00ab-4fcf-53c5-d45c-6706221fd8e9,51a5eb46-97e4-ff37-94d1-ab6b0411d155,2025-07-12T07:17:41Z,758,A
14e32615-f013-8da3-0297-606c2edf128f,51a5eb46-97e4-ff37-94d1-ab6b0411d155,2026-01-12T16:20:49Z,800,A
c069186e-d5bf-4017-b7f1-551955ed6597,1aead7b7-bd8c-0b42-7cc8-4a74571b7db8,2025-01-27T17:51:15Z,678,C
8961ad68-dbc4-bb94-72fb-d49b35d0d3f9,f2db32a0-0bb6-6a5c-9802-62bf101aab6e,2025-02-07T04:21:03Z,508,E
f261d298-eaf9-7ac7-96b7-cdba2e1e3a69,f2db32a0-0bb6-6a5c-9802-62bf101aab6e,2025-08-07T18:13:03Z,459,E
2d48e196-5cd7-fe91-f97c-14ff80bb8be2,ecd1f4a6-b95c-b882-e688-4d62e9d847e3,2025-11-30T15:44:39Z,697,B
67f3e89f-5d20-371d-1d4e-26ce5e3de68d,ebd1a90b-128d-d1fc-26a6-cacd5a23f58a,2025-03-05T04:33:33Z,709,B
f3868bf7-0390-d786-b6ca-979bbdecaaa9,b7aa817b-4562-a2c5-07c5-7fe30f1853e9,2025-05-13T13:45:06Z,536,D
79478732-5bea-3c21-234e-54ae8c03b9af,b7aa817b-4562-a2c5-07c5-7fe30f1853e9,2025-11-13T20:59:17Z,503,E
93d9dc81-e7f1-fb5e-02c4-d5414c7b60da,03b188cb-0e2f-76cc-3e65-105125a81b18,2025-10-20T21:15:48Z,496,E
3cfc04b4-664d-0c88-a309-c4c933d3f5f9,4e209a84-8648-837e-303c-e87575d02716,2024-11-22T17:44:32Z,599,D
1bac417f-b1e5-1da1-9ea6-85547c5ff6c7,4e209a84-8648-837e-303c-e87575d02716,2025-05-22T23:51:47Z,638,C
7fb80081-053b-5712-279a-26e5ad288a36,eeaa3d41-677e-dd48-6721-7c7de401203a,2024-12-29T07:41:03Z,636,C
b4165062-cd9c-942e-0aca-1308e80dfe75,92f713b0-1ab6-33ee-808f-ca94981cdb05,2025-04-16T08:39:17Z,483,E
48f937bd-d9f2-3515-8a95-acb8bc58611f,253978b2-6ed2-6fca-d7be-86ef9cc24a68,2024-11-28T01:10:03Z,776,A
175459a9-0d86-f632-b9f3-4c5e679343f5,11ee75e5-ee67-d958-1e84-0070ac1f0acd,2025-11-28T01:51:49Z,735,B
a9d0e08b-db7e-9eb0-8ab6-0ffd054e911a,cace391c-dcfa-c73b-e331-9270b49920d3,2025-10-30T01:54:53Z,575,D
f0bcb3dc-b30e-7e08-66af-670be440753a,cace391c-dcfa-c73b-e331-9270b49920d3,2026-04-30T02:37:57Z,533,D
9348910f-4cd4-c5ba-4b9d-933663315f38,c6d5a901-0319-0789-cf0a-3a09c96b1c91,2025-07-28T17:54:59Z,737,B
82d3db92-5277-9109-200f-f53df0d040e5,f76dbf37-6e94-5c8f-f63d-8bd82e92bd2b,2025-05-27T23:39:59Z,526,D
03abeaa4-d88a-33d2-9594-8d5dde64c718,a632394a-ad9d-4392-61f1-f98aebd5366d,2025-12-16T15:34:18Z,646,C
2c606df5-78f5-18ab-f589-6b141c6ba6cf,cddbdf66-23ec-881c-312e-0ca2481033e2,2025-06-14T13:48:27Z,541,D
143183e4-55ed-3df0-fd27-fa4a6320c98b,f6a3fc62-57ba-500e-6247-d13dbda23c67,2024-12-17T19:05:37Z,780,A
feab991c-0fd8-4c11-7eac-6a8c73b2aaef,f6a3fc62-57ba-500e-6247-d13dbda23c67,2025-06-17T08:24:27Z,736,B
ecc1cf89-42e8-b7f4-d884-1a375af12781,3b272cc1-45d2-b7e1-8f5e-52f61480f735,2025-05-21T12:19:25Z,643,C
3f5584c7-f1d6-9613-2299-591c798d4983,3b272cc1-45d2-b7e1-8f5e-52f61480f735,2025-11-21T03:20:08Z,632,C
ccc9f7c7-fdb3-d9f0-4afa-d45639176e13,0253e03d-3031-4cfd-a104-256335fe5280,2025-08-22T05:43:06Z,756,A
cc0c9171-5dab-8e90-2ed1-37e776496e9e,9a4b8430-49c0-11d1-88f3-977fc5740a7f,2025-01-10T10:13:58Z,734,B
86c62d88-df17-ecb7-a246-39f8b7a0b36b,9a4b8430-49c0-11d1-88f3-977fc5740a7f,2025-07-10T01:51:12Z,704,B
507d7167-4479-2f3e-f155-076f66b6f23b,71f63cb1-453d-e60d-a541-da6b1cbe4e4a,2025-11-08T16:54:26Z,519,E
0e5f109d-aca8-75dd-09fd-555c51004bc6,71f63cb1-453d-e60d-a541-da6b1cbe4e4a,2026-05-08T21:27:59Z,482,E
5689eec0-d0a4-62be-95ba-aaee288309c4,251c943c-bb00-2e9a-e211-d9a3cf5181ab,2025-02-15T20:47:34Z,657,C
52cdaff1-1063-abc7-0345-dbb905b6842e,251c943c-bb00-2e9a-e211-d9a3cf5181ab,2025-08-15T19:59:32Z,706,B
849b5d36-ee0e-462e-c778-c8c273c06ca5,4a418e83-8e04-378b-d623-8bf4b5a8b91c,2025-12-22T04:43:20Z,623,C
a76102c9-5305-97e3-ce53-159041f2c6c9,20a18b56-9941-203f-322f-2dbc7581321a,2025-02-27T12:10:16Z,781,A
fcfb0836-6833-a686-75eb-047a236cbc6d,73502e89-3b04-6928-c23e-6a950c207aef,2025-01-25T02:33:34Z,785,A
6aba80d6-f224-7a2c-2978-f80a6242cb72,73502e89-3b04-6928-c23e-6a950c207aef,2025-07-25T04:34:50Z,749,B
69bd5bb4-9fad-f28f-0e8e-2c8663ed9547,10d5a32a-60d0-58e3-16ac-6a045506281d,2025-09-06T19:03:02Z,499,E
9f67de68-415e-c0a6-00dd-beb0bf77e828,8d22930d-14ff-ad95-b269-f2812dffd68f,2024-12-01T04:59:20Z,462,E
9d6aa0cd-b5e7-817b-6143-2a562bafb951,8d22930d-14ff-ad95-b269-f2812dffd68f,2025-06-01T10:28:20Z,428,E
c25011e0-1cb6-2dc7-3305-ec9641bf1dc8,05d6657f-6b3d-342c-9f4b-a4a53ca8af12,2025-02-18T23:10:19Z,611,C
191ae818-50ec-1caa-ca6d-149c82b38887,e859717e-f129-c34c-d275-5561d26b5ffd,2025-08-19T17:02:18Z,532,D
0fa50c48-499a-44c7-5beb-ff612c82ac28,b5913249-9019-975d-789d-077ef46462e2,2025-01-01T18:46:38Z,609,C
4c5bbf54-a5c4-5937-d4b9-9d141aade35f,deb37b8e-af7d-c3d9-99f0-1a789be1b8bd,2025-07-27T11:01:28Z,554,D
53379c3a-d4d1-178c-77e4-a0ee5eda56d6,e4954f3c-fa20-9f78-ee40-0f9b969a3034,2025-11-17T05:01:41Z,628,C
c776b913-6ad3-374c-a239-5be7839f2874,caf44175-0c75-23a8-b6c8-39d1695a1678,2025-05-03T13:36:12Z,770,A
cff0b704-ec47-529b-f65c-2844c5666b4a,caf44175-0c75-23a8-b6c8-39d1695a1678,2025-11-03T12:30:36Z,827,A
aea68124-8aa3-0358-05cf-5347231186e6,1313f0f2-8d32-9b52-3616-8b5f9cd73f68,2024-12-15T10:44:07Z,460,E
8acdbd51-965d-4c70-1645-ee46e9ba0729,1313f0f2-8d32-9b52-3616-8b5f9cd73f68,2025-06-15T15:28:20Z,418,E
5fe2e694-75b3-0577-99c3-6d024c28d5b0,7559875e-048e-d744-0058-24e96b7dd66a,2024-12-04T09:43:19Z,713,B
384ec019-0f53-c22a-ed30-304dcb750fdc,3b8edaa7-2823-ea74-cd30-398bc4c96cb1,2024-11-30T07:15:14Z,551,D
4e910f75-949d-ab53-ab83-24809d806071,440316b2-97ed-3fb5-d8c5-7b105f4c2a7a,2025-12-21T20:28:04Z,729,B
4fcc99a7-b8d5-3d46-a221-6ec6ea096592,8020eb4d-0b8e-0fa1-0fec-bb997eb56238,2025-02-20T10:29:42Z,739,B
1e32c8f7-42d3-6282-2e8f-e9518c3894fe,9a0952fd-de57-6505-ce91-9771da00b936,2025-07-22T22:56:43Z,674,C
3f614531-945e-2f64-5bce-fd56090dc05b,98a53552-9cd0-376b-92f1-47f5a3ae7dbc,2025-12-22T18:32:42Z,610,C
96c9fee1-edbd-ba46-346b-64e78aef306c,69d1eade-07c1-9cef-9d41-2a4bbbb7d2a4,2025-09-01T12:52:59Z,572,D
81088df4-63ac-3a86-a81b-560d7000a828,ba166c5c-caa5-2d42-ef20-0cfcd93d5237,2025-02-26T16:58:33Z,767,A
8a03b060-adb3-4292-43b1-36fc5845fdf1,9de3a777-b549-b0f8-2d92-5cc4d2660314,2025-01-12T23:39:51Z,686,B
ba2d8ce2-49fa-28da-1f52-8adf6e59153b,7ead2504-4a7c-57be-c93f-d08026aa95f3,2025-12-16T00:20:05Z,665,C
87e97ddb-cc89-f4e1-3e43-c8cf77ceb71f,ceeaad2a-ed1b-40d7-4511-7041bedb8893,2024-12-09T16:04:51Z,676,C
482cc72f-d59e-710a-3bfa-4243c43cd215,ceeaad2a-ed1b-40d7-4511-7041bedb8893,2025-06-09T17:55:14Z,721,B
9064047f-e5a3-f9fb-56bb-48b274917e80,40775ca4-0a08-d217-2617-a0c24694e10d,2025-01-27T12:42:50Z,798,A
bd95aac6-e910-f72a-e33c-6016f3b8891e,4b30ad97-8ece-331b-e717-410a108ee8b8,2025-08-28T13:53:20Z,637,C
4bcf9a82-555b-f26b-e1cb-a04dcb55647c,187f8822-d159-58f3-8bbf-a960365e7d14,2025-12-22T14:06:42Z,730,B
bdf93115-6883-655e-fc48-33de846b3cc6,8539eac6-3c8b-d51e-95ff-d3f1a6b079d6,2025-07-22T08:54:03Z,538,D
e7db3f7d-f1f0-2434-915b-08d9f72ec655,49db77b0-261c-2270-55df-69ee2422e927,2025-06-05T06:01:51Z,774,A
d28071a1-8ba3-730e-295f-50492662700f,aa491bcf-31f9-3e32-fc53-c77c9e66b2ab,2025-04-17T06:52:05Z,527,D
736a6d44-7dab-3061-06af-57534394a213,790037e0-c8eb-6d80-e8ad-ee63fa1c99d8,2025-01-22T01:14:13Z,736,B
b7b04c96-bc79-ef7a-61b5-9fda51c5edb3,47a1b1a6-7841-a444-a452-bb4b55461ee5,2025-04-27T06:44:08Z,686,B
fe047d8c-0660-367d-4d49-79243c8b6b3f,47a1b1a6-7841-a444-a452-bb4b55461ee5,2025-10-27T13:31:46Z,640,C
06643db1-1c00-21f3-6afc-02a65d90accf,f850f83b-84d9-4a0b-ddc2-b251f76f0463,2025-11-23T13:13:08Z,472,E
bb97c975-8030-6928-752b-3fcda3575c72,f850f83b-84d9-4a0b-ddc2-b251f76f0463,2026-05-23T03:22:36Z,468,E
06c34f4e-649c-f638-ffb6-9b2cfdaa4b8e,2b564ed0-4604-c18a-c90d-06187513991b,2025-01-07T01:49:36Z,691,B
d49e4592-9e19-c118-49ad-fb2acdf1ae9e,6c798656-d455-db73-f9b0-d009e29e3a6d,2025-12-01T05:03:27Z,480,E
38ccb053-5160-5837-5a62-b2d607b55c81,65a260ff-5c39-b858-16ff-d7388174f2c2,2025-04-07T13:21:26Z,586,D
247e7ffb-bf78-c563-01db-2aee8910c6ec,787699bb-e157-6d25-5534-08139dc48e37,2025-05-15T10:33:57Z,692,B
be0724fc-453d-8599-3c3c-23e725c65f21,bd60e281-7638-a483-a038-189f89e59077,2024-11-07T07:57:47Z,593,D
a19c94ba-cc2f-ce70-b65d-5c8f292a2c82,12926e19-e815-f556-7e50-65d963d4722a,2025-09-20T11:15:05Z,623,C
b4979183-29e7-4686-f6dd-949219bc3264,12926e19-e815-f556-7e50-65d963d4722a,2026-03-20T08:52:08Z,680,B
949e29f9-261b-ea82-1dc6-285395d68016,5af7531a-ff16-2948-aa1f-88291e7eb6a4,2025-11-24T12:18:13Z,481,E
660f5820-7e9f-2c5f-a2f2-7b965887b8f8,5af7531a-ff16-2948-aa1f-88291e7eb6a4,2026-05-24T02:50:52Z,537,D
18c6b51a-fec9-dab7-f67f-744841f371d4,fe5f32fa-3ce9-b893-3212-693ccfa13a9a,2024-10-16T13:30:49Z,680,B
1b9d219e-5b1a-8ef9-1ac3-64257fa47119,5b5c06fe-40a3-612f-3948-ec3c5d5e8974,2025-06-13T15:54:17Z,746,B
34fc3a62-e73f-9073-4562-268ee5a0b23d,6280b689-1be9-0926-ef0d-74eee84ee189,2025-08-21T15:46:19Z,539,D
224d4cc7-8057-a23d-0a82-d776f17b5e72,6280b689-1be9-0926-ef0d-74eee84ee189,2026-02-21T03:24:39Z,521,D
52564285-8949-fedd-8dc8-0a0cb177e415,5fec16b7-02d8-7790-32b2-f9a08eee79ba,2024-12-07T18:07:57Z,700,B
2d77c242-f7fa-6109-da01-e395b3cf87e5,5fec16b7-02d8-7790-32b2-f9a08eee79ba,2025-06-07T06:39:33Z,697,B
4da183e0-2b6f-2c5b-df90-54d400f50a31,9fdbc05b-f83d-d842-82b5-af2e761b2aa8,2024-10-16T20:45:18Z,563,D
06cd50b1-072c-33c5-cd6f-254a8c6cdc0c,16b8e48d-401b-ccf1-053a-0559d02deec9,2025-09-18T07:30:55Z,558,D
ee99196a-1b5a-1bed-c45c-b3cbee4e7cda,16b8e48d-401b-ccf1-053a-0559d02deec9,2026-03-18T19:57:32Z,523,D
42a77d0a-be52-c360-2a67-866fb1c43353,5c2e4d54-ddeb-d629-ab21-7179edf811dd,2025-12-22T17:40:58Z,521,D
e8460da2-b206-3fff-4474-9da9b55b52fb,55621e44-4ac3-8464-2338-faeeaf6945e7,2025-09-17T21:01:48Z,799,A
140435e0-dfc0-f9f7-ac4b-6dc4f0a10e15,55621e44-4ac3-8464-2338-faeeaf6945e7,2026-03-17T02:37:38Z,826,A
de31bed9-9adc-a590-52d0-5f6e7bbcfc69,50a2bc24-0214-22c5-243b-2c83063ec415,2025-07-03T01:52:44Z,789,A
03ff3b9a-7eb6-ce09-c925-73e7ad265f5c,d3b121f0-1746-edc7-78a1-a2bbf278b89d,2024-10-07T22:33:46Z,758,A
be3b4e21-011b-20a4-7c72-104e2655f348,62190b56-fca4-bed7-afb7-e2ddb93c2a11,2024-11-04T06:14:40Z,680,B
695d7e79-589a-8ffd-e7b4-faea7f81524a,8c2b344a-70e0-affc-b474-994dbd620952,2025-06-30T02:22:29Z,452,E
11b1043c-e7c0-00b0-3de3-5ab9e0ef29ea,8a1b1284-4990-abc9-9a0e-51a14b55f159,2025-11-18T04:36:44Z,720,B
76bc6291-748b-469a-0a96-c3ecec07f8db,edc97b5f-c7ec-8e28-c792-0e39e9179ed6,2025-10-05T19:36:07Z,703,B
f4a6e521-441b-5eab-b80a-06201b67990f,edc97b5f-c7ec-8e28-c792-0e39e9179ed6,2026-04-05T04:33:20Z,664,C
b9df1d53-61fa-a1d3-206a-b0697c447237,44d95abd-1311-49b2-2f01-5d847c61cf8b,2024-12-28T20:22:56Z,768,A
d09ba453-4b41-a4e7-0f7c-580678fd7be1,44d95abd-1311-49b2-2f01-5d847c61cf8b,2025-06-28T07:48:02Z,743,B
3ff93398-903b-394a-a9cf-55e7c0b054e8,0fcf497b-c276-4c6a-fc77-22712fcded3c,2024-11-27T12:34:57Z,660,C
615026cd-908f-26ca-e7a2-1cc10666dca1,1d9fcc07-1334-b351-adb2-88a488c9d63e,2025-10-11T10:16:25Z,745,B
198fc066-638c-bd26-f433-899a6c70a419,1d9fcc07-1334-b351-adb2-88a488c9d63e,2026-04-11T09:30:49Z,740,B
e998aeba-78f8-d24c-516b-ebf6dde3627d,431b8e48-96aa-0670-9840-7ec9a6cb72f7,2025-11-11T00:10:35Z,754,A
a538910c-692f-77e6-4bf1-e0ef06908fc7,19dda65c-5bef-0b2a-8fdc-70f9b563eecc,2025-06-25T01:54:36Z,522,D
ee68b6bd-80da-9161-84c8-03ae5e242256,0dc98d09-766d-566f-48ca-e413c1ea59d3,2025-03-22T03:57:33Z,631,C
ce6a8f3e-8bf4-1963-7f34-45eb71b84f21,0dc98d09-766d-566f-48ca-e413c1ea59d3,2025-09-22T00:14:31Z,628,C
8b8be55f-efa5-a357-b4d3-0447984451d2,4db8209d-39f9-a6b7-8070-1eb6e87407f9,2024-11-16T11:56:02Z,598,D
fe85771c-05e6-1c5e-756a-a8410305b408,4db8209d-39f9-a6b7-8070-1eb6e87407f9,2025-05-16T06:25:15Z,628,C
6e2d9f96-ce57-9683-a544-46187f3c03d9,affee563-214e-5d34-7c71-e17594548e63,2025-05-07T12:57:31Z,590,D
a0898154-072e-40a1-fb85-7b3f1d417599,ee281b23-090f-f4af-c14a-0ee7c08b66c4,2025-03-29T11:52:21Z,612,C
444f6784-4b49-1b94-6bcb-a6773ae9fdb4,ee281b23-090f-f4af-c14a-0ee7c08b66c4,2025-09-29T15:59:12Z,650,C
7388cff0-1a0d-8352-a071-7e23ffb9287e,e0c30f88-2048-8ef6-9de7-a8de925432f0,2024-10-24T07:38:41Z,518,E
86184965-b9eb-6599-154f-00f03bef2659,e0c30f88-2048-8ef6-9de7-a8de925432f0,2025-04-24T23:14:03Z,492,E
21a6db5b-8935-8fb3-45d1-cc043221bf0e,bea07f0a-a721-f4c5-85d0-ac30867247e8,2025-09-16T12:31:52Z,740,B
0e44939a-a810-3469-7446-0025902795a5,f0b36c63-0d0f-124a-3fa1-be4f84ebaeb2,2025-08-31T23:28:17Z,559,D
086e3507-53cd-f016-50aa-20e315093fe5,f0b36c63-0d0f-124a-3fa1-be4f84ebaeb2,2026-02-28T20:27:27Z,618,C
366956ba-4cfe-5553-1a05-a78c60f102b4,34ef1ccd-d38b-838c-fd81-78a1cc4775c1,2025-03-13T15:07:47Z,583,D
32363026-2551-b116-29b1-0531b8da75b9,d6efe797-ffed-99e7-c270-c7ca421d9118,2025-02-20T13:07:50Z,512,E
05193ae4-a317-9730-31d2-46e3b03e8f55,d6efe797-ffed-99e7-c270-c7ca421d9118,2025-08-20T16:47:33Z,553,D
4e8cf03d-a2d9-ea1b-3bd1-3c21a5b872cd,94159201-c549-470b-6b09-35334667b90e,2024-12-31T21:16:27Z,764,A
b0f9e2a4-abd0-01b3-6755-c42a45ecede1,94159201-c549-470b-6b09-35334667b90e,2025-06-30T09:14:26Z,736,B
876bdf17-aa89-1372-71bd-6f0fda505038,18b3fa45-079c-629f-e16e-8570ce781119,2025-04-30T03:04:57Z,580,D
e79459a0-46fd-09b1-a92e-4f31685400b4,38e595e0-42d4-ed70-02d5-7aee94bf32fd,2024-12-13T21:15:59Z,741,B
bfdeb9eb-cb84-a26b-7eef-4325ab39d68a,38e595e0-42d4-ed70-02d5-7aee94bf32fd,2025-06-13T08:19:35Z,746,B
ea85749e-a823-9714-09a6-8e17a31df4d6,d49ff5b1-e55c-b5df-1c8f-a59d8bc7ec36,2025-03-12T02:06:09Z,484,E
56a31c4b-7a76-5ec3-52fc-63e168f7b145,396d8df1-6ea3-05d9-3964-b226e445d185,2025-05-04T19:11:58Z,456,E
2db09d09-d5cf-8b8a-6f7b-e8ccc4dd18e6,0b375579-0f67-76e2-e56d-670c32b8b947,2025-11-01T07:55:46Z,560,D
55f2eafb-9c92-d7dc-9729-39a3a0925c61,4f9a4df8-0cf0-cff9-0a53-36b6e0829c72,2024-12-15T21:40:28Z,719,B
7dcb77d5-e9b7-80c1-78c2-c06301b03fb4,c4e4e575-195e-a4d3-8922-4217be26e7c6,2025-09-07T13:15:27Z,511,E
569ec603-1b3a-0dce-9836-6c1d4bfff025,bb5c83dd-ffd9-9676-e695-e2d38756025e,2025-11-27T12:15:48Z,664,C
a2ce83b8-5c90-7797-2a55-d3d70f4dc3b4,bb5c83dd-ffd9-9676-e695-e2d38756025e,2026-05-27T13:54:24Z,605,C
a62e9028-801e-d703-1cb0-db537904c0d8,adc19944-5eaa-154d-6e3a-e2d2f27787a2,2025-10-05T23:09:39Z,782,A
5d974d78-7bb8-0462-c4fc-f5950d913ffa,e4732d6f-c6f8-c343-9a06-fb71325193bc,2025-08-08T05:07:36Z,467,E
bdb064e7-2981-542c-3ca3-62797e716065,c391d739-3a3e-ecf4-2a80-7b75deb92a3d,2025-11-22T20:27:40Z,721,B
339ade44-1950-155c-ed20-31deec02526e,70dd0d3c-4f8b-8d2e-71c0-7c66d4dba25c,2024-10-17T18:10:05Z,764,A
1b5a25ed-1abd-63ac-22e7-68f0c063a886,70dd0d3c-4f8b-8d2e-71c0-7c66d4dba25c,2025-04-17T16:49:59Z,788,A
b5886ce2-e4b6-f9ec-b5d8-3c53efc39b37,c046228e-09d2-7f0d-9556-c532ab761b0f,2025-06-09T05:25:49Z,696,B
d882d7d5-a86c-cacf-845a-0450778689da,3d97d879-ea39-b6b5-d5ca-314608b0dde5,2025-03-14T17:12:46Z,527,D
d8989dfa-90e1-b6e4-3931-f93ad775e01b,3d97d879-ea39-b6b5-d5ca-314608b0dde5,2025-09-14T05:38:10Z,561,D
42388ae8-a051-6058-8de6-9973049527aa,69158788-4376-44c0-90c9-28dca674741b,2024-10-16T03:07:19Z,508,E
7b79fedb-d1bd-98e1-5aa9-a5a4155a5cf1,2cae1100-0c80-fd16-8579-9d61c4d87b1e,2025-12-08T04:05:06Z,521,D
419c6043-1957-cf4f-a57b-50f4b74d3f65,2cae1100-0c80-fd16-8579-9d61c4d87b1e,2026-06-08T13:42:16Z,469,E
903efea6-3c12-8640-5cbf-0ed2cc6f9f2b,b17b0446-75a5-3c78-5fd2-65464ae0ba0e,2025-02-20T20:30:13Z,757,A
0c3c8d82-c6f6-5712-df47-f7f8d5093dee,b17b0446-75a5-3c78-5fd2-65464ae0ba0e,2025-08-20T06:07:32Z,753,A
3647be9b-6de2-c8cf-9143-9698e232bf59,3d67ff3a-3b07-ad70-11f8-a09cfa601dc6,2025-07-17T10:33:05Z,492,E
