loan_id,borrower_account_id,loan_type_id,tenor,nominal_request,nominal_loan,grade,repayment_mode,movement_status_id,created_at,updated_at
f2378f67-e149-6332-342e-c03242ae54b0,55621e44-4ac3-8464-2338-faeeaf6945e7,LT02,3,10000000.0,10000000.0,C,installment,6,2025-03-03T06:09:00Z,2025-03-11T16:09:00Z
2c8b0b13-9a6e-8ee9-ad00-43c32d817ff7,3300725b-f0d8-4053-c930-ba68c8371c06,LT03,1,500000.0,375000.0,D,lump_sum,6,2025-09-04T13:52:00Z,2025-09-10T20:07:00Z
29a27873-f97b-5854-a8b0-960eb6c91cbf,4b30ad97-8ece-331b-e717-410a108ee8b8,LT03,1,1500000.0,1500000.0,A,lump_sum,6,2026-06-10T13:16:00Z,2026-06-16T03:37:00Z
e2625a60-5a45-02af-c878-d537f89c78fa,a632394a-ad9d-4392-61f1-f98aebd5366d,LT02,3,50000000.0,50000000.0,D,installment,5,2025-12-14T13:46:00Z,2025-12-16T23:43:00Z
3261fa32-efde-6781-8155-1ab5beeaac71,4db8209d-39f9-a6b7-8070-1eb6e87407f9,LT03,1,1000000.0,1000000.0,A,lump_sum,6,2026-05-25T06:35:00Z,2026-06-01T21:06:00Z
abb0ba86-5f35-f9bc-f51f-583e95b91496,12926e19-e815-f556-7e50-65d963d4722a,LT02,6,10000000.0,10000000.0,C,installment,6,2025-01-01T13:55:00Z,2025-01-01T23:10:00Z
326db22c-2a88-5568-c032-b93bd244590f,2b564ed0-4604-c18a-c90d-06187513991b,LT01,1,5000000.0,5000000.0,B,installment,5,2026-07-07T13:48:00Z,2026-07-13T03:07:00Z
6b29aae6-f3ef-c1b9-27ad-bf5082638c52,a632394a-ad9d-4392-61f1-f98aebd5366d,LT01,3,5000000.0,5000000.0,C,installment,6,2025-09-18T09:34:00Z,2025-09-25T16:56:00Z
dad0e762-9340-3070-4e28-a168f9955f43,19dda65c-5bef-0b2a-8fdc-70f9b563eecc,LT01,3,2500000.0,2500000.0,A,installment,6,2025-11-02T08:07:00Z,2025-11-05T17:17:00Z
d7fa445e-6114-326f-4166-7a050bf04445,c4e4e575-195e-a4d3-8922-4217be26e7c6,LT01,3,5000000.0,5000000.0,A,installment,6,2025-09-23T11:24:00Z,2025-09-27T23:37:00Z
61299132-04d5-3e10-0415-a108e9d77502,e859717e-f129-c34c-d275-5561d26b5ffd,LT02,3,2000000.0,2000000.0,A,installment,6,2026-01-26T09:59:00Z,2026-01-30T20:36:00Z
4e08b287-d10a-3542-72ef-81c040a69e93,5c0e4611-d0de-18aa-9e1c-d1409c23bf99,LT03,1,1500000.0,1500000.0,A,lump_sum,5,2026-05-27T09:37:00Z,2026-06-02T20:58:00Z
e61c2705-1fc0-ad32-e3aa-d68d4c74feae,bd60e281-7638-a483-a038-189f89e59077,LT02,3,2000000.0,1200000.0,A,installment,5,2026-06-26T07:32:00Z,2026-07-05T17:32:00Z
3ce0e17b-3927-9a91-4084-b98cba14364a,4e209a84-8648-837e-303c-e87575d02716,LT02,12,50000000.0,0.0,A,installment,3,2025-10-17T08:51:00Z,2025-10-20T15:46:00Z
a1f94818-4b89-6725-b4fa-f4d0a60c1aec,caf44175-0c75-23a8-b6c8-39d1695a1678,LT02,6,50000000.0,50000000.0,B,installment,6,2025-02-06T07:37:00Z,2025-02-09T15:00:00Z
bb45dac0-7863-c703-b7c8-f9b2054e1ff1,8d22930d-14ff-ad95-b269-f2812dffd68f,LT02,12,50000000.0,40000000.0,B,installment,5,2026-06-23T09:41:00Z,2026-06-27T00:11:00Z
90356ce0-349d-9b3b-2161-7140341d2e2f,e859717e-f129-c34c-d275-5561d26b5ffd,LT02,12,10000000.0,10000000.0,A,installment,6,2025-06-13T11:29:00Z,2025-06-15T22:39:00Z
162bf3f0-ea2c-76b2-f8d1-faa34e8b2077,c4e4e575-195e-a4d3-8922-4217be26e7c6,LT01,6,10000000.0,10000000.0,A,installment,6,2025-07-14T09:51:00Z,2025-07-20T19:08:00Z
f46ceaeb-f75d-cb79-5309-7d11bb4d4aee,5fec16b7-02d8-7790-32b2-f9a08eee79ba,LT03,1,2000000.0,2000000.0,D,lump_sum,6,2025-04-08T14:25:00Z,2025-04-13T21:56:00Z
5deb83e8-2445-fa83-f5fc-f4ba6aab3d5b,12926e19-e815-f556-7e50-65d963d4722a,LT03,1,2000000.0,2000000.0,B,lump_sum,6,2025-01-23T09:49:00Z,2025-01-27T03:12:00Z
52db8bd0-5cf2-0c54-0cd0-91deb1132d1f,f6a3fc62-57ba-500e-6247-d13dbda23c67,LT02,3,50000000.0,50000000.0,E,lump_sum,5,2026-06-20T11:36:00Z,2026-06-27T00:21:00Z
15c044a0-40f0-7735-a340-5971873428ce,94159201-c549-470b-6b09-35334667b90e,LT02,6,50000000.0,25000000.0,C,installment,5,2026-06-06T11:46:00Z,2026-06-11T23:45:00Z
e3f69426-89a2-3963-9e27-8bd985a70362,408a6ea4-abb4-a907-95c7-6696feae32d6,LT03,1,500000.0,500000.0,B,lump_sum,5,2025-09-05T14:51:00Z,2025-09-09T07:58:00Z
5060f84e-c868-3f6e-268f-c4bcd5d2c982,8539eac6-3c8b-d51e-95ff-d3f1a6b079d6,LT02,6,50000000.0,50000000.0,C,installment,6,2025-05-28T10:40:00Z,2025-06-03T23:14:00Z
6cd5290f-1f58-02b4-1972-faf48ad9ebd6,f2db32a0-0bb6-6a5c-9802-62bf101aab6e,LT01,3,10000000.0,10000000.0,C,installment,5,2026-06-25T13:12:00Z,2026-06-30T03:18:00Z
486e1e8e-1aa9-63e1-43bb-b504dc2db63d,10d5a32a-60d0-58e3-16ac-6a045506281d,LT03,1,2000000.0,1000000.0,B,lump_sum,6,2025-06-02T13:57:00Z,2025-06-11T02:42:00Z
6c694569-2c4b-12cf-9166-ad2abca02c35,1aead7b7-bd8c-0b42-7cc8-4a74571b7db8,LT03,1,1000000.0,0.0,B,lump_sum,3,2025-06-02T12:51:00Z,2025-06-04T15:27:00Z
15939cb0-0e56-7526-5e43-6096982a7ee3,5c0e4611-d0de-18aa-9e1c-d1409c23bf99,LT02,3,50000000.0,50000000.0,A,lump_sum,4,2026-03-25T08:47:00Z,2026-03-28T19:07:00Z
e2449b7b-2950-3ac0-0088-2458c68d8261,affee563-214e-5d34-7c71-e17594548e63,LT01,1,2500000.0,2500000.0,B,lump_sum,6,2026-06-11T14:29:00Z,2026-06-16T01:10:00Z
5a7262d1-ec6e-e290-0ff2-2faa91d43b5c,71f63cb1-453d-e60d-a541-da6b1cbe4e4a,LT02,12,5000000.0,5000000.0,C,installment,6,2025-04-09T11:53:00Z,2025-04-14T05:09:00Z
bdd3948c-d801-8ce1-0ab0-1e92116497b0,4e209a84-8648-837e-303c-e87575d02716,LT01,6,1000000.0,1000000.0,B,installment,6,2025-01-04T14:21:00Z,2025-01-11T08:32:00Z
b8b0a3e4-47ed-1aee-9768-b739aed818f3,536142e9-c563-e1f2-d5f9-895a9c17452a,LT01,1,5000000.0,5000000.0,B,installment,6,2026-05-13T11:11:00Z,2026-05-21T17:22:00Z
d0f02c89-0b73-3f6f-0b79-dc86313db0fa,3a75d36b-1539-aa8b-5a81-914191e03b7a,LT02,12,25000000.0,22500000.0,D,installment,5,2026-06-03T14:33:00Z,2026-06-11T23:03:00Z
62450032-97e3-1ac4-0e2b-3d88a7a4b803,98a53552-9cd0-376b-92f1-47f5a3ae7dbc,LT03,1,500000.0,500000.0,A,lump_sum,6,2025-11-07T06:29:00Z,2025-11-15T17:26:00Z
1cf23806-b808-4218-78f4-e3a00ced88b4,8d22930d-14ff-ad95-b269-f2812dffd68f,LT02,6,10000000.0,10000000.0,E,installment,6,2025-02-11T08:24:00Z,2025-02-16T19:02:00Z
67615b04-04d5-f1c3-ff68-550b28393933,f0b36c63-0d0f-124a-3fa1-be4f84ebaeb2,LT01,3,2500000.0,1250000.0,B,lump_sum,8,2025-03-06T08:34:00Z,2025-03-11T14:29:00Z
72ec2cbc-2fec-d0c6-b6d8-1f065b7a80ba,e0c30f88-2048-8ef6-9de7-a8de925432f0,LT03,1,500000.0,250000.0,D,lump_sum,7,2025-04-10T10:22:00Z,2025-04-13T20:27:00Z
f624e3e5-c0df-a141-b4a0-41235f4e5e5f,3300725b-f0d8-4053-c930-ba68c8371c06,LT03,1,1500000.0,1500000.0,A,lump_sum,4,2025-07-15T07:37:00Z,2025-07-16T16:03:00Z
d012fe0e-f0af-2133-07aa-62bc8dca667f,258df6d0-c4e9-3633-1d88-1810c15dfbed,LT03,1,1000000.0,1000000.0,A,lump_sum,6,2025-09-04T11:14:00Z,2025-09-11T21:03:00Z
6c78e09f-e94e-1d81-19c5-29f131b442d0,b2c72070-cfe3-f640-fcb5-4a39098c0e27,LT03,1,1500000.0,1500000.0,D,lump_sum,6,2025-12-11T14:10:00Z,2025-12-19T03:26:00Z
d75541ab-e65c-552d-2c53-bf184ba34e68,1313f0f2-8d32-9b52-3616-8b5f9cd73f68,LT01,3,10000000.0,10000000.0,A,installment,6,2025-12-29T08:28:00Z,2026-01-02T15:53:00Z
4a313196-dc42-f603-d7a4-10231ac19294,8539eac6-3c8b-d51e-95ff-d3f1a6b079d6,LT03,1,500000.0,500000.0,C,lump_sum,4,2025-02-08T06:21:00Z,2025-02-12T13:12:00Z
02b59198-e702-51ad-9c2a-ee287e79fd54,c046228e-09d2-7f0d-9556-c532ab761b0f,LT01,1,10000000.0,10000000.0,D,lump_sum,6,2025-08-06T07:52:00Z,2025-08-12T21:50:00Z
fc9f18f9-fa94-e42d-fd2d-a5a1a79687cc,a341033d-8d69-1b43-0a8d-c33b6f4829ee,LT02,6,50000000.0,0.0,C,installment,3,2026-02-10T06:17:00Z,2026-02-12T08:14:00Z
570dffb4-1af1-4376-a125-6926f0d945cb,9fdbc05b-f83d-d842-82b5-af2e761b2aa8,LT03,1,1500000.0,1200000.0,B,lump_sum,6,2025-01-11T06:46:00Z,2025-01-14T22:04:00Z
e472ae13-3bf8-a3dd-1e0e-87709987a709,5b5c06fe-40a3-612f-3948-ec3c5d5e8974,LT03,1,2000000.0,2000000.0,C,lump_sum,5,2026-03-23T12:01:00Z,2026-03-26T04:43:00Z
71013eda-63cf-06a9-b13c-58779dfa3736,d616f354-ab38-3f5c-a4f8-6bd8c457e2c9,LT01,3,5000000.0,5000000.0,A,installment,5,2026-05-11T09:53:00Z,2026-05-17T18:38:00Z
ea7c76d7-46d9-5ff4-2777-ef090b11556e,edc97b5f-c7ec-8e28-c792-0e39e9179ed6,LT03,1,500000.0,500000.0,C,lump_sum,6,2025-04-25T12:35:00Z,2025-05-02T01:19:00Z
008f61cf-4bdd-7d4e-c1e3-8ac9872f09f9,8d22930d-14ff-ad95-b269-f2812dffd68f,LT03,1,2000000.0,2000000.0,C,lump_sum,7,2025-05-22T07:43:00Z,2025-05-28T19:38:00Z
73bd6560-cd8c-c1b1-d829-9f9aba46473b,d49ff5b1-e55c-b5df-1c8f-a59d8bc7ec36,LT02,6,50000000.0,50000000.0,D,installment,4,2025-06-15T12:48:00Z,2025-06-18T20:12:00Z
7d914310-e6d1-772b-d614-cd24792e73ac,431b8e48-96aa-0670-9840-7ec9a6cb72f7,LT02,3,25000000.0,22500000.0,C,installment,5,2026-05-27T08:30:00Z,2026-05-28T23:19:00Z
e01b9438-b090-84ca-46e3-c4d61e6a6f29,ba166c5c-caa5-2d42-ef20-0cfcd93d5237,LT03,1,1000000.0,900000.0,C,lump_sum,6,2025-07-30T07:41:00Z,2025-08-04T19:33:00Z
1c14d590-587a-91e3-3122-fc8fc66fc215,0dc6856e-b7c8-21d3-d32d-6ea67980ebea,LT01,6,5000000.0,5000000.0,D,installment,5,2026-02-19T13:28:00Z,2026-02-25T22:45:00Z
483a7860-3301-a2a3-c2cc-3de48eaeadef,b5913249-9019-975d-789d-077ef46462e2,LT02,12,5000000.0,4500000.0,D,installment,8,2026-02-11T08:44:00Z,2026-02-17T12:29:00Z
8ad2caa2-c13a-f897-79e9-140bf7b024cc,5af7531a-ff16-2948-aa1f-88291e7eb6a4,LT03,1,500000.0,500000.0,C,lump_sum,6,2026-06-06T13:42:00Z,2026-06-09T23:59:00Z
57ebbeb9-97ad-6fe4-36e4-7cb24fc009fc,ba166c5c-caa5-2d42-ef20-0cfcd93d5237,LT03,1,1000000.0,1000000.0,A,lump_sum,5,2025-12-22T12:47:00Z,2025-12-28T20:15:00Z
c0e16ef7-30b3-aa82-433d-97842249e37e,b7aa817b-4562-a2c5-07c5-7fe30f1853e9,LT02,6,5000000.0,5000000.0,B,lump_sum,6,2025-03-12T09:03:00Z,2025-03-20T22:02:00Z
b87fef91-565b-8459-55c4-715fe9b0ace8,258df6d0-c4e9-3633-1d88-1810c15dfbed,LT01,3,2500000.0,2500000.0,C,installment,6,2025-01-04T13:57:00Z,2025-01-13T01:09:00Z
c2d8dd0c-ad76-9118-f4c0-b1e95e7f5d81,40775ca4-0a08-d217-2617-a0c24694e10d,LT03,1,1500000.0,1500000.0,C,lump_sum,6,2025-08-27T06:25:00Z,2025-09-03T16:47:00Z
10cab1bd-b909-195b-3608-963cbabfd4f2,3b8edaa7-2823-ea74-cd30-398bc4c96cb1,LT02,6,2000000.0,2000000.0,A,lump_sum,6,2025-02-14T11:50:00Z,2025-02-19T22:51:00Z
af83f6d7-8350-a838-6aa4-f8b1ff39ff3e,16b8e48d-401b-ccf1-053a-0559d02deec9,LT03,1,2000000.0,1600000.0,C,lump_sum,6,2025-06-12T11:46:00Z,2025-06-17T00:23:00Z
59cbe9bf-fdf0-fc23-f2d1-64b6c8f0eb66,fba26db6-57e3-6ecf-c45c-a20044e2721f,LT03,1,500000.0,500000.0,C,lump_sum,5,2026-07-19T08:31:00Z,2026-07-22T21:46:00Z
8fc0c744-497d-1862-c5f2-b6248f024324,9da9adb8-1245-9949-a05f-2f46b9e2b02b,LT01,3,2500000.0,1500000.0,B,installment,6,2026-02-03T09:26:00Z,2026-02-04T19:14:00Z
f06a6acf-8984-3c8b-7232-befaaaa1ed44,f850f83b-84d9-4a0b-ddc2-b251f76f0463,LT03,1,1500000.0,0.0,A,lump_sum,3,2026-06-09T14:21:00Z,2026-06-12T18:12:00Z
f5f725ac-7e0b-b353-bc6d-b7d99842df1a,536142e9-c563-e1f2-d5f9-895a9c17452a,LT02,12,25000000.0,25000000.0,B,installment,5,2026-05-19T09:24:00Z,2026-05-23T00:48:00Z
0d4e8582-f2db-f0af-11ad-e63ba73f3896,55621e44-4ac3-8464-2338-faeeaf6945e7,LT02,6,50000000.0,50000000.0,E,installment,5,2026-02-20T11:11:00Z,2026-02-24T22:00:00Z
ba68b77e-c875-f221-70d8-38363000e0cd,11ee75e5-ee67-d958-1e84-0070ac1f0acd,LT03,1,1000000.0,600000.0,B,lump_sum,6,2025-10-21T14:10:00Z,2025-10-28T23:35:00Z
d4bb03b4-0e1a-1511-5f52-6c5747175280,20a18b56-9941-203f-322f-2dbc7581321a,LT02,12,25000000.0,25000000.0,E,installment,5,2026-04-07T06:21:00Z,2026-04-14T14:12:00Z
6faff161-5a6f-a17a-a85c-0f794d5aa71f,bea07f0a-a721-f4c5-85d0-ac30867247e8,LT03,1,1500000.0,1350000.0,A,lump_sum,6,2025-07-25T08:31:00Z,2025-08-01T20:33:00Z
b8f694c4-f22d-ba65-43fb-cb5683c575c6,caf44175-0c75-23a8-b6c8-39d1695a1678,LT03,1,2000000.0,2000000.0,A,lump_sum,6,2026-05-26T06:50:00Z,2026-05-30T20:33:00Z
5002ac32-6592-920e-2970-03960ec891a7,5b5c06fe-40a3-612f-3948-ec3c5d5e8974,LT03,1,2000000.0,2000000.0,B,lump_sum,6,2025-09-16T14:24:00Z,2025-09-19T23:48:00Z
865d7f80-111b-9f29-44bf-6d472b1bd599,9de3a777-b549-b0f8-2d92-5cc4d2660314,LT01,3,1000000.0,900000.0,A,installment,5,2026-07-04T13:02:00Z,2026-07-04T18:05:00Z
44053142-b6f3-f13d-e113-b381bec4ce78,f6a3fc62-57ba-500e-6247-d13dbda23c67,LT01,3,2500000.0,2500000.0,B,installment,5,2026-06-24T11:47:00Z,2026-07-02T19:01:00Z
3f07c2d2-4e36-3f49-20b6-9e5f7fde626a,98a53552-9cd0-376b-92f1-47f5a3ae7dbc,LT02,3,25000000.0,15000000.0,A,installment,4,2026-05-30T07:42:00Z,2026-06-02T19:29:00Z
43a4c294-b2d7-d53e-0286-6942a488c8a7,ecd1f4a6-b95c-b882-e688-4d62e9d847e3,LT02,3,50000000.0,37500000.0,C,installment,6,2025-09-12T06:38:00Z,2025-09-16T22:14:00Z
6a1903d1-ae0b-7845-8130-a1141d2ffb12,4e209a84-8648-837e-303c-e87575d02716,LT03,1,500000.0,375000.0,B,lump_sum,5,2025-11-14T13:29:00Z,2025-11-20T22:42:00Z
08a9eded-f40a-b8f3-a778-0599831d3967,aa491bcf-31f9-3e32-fc53-c77c9e66b2ab,LT03,1,2000000.0,2000000.0,B,lump_sum,6,2025-01-26T09:34:00Z,2025-01-29T01:49:00Z
903196f9-d162-dfda-5f69-45aa4a44b135,431b8e48-96aa-0670-9840-7ec9a6cb72f7,LT01,3,2500000.0,2500000.0,B,installment,6,2025-08-03T06:54:00Z,2025-08-06T17:40:00Z
f03c8517-8cdb-86c9-c64a-ce2f82b64f18,55621e44-4ac3-8464-2338-faeeaf6945e7,LT03,1,1000000.0,500000.0,A,lump_sum,5,2025-06-07T06:50:00Z,2025-06-11T20:34:00Z
0a1fcdfe-44ef-63f6-1788-743f50f315b1,20a18b56-9941-203f-322f-2dbc7581321a,LT02,6,5000000.0,5000000.0,D,lump_sum,6,2025-01-10T07:14:00Z,2025-01-13T13:51:00Z
fe134000-70b3-a1ee-2533-956e601de51f,3a75d36b-1539-aa8b-5a81-914191e03b7a,LT03,1,500000.0,250000.0,D,lump_sum,7,2025-03-13T14:12:00Z,2025-03-21T03:03:00Z
d77b369f-1d49-eb0d-f465-4da3e64b938d,55621e44-4ac3-8464-2338-faeeaf6945e7,LT02,12,25000000.0,12500000.0,B,installment,5,2026-01-03T06:58:00Z,2026-01-11T16:07:00Z
e3a971f4-c193-e7e5-2b5e-5e1f10b5d5a7,d616f354-ab38-3f5c-a4f8-6bd8c457e2c9,LT01,6,10000000.0,10000000.0,B,installment,6,2025-08-02T11:08:00Z,2025-08-06T01:15:00Z
be42816d-83d4-0209-a95a-020407426f61,3300725b-f0d8-4053-c930-ba68c8371c06,LT01,3,1000000.0,600000.0,B,installment,5,2026-05-27T10:01:00Z,2026-06-02T21:59:00Z
96e72c31-2748-8e2b-564a-d7f5cb830076,251c943c-bb00-2e9a-e211-d9a3cf5181ab,LT01,1,1000000.0,800000.0,B,lump_sum,7,2025-08-21T14:22:00Z,2025-08-28T22:09:00Z
30cfa2ea-978e-04d8-aa34-977ea9bcb2ff,d6efe797-ffed-99e7-c270-c7ca421d9118,LT03,1,1500000.0,1350000.0,A,lump_sum,6,2025-05-02T14:01:00Z,2025-05-10T04:26:00Z
26db1e17-88d8-fc16-70dd-6573eaed8447,73e46a7f-fe78-ea20-e41b-66d413c6bbdc,LT01,6,10000000.0,10000000.0,C,installment,6,2025-04-16T13:40:00Z,2025-04-22T22:17:00Z
04c7349e-09d1-3ab4-8169-2fee3b8364aa,1d9fcc07-1334-b351-adb2-88a488c9d63e,LT03,1,1000000.0,1000000.0,D,lump_sum,6,2026-04-24T13:05:00Z,2026-05-03T06:23:00Z
fd4b2128-41e3-ce19-bb8a-b54b904612ae,ceeaad2a-ed1b-40d7-4511-7041bedb8893,LT03,1,1000000.0,900000.0,C,lump_sum,6,2025-07-30T14:23:00Z,2025-08-04T05:59:00Z
d173e7fb-7cd9-8c9c-7499-0d3d6b9e1ffb,3bb71768-62df-fe65-69da-b879f1e49872,LT02,12,50000000.0,50000000.0,D,installment,5,2025-09-15T09:34:00Z,2025-09-20T23:05:00Z
c1f0c10e-4c54-cd7d-370a-745e2dc18311,b5913249-9019-975d-789d-077ef46462e2,LT01,6,5000000.0,3000000.0,A,installment,6,2025-12-30T11:33:00Z,2026-01-04T00:00:00Z
98e26bce-1e57-6990-3205-6dc513d0a9fc,92f713b0-1ab6-33ee-808f-ca94981cdb05,LT03,1,2000000.0,2000000.0,D,lump_sum,8,2025-01-30T09:57:00Z,2025-02-01T19:58:00Z
bbeff4d7-867d-41fa-8c1f-5b03d853d1ee,8539eac6-3c8b-d51e-95ff-d3f1a6b079d6,LT03,1,1000000.0,600000.0,B,lump_sum,7,2025-09-03T13:04:00Z,2025-09-06T05:41:00Z
