id,loan_id,movement_id,created_at,updated_at
44bfcb7e-5eee-6434-fd88-c63de0ac9168,a642312e-fb3e-6afc-0a56-a3098e6de950,2,2025-10-11T11:05:00Z,2025-10-11T11:05:00Z
f5ad4cef-84a7-6e58-672c-b4d24cee83a2,a642312e-fb3e-6afc-0a56-a3098e6de950,4,2025-10-11T12:10:00Z,2025-10-11T12:10:00Z
ec0a38cf-fde1-2fb8-e436-74207128802e,a642312e-fb3e-6afc-0a56-a3098e6de950,5,2025-10-13T14:25:00Z,2025-10-13T14:25:00Z
4e6db3b3-8b8a-6f4a-7034-279a90e0abb7,a642312e-fb3e-6afc-0a56-a3098e6de950,6,2026-04-13T05:32:50Z,2026-04-13T08:32:19Z
99957215-48f5-ff12-97d0-197da1e2160c,a4bc0f3a-633a-f6f1-27e7-8ecd4f244ba1,1,2026-07-15T14:59:00Z,2026-07-15T14:59:00Z
436f4f76-d5e4-9a52-1e0e-07190fff9325,a4bc0f3a-633a-f6f1-27e7-8ecd4f244ba1,2,2026-07-18T21:26:00Z,2026-07-18T21:26:00Z
1af4c015-508f-64db-ee2d-b2056172ae89,a4bc0f3a-633a-f6f1-27e7-8ecd4f244ba1,4,2026-07-18T23:07:00Z,2026-07-18T23:07:00Z
4c6b0052-cbee-b52c-0349-4e251dd4d72e,a4bc0f3a-633a-f6f1-27e7-8ecd4f244ba1,5,2026-07-23T00:12:00Z,2026-07-23T00:12:00Z
a33dc410-ee1e-3373-b064-fb7d1afc239a,ad6112f2-c057-3b39-4131-ce1cd2c560e4,1,2026-05-03T14:56:00Z,2026-05-03T14:56:00Z
1c461f51-4760-6a55-dcf4-381dac2fe86b,ad6112f2-c057-3b39-4131-ce1cd2c560e4,2,2026-05-04T19:36:00Z,2026-05-04T19:36:00Z
786b1c05-098d-ea2e-d597-18d88384971a,ad6112f2-c057-3b39-4131-ce1cd2c560e4,4,2026-05-06T01:30:00Z,2026-05-06T01:30:00Z
735fa978-ebba-91af-46de-134734235612,ad6112f2-c057-3b39-4131-ce1cd2c560e4,5,2026-05-08T07:41:00Z,2026-05-08T07:41:00Z
96f5696a-9b52-4088-b57a-19a494bf9962,53678be0-2a49-b959-cd78-42b39cffa3f4,1,2026-03-03T06:09:00Z,2026-03-03T06:09:00Z
985fd6f3-a14b-0697-3952-85f423be13a5,53678be0-2a49-b959-cd78-42b39cffa3f4,2,2026-03-06T12:37:00Z,2026-03-06T12:37:00Z
70a8c792-c43c-827b-095f-cf7fb9a49f65,53678be0-2a49-b959-cd78-42b39cffa3f4,4,2026-03-06T15:26:00Z,2026-03-06T15:26:00Z
b147ade2-6011-928c-db8f-a17a212304fa,53678be0-2a49-b959-cd78-42b39cffa3f4,5,2026-03-06T22:07:00Z,2026-03-06T22:07:00Z
16f09cfa-c590-1158-8fb7-5c4cf5f1107d,53678be0-2a49-b959-cd78-42b39cffa3f4,6,2026-04-06T05:19:40Z,2026-04-06T22:41:23Z
b7cd64c9-df50-f231-2bcb-90f510aa4c67,6649f33d-a840-ffe4-f1a4-a7b318c568c8,1,2025-06-19T12:06:00Z,2025-06-19T12:06:00Z
d320b805-d73a-b5b3-bbbb-a5798a44a8c3,6649f33d-a840-ffe4-f1a4-a7b318c568c8,2,2025-06-19T13:22:00Z,2025-06-19T13:22:00Z
6b7ac930-710a-417a-9324-f3b9a546c96c,6649f33d-a840-ffe4-f1a4-a7b318c568c8,4,2025-06-21T15:37:00Z,2025-06-21T15:37:00Z
bc6cc0d9-4d92-2eef-bc06-157c5e7bf459,6649f33d-a840-ffe4-f1a4-a7b318c568c8,5,2025-06-25T22:00:00Z,2025-06-25T22:00:00Z
e2688946-6609-0da8-9784-aa6daee4339a,6649f33d-a840-ffe4-f1a4-a7b318c568c8,6,2025-09-25T21:22:55Z,2025-09-25T15:10:35Z
a5a9fa08-8f37-cd62-f9dc-375847842f27,76412469-5e2f-3eac-c660-7a01782b3f48,1,2026-02-03T11:21:00Z,2026-02-03T11:21:00Z
2c0c5afa-d9fe-6aa9-5ac5-fc3828a86416,76412469-5e2f-3eac-c660-7a01782b3f48,2,2026-02-04T16:42:00Z,2026-02-04T16:42:00Z
30bb7010-594b-b22c-bb7b-cf360ebeb59c,76412469-5e2f-3eac-c660-7a01782b3f48,4,2026-02-06T18:45:00Z,2026-02-06T18:45:00Z
1d931bea-5e08-ed01-fe36-aa97cc3aaa2c,76412469-5e2f-3eac-c660-7a01782b3f48,5,2026-02-07T23:19:00Z,2026-02-07T23:19:00Z
8bb2d029-7dbc-08f8-18e3-538653374f62,76412469-5e2f-3eac-c660-7a01782b3f48,6,2026-03-07T07:14:43Z,2026-03-07T21:11:22Z
f5703c30-b2b1-cf09-2998-544bfced85a1,6bd26fbc-98ce-311f-9db6-6e73f6a154b8,1,2026-04-01T07:21:00Z,2026-04-01T07:21:00Z
270fc754-570e-0a3f-307e-9526001d4d24,6bd26fbc-98ce-311f-9db6-6e73f6a154b8,2,2026-04-01T12:09:00Z,2026-04-01T12:09:00Z
b29a7fca-9cb1-f0aa-5ce4-79e49c9ffe15,6bd26fbc-98ce-311f-9db6-6e73f6a154b8,4,2026-04-01T13:27:00Z,2026-04-01T13:27:00Z
49e1ccfb-9b6c-f9b2-3503-84626efc05ce,6bd26fbc-98ce-311f-9db6-6e73f6a154b8,5,2026-04-01T18:04:00Z,2026-04-01T18:04:00Z
6aea7769-7cb6-a269-5ca3-9c277ba8c10f,a7599586-9102-a95b-5886-5b7f9001f4bc,1,2026-02-02T07:06:00Z,2026-02-02T07:06:00Z
f1d917d3-b919-ccd5-bc0d-660d70cbdce7,a7599586-9102-a95b-5886-5b7f9001f4bc,2,2026-02-05T08:29:00Z,2026-02-05T08:29:00Z
f8c62d7d-d419-50e6-a6ea-0a8e8024da52,a7599586-9102-a95b-5886-5b7f9001f4bc,4,2026-02-05T11:44:00Z,2026-02-05T11:44:00Z
aac7319c-45a2-54c5-9a94-9ae7be92069c,a7599586-9102-a95b-5886-5b7f9001f4bc,5,2026-02-05T16:31:00Z,2026-02-05T16:31:00Z
63c5fd3a-fc20-e796-ae6b-33aec778b944,69722982-2d58-d92b-a669-c0df0de26a2b,1,2025-10-18T14:49:00Z,2025-10-18T14:49:00Z
b9fb1d18-9cc4-6468-ebf3-f9bfe63e1027,69722982-2d58-d92b-a669-c0df0de26a2b,2,2025-10-21T20:01:00Z,2025-10-21T20:01:00Z
d5fa1d57-e26a-fef2-f89b-b27acab3ea84,69722982-2d58-d92b-a669-c0df0de26a2b,4,2025-10-24T02:56:00Z,2025-10-24T02:56:00Z
7286d0c0-0ed3-1665-af6a-39337d185391,69722982-2d58-d92b-a669-c0df0de26a2b,5,2025-10-24T04:13:00Z,2025-10-24T04:13:00Z
559184f0-a87b-edf8-9e48-29edadd51c19,69722982-2d58-d92b-a669-c0df0de26a2b,6,2025-11-24T07:05:19Z,2025-11-24T02:13:06Z
0d43c599-45bd-0af8-8121-a7cb500be9ee,70a205cb-8491-1829-e777-8bb81df59929,1,2025-12-22T13:20:00Z,2025-12-22T13:20:00Z
b4e98a71-dd58-f10b-4f5d-6db6dd58f6c3,70a205cb-8491-1829-e777-8bb81df59929,2,2025-12-25T19:57:00Z,2025-12-25T19:57:00Z
3add364d-9460-63c1-911c-57be0336d400,70a205cb-8491-1829-e777-8bb81df59929,4,2025-12-28T00:25:00Z,2025-12-28T00:25:00Z
503a806e-7b76-a148-edea-338ba631e669,70a205cb-8491-1829-e777-8bb81df59929,5,2026-01-01T07:00:00Z,2026-01-01T07:00:00Z
8c814045-ea73-e1fa-be18-cd45b4ec3aa1,70a205cb-8491-1829-e777-8bb81df59929,6,2026-04-01T09:07:57Z,2026-04-01T10:11:03Z
65fa5ba4-a5f6-2289-f87a-03bfb0267c2b,481f62df-27f5-1bff-d04f-bdbffb2e4d32,1,2026-06-02T07:22:00Z,2026-06-02T07:22:00Z
d79dc468-7753-25eb-1c29-daca2e3a0a68,481f62df-27f5-1bff-d04f-bdbffb2e4d32,2,2026-06-03T11:38:00Z,2026-06-03T11:38:00Z
cfb3b3ee-bd4a-6eb7-1640-db10bae1430d,481f62df-27f5-1bff-d04f-bdbffb2e4d32,4,2026-06-04T15:59:00Z,2026-06-04T15:59:00Z
41a80a92-7286-9cf8-f91d-1b208beadb92,481f62df-27f5-1bff-d04f-bdbffb2e4d32,5,2026-06-04T21:36:00Z,2026-06-04T21:36:00Z
aacf3a52-5f37-afb6-571a-0c188e3c1fbf,641ac3b1-25bd-e37d-2415-0dac9bb160eb,1,2025-04-25T07:26:00Z,2025-04-25T07:26:00Z
f33575a3-a822-dba2-1c16-61e24839035f,641ac3b1-25bd-e37d-2415-0dac9bb160eb,2,2025-04-27T12:19:00Z,2025-04-27T12:19:00Z
96495123-23a9-3270-95e0-4a835d032ee4,641ac3b1-25bd-e37d-2415-0dac9bb160eb,4,2025-04-29T15:20:00Z,2025-04-29T15:20:00Z
1d23054d-d3f1-c755-59b7-a6e2360d00d4,641ac3b1-25bd-e37d-2415-0dac9bb160eb,5,2025-05-01T18:40:00Z,2025-05-01T18:40:00Z
36dfcbb5-0d3b-48ae-c681-c23fde92d45f,641ac3b1-25bd-e37d-2415-0dac9bb160eb,6,2025-06-01T10:36:49Z,2025-06-01T07:40:03Z
80b9d76d-3729-2413-cbff-2864ae34bbcc,aaed3cd3-5529-ffab-ddca-c225e492d3bc,1,2026-01-30T07:40:00Z,2026-01-30T07:40:00Z
302859c8-176c-ea9f-daa2-997a9c31b8fe,aaed3cd3-5529-ffab-ddca-c225e492d3bc,2,2026-01-31T14:33:00Z,2026-01-31T14:33:00Z
0dae4064-6c79-1aa4-f705-adce40450a1c,aaed3cd3-5529-ffab-ddca-c225e492d3bc,4,2026-01-31T16:38:00Z,2026-01-31T16:38:00Z
1552439a-9883-5b11-b0ae-87d53dfee070,aaed3cd3-5529-ffab-ddca-c225e492d3bc,5,2026-01-31T21:12:00Z,2026-01-31T21:12:00Z
ffc5b40a-cb3f-f23c-7177-f1d0cddb3fc8,aaed3cd3-5529-ffab-ddca-c225e492d3bc,7,2026-06-06T18:54:26Z,2026-06-06T19:36:00Z
c1e0289d-fc42-1737-2ac4-053e2065ed01,4474cd8c-ed53-8ff4-8ecc-87d071145d85,1,2026-04-29T11:12:00Z,2026-04-29T11:12:00Z
ddbe70d0-a838-88bd-edf6-1f76c29f5dde,4474cd8c-ed53-8ff4-8ecc-87d071145d85,2,2026-04-30T14:33:00Z,2026-04-30T14:33:00Z
51ec7873-69e6-3a65-c03a-c3675a8b104e,4474cd8c-ed53-8ff4-8ecc-87d071145d85,4,2026-05-01T19:03:00Z,2026-05-01T19:03:00Z
07a79878-4c75-4a30-ae99-de6d4677327f,4474cd8c-ed53-8ff4-8ecc-87d071145d85,5,2026-05-01T23:34:00Z,2026-05-01T23:34:00Z
4035a5b9-7828-42c5-a1e7-9e4c60a1f8ae,4474cd8c-ed53-8ff4-8ecc-87d071145d85,6,2026-06-01T21:25:41Z,2026-06-01T12:47:49Z
712043e9-7427-26e1-2f46-4170ab3ae5af,78b1a079-de50-4ec1-af76-6ab08e88b624,1,2025-04-22T06:07:00Z,2025-04-22T06:07:00Z
edc8459f-c1ac-2a7e-c8b9-aae8710b3c57,78b1a079-de50-4ec1-af76-6ab08e88b624,2,2025-04-24T09:58:00Z,2025-04-24T09:58:00Z
76aa29d0-2195-9f7e-7cf2-fc2981c15fde,78b1a079-de50-4ec1-af76-6ab08e88b624,4,2025-04-26T16:25:00Z,2025-04-26T16:25:00Z
3583cae8-f26a-985c-6f96-f3e7edf87917,78b1a079-de50-4ec1-af76-6ab08e88b624,5,2025-04-29T18:52:00Z,2025-04-29T18:52:00Z
50f07913-6fdf-0810-8387-ef9a55c716d8,78b1a079-de50-4ec1-af76-6ab08e88b624,7,2025-11-06T15:52:02Z,2025-11-06T15:46:16Z
a7c9a8dd-483e-c57f-c092-41b3b43fd063,fa3693bd-4de4-ba71-81df-9a01133837d6,1,2025-12-26T07:53:00Z,2025-12-26T07:53:00Z
21822476-1c9d-02ed-1891-f5c4e8e3929c,fa3693bd-4de4-ba71-81df-9a01133837d6,2,2025-12-29T09:00:00Z,2025-12-29T09:00:00Z
0bf8571f-cfd8-6336-9c8f-6ff2d59b79e8,fa3693bd-4de4-ba71-81df-9a01133837d6,4,2025-12-30T14:36:00Z,2025-12-30T14:36:00Z
3747455b-2996-bcce-6723-3c2d260c81fb,fa3693bd-4de4-ba71-81df-9a01133837d6,5,2025-12-30T17:49:00Z,2025-12-30T17:49:00Z
31c43356-a8de-f220-8dd9-3c8f6dc9a5e7,fa3693bd-4de4-ba71-81df-9a01133837d6,6,2026-01-30T09:59:26Z,2026-01-30T11:26:56Z
cde6c983-3958-67f3-510e-37dfeeaa52d8,f9f19228-8761-7535-035c-225452b67d01,1,2026-07-13T11:07:00Z,2026-07-13T11:07:00Z
f6d2eebd-a1d5-93d2-3421-c88d93adf67e,f9f19228-8761-7535-035c-225452b67d01,2,2026-07-14T14:13:00Z,2026-07-14T14:13:00Z
3c634322-ee76-d191-012a-3446eb54b81b,f9f19228-8761-7535-035c-225452b67d01,4,2026-07-15T17:06:00Z,2026-07-15T17:06:00Z
7b45881b-5c46-81f0-b352-4ba48a8deb8c,f9f19228-8761-7535-035c-225452b67d01,5,2026-07-16T20:07:00Z,2026-07-16T20:07:00Z
9e84fc9d-cef5-653f-7b59-a37af72950c3,bc49ae79-81fc-4a7f-30db-a7ea5a16bcc6,1,2026-05-29T14:25:00Z,2026-05-29T14:25:00Z
a49a5ce2-4b59-591a-1d73-e6ce5756e984,bc49ae79-81fc-4a7f-30db-a7ea5a16bcc6,2,2026-05-31T19:57:00Z,2026-05-31T19:57:00Z
57778315-a18e-f7b0-0989-3c75b68ea7f4,bc49ae79-81fc-4a7f-30db-a7ea5a16bcc6,4,2026-06-03T01:40:00Z,2026-06-03T01:40:00Z
d92ebc29-61a8-64cd-fa5b-e1f6dc393ea1,bc49ae79-81fc-4a7f-30db-a7ea5a16bcc6,5,2026-06-04T03:08:00Z,2026-06-04T03:08:00Z
0038094b-bb29-d67a-7d0a-0af30999de22,bc49ae79-81fc-4a7f-30db-a7ea5a16bcc6,6,2026-07-04T07:54:01Z,2026-07-04T22:27:12Z
d31b9b47-d845-d89d-1db7-885fa4b2159f,6449f829-a6e3-bf57-bf9a-e2e0d7d47d67,1,2026-06-26T09:13:00Z,2026-06-26T09:13:00Z
48f69743-b7bd-d951-0685-b56f0238200c,6449f829-a6e3-bf57-bf9a-e2e0d7d47d67,3,2026-06-27T14:08:00Z,2026-06-27T14:08:00Z
69ce53ee-d180-8f4f-f9b1-13e1dea16557,fa934dcb-d1e9-f8c7-af9a-30e718b59d5e,1,2025-10-23T07:52:00Z,2025-10-23T07:52:00Z
e5e16912-a96b-794b-46c4-332b26526975,fa934dcb-d1e9-f8c7-af9a-30e718b59d5e,2,2025-10-25T12:26:00Z,2025-10-25T12:26:00Z
45c25c56-b32d-9e6b-ce8f-c25bfb7fdca2,fa934dcb-d1e9-f8c7-af9a-30e718b59d5e,8,2025-10-28T16:13:00Z,2025-10-28T16:13:00Z
a1a791b9-9317-6850-aa3b-7866dd8e2816,d322e7a2-4d51-6faf-fec2-c93dbb8b706a,1,2026-05-04T06:31:00Z,2026-05-04T06:31:00Z
dce4652c-1d6a-a90c-acb3-a584d9e88cc8,d322e7a2-4d51-6faf-fec2-c93dbb8b706a,3,2026-05-05T09:09:00Z,2026-05-05T09:09:00Z
46f955c8-83d7-76f1-7c36-6928dcda84ab,44e9de81-fd4f-b29b-d525-ecbe2490be31,1,2025-03-29T07:27:00Z,2025-03-29T07:27:00Z
20316fc6-a09d-f356-f673-4f47173c3bdb,44e9de81-fd4f-b29b-d525-ecbe2490be31,2,2025-03-31T12:16:00Z,2025-03-31T12:16:00Z
4c3dee0e-1838-ed62-aefe-be2d2d840a80,44e9de81-fd4f-b29b-d525-ecbe2490be31,4,2025-04-01T15:00:00Z,2025-04-01T15:00:00Z
4dbaa361-1031-45cf-0d16-1458d317de52,44e9de81-fd4f-b29b-d525-ecbe2490be31,5,2025-04-01T18:32:00Z,2025-04-01T18:32:00Z
b50ae6f6-e562-1e5f-53fb-1829a0ca3523,44e9de81-fd4f-b29b-d525-ecbe2490be31,6,2025-05-01T22:45:55Z,2025-05-01T13:20:40Z
70d989dc-f021-0448-041e-ac0931023a73,3e858ab8-34ba-9827-f03f-a41d4316f58c,1,2025-04-05T07:57:00Z,2025-04-05T07:57:00Z
e8c63865-6dc0-b5d5-9561-4eb4ca54a3b2,3e858ab8-34ba-9827-f03f-a41d4316f58c,3,2025-04-07T09:04:00Z,2025-04-07T09:04:00Z
440d7ad1-fce3-7c2c-6402-8a6b08cb1d60,5b0d3af0-9cd4-0dff-f501-cb35f7fb2bf6,1,2026-04-04T11:32:00Z,2026-04-04T11:32:00Z
6923ecee-2b4f-c405-026f-e2d27f213dbd,5b0d3af0-9cd4-0dff-f501-cb35f7fb2bf6,2,2026-04-05T15:39:00Z,2026-04-05T15:39:00Z
ece04b40-ed33-a2ab-de5c-768baa766ee9,5b0d3af0-9cd4-0dff-f501-cb35f7fb2bf6,4,2026-04-07T21:48:00Z,2026-04-07T21:48:00Z
977c2656-8002-3dc9-07b9-13f12ba96825,5b0d3af0-9cd4-0dff-f501-cb35f7fb2bf6,5,2026-04-09T23:38:00Z,2026-04-09T23:38:00Z
661fcc10-4ce6-0195-fefa-ccba157b2012,5b0d3af0-9cd4-0dff-f501-cb35f7fb2bf6,6,2026-05-09T04:39:02Z,2026-05-09T18:23:43Z
5ad6ea19-74d2-2e32-04f7-cc918809683b,f4c5c2d4-f836-315a-299c-4d5efea4284c,1,2025-04-24T12:08:00Z,2025-04-24T12:08:00Z
5119b19a-120e-4e1d-26bb-a2a66fd2e5fe,f4c5c2d4-f836-315a-299c-4d5efea4284c,2,2025-04-26T16:15:00Z,2025-04-26T16:15:00Z
9c8f4e7c-5cb9-54ec-72b6-d661f10c3d88,f4c5c2d4-f836-315a-299c-4d5efea4284c,4,2025-04-28T23:04:00Z,2025-04-28T23:04:00Z
2f8162b3-e892-739f-498c-b10547978861,f4c5c2d4-f836-315a-299c-4d5efea4284c,5,2025-04-29T01:38:00Z,2025-04-29T01:38:00Z
323adc74-d0a8-5919-e6f5-fd4344d604d6,f4c5c2d4-f836-315a-299c-4d5efea4284c,6,2025-07-29T16:27:00Z,2025-07-29T20:46:57Z
4c52431b-e3a8-3aa3-b86b-cc28f49486fe,79bd5203-5c08-e337-e3e0-97a4efc3b529,1,2025-08-13T11:55:00Z,2025-08-13T11:55:00Z
a38d5e54-8865-1e78-df00-790293f51a1e,79bd5203-5c08-e337-e3e0-97a4efc3b529,3,2025-08-15T14:46:00Z,2025-08-15T14:46:00Z
6285af8f-fda1-8f0f-722a-184bb7562e9f,d7229387-f21a-4b0b-c8be-af38b93fd3f4,1,2025-01-07T11:05:00Z,2025-01-07T11:05:00Z
a46542f8-7e63-4389-f217-72bd93e04903,d7229387-f21a-4b0b-c8be-af38b93fd3f4,2,2025-01-07T17:51:00Z,2025-01-07T17:51:00Z
178c3a45-f918-4890-1e0f-7f200b45e36e,d7229387-f21a-4b0b-c8be-af38b93fd3f4,4,2025-01-09T19:15:00Z,2025-01-09T19:15:00Z
154fdffb-727c-e167-7581-5a47b1052cd7,d7229387-f21a-4b0b-c8be-af38b93fd3f4,5,2025-01-09T23:30:00Z,2025-01-09T23:30:00Z
fc3f9f5d-80a3-77b2-4885-fef8d59bc1bf,d7229387-f21a-4b0b-c8be-af38b93fd3f4,7,2026-05-02T01:05:45Z,2026-05-02T07:34:06Z
1a75c828-4f9f-bedf-1aba-36076eb13f91,f2378f67-e149-6332-342e-c03242ae54b0,1,2025-03-03T06:09:00Z,2025-03-03T06:09:00Z
f55c7417-e184-4b82-0fe0-c7afbf917ad3,f2378f67-e149-6332-342e-c03242ae54b0,2,2025-03-06T11:55:00Z,2025-03-06T11:55:00Z
5ffa9b8f-5026-3631-9d23-7d15aacce9e7,f2378f67-e149-6332-342e-c03242ae54b0,4,2025-03-07T14:08:00Z,2025-03-07T14:08:00Z
e7107b94-c96f-f264-1d56-da010e3e37b9,f2378f67-e149-6332-342e-c03242ae54b0,5,2025-03-11T16:09:00Z,2025-03-11T16:09:00Z
1d5c621b-8b1b-f06e-8b66-2b4cf13ac0ba,f2378f67-e149-6332-342e-c03242ae54b0,6,2025-06-11T07:33:05Z,2025-06-11T13:19:56Z
20ff3e3f-bfd0-1414-efd1-4c7fa8caf3cf,2c8b0b13-9a6e-8ee9-ad00-43c32d817ff7,1,2025-09-04T13:52:00Z,2025-09-04T13:52:00Z
269ec12a-236b-0fc8-7402-37374e8afb8f,2c8b0b13-9a6e-8ee9-ad00-43c32d817ff7,2,2025-09-07T15:07:00Z,2025-09-07T15:07:00Z
17ec1906-1cbb-00cd-933d-3f27f8ba1372,2c8b0b13-9a6e-8ee9-ad00-43c32d817ff7,4,2025-09-08T17:52:00Z,2025-09-08T17:52:00Z
31b248b7-cc59-1106-00d6-3f34c18d41bc,2c8b0b13-9a6e-8ee9-ad00-43c32d817ff7,5,2025-09-10T20:07:00Z,2025-09-10T20:07:00Z
75d22fe2-660e-d39d-ca4b-83f2628fb1a6,2c8b0b13-9a6e-8ee9-ad00-43c32d817ff7,6,2025-10-10T01:25:52Z,2025-10-10T15:38:31Z
6fca3b40-4796-0f7f-42a4-98b1d3d27f85,29a27873-f97b-5854-a8b0-960eb6c91cbf,1,2026-06-10T13:16:00Z,2026-06-10T13:16:00Z
b0c265d1-5992-beab-b32c-5852da8c1304,29a27873-f97b-5854-a8b0-960eb6c91cbf,2,2026-06-10T20:02:00Z,2026-06-10T20:02:00Z
96a1ef88-ba84-ef42-b3b7-7484fcc4bb6f,29a27873-f97b-5854-a8b0-960eb6c91cbf,4,2026-06-12T22:59:00Z,2026-06-12T22:59:00Z
cebedaef-7ef3-d625-2e51-8fc4195c6109,29a27873-f97b-5854-a8b0-960eb6c91cbf,5,2026-06-16T03:37:00Z,2026-06-16T03:37:00Z
faefbfd7-b86a-4fc4-bfb2-9890735a3b1c,29a27873-f97b-5854-a8b0-960eb6c91cbf,6,2026-07-16T17:48:22Z,2026-07-16T09:39:55Z
6de7653c-6ea6-e23c-9af2-47bb20db5378,e2625a60-5a45-02af-c878-d537f89c78fa,1,2025-12-14T13:46:00Z,2025-12-14T13:46:00Z
d0868efd-3a3b-d9d3-9fde-ad6717dd4634,e2625a60-5a45-02af-c878-d537f89c78fa,2,2025-12-16T17:47:00Z,2025-12-16T17:47:00Z
81a9a6fb-67d7-54a0-5f39-f209c7cd32d5,e2625a60-5a45-02af-c878-d537f89c78fa,4,2025-12-16T19:57:00Z,2025-12-16T19:57:00Z
35a134c5-94a3-a64e-2284-400045f56ec4,e2625a60-5a45-02af-c878-d537f89c78fa,5,2025-12-16T23:43:00Z,2025-12-16T23:43:00Z
4cab128e-31ab-4764-5991-07a27cdca105,3261fa32-efde-6781-8155-1ab5beeaac71,1,2026-05-25T06:35:00Z,2026-05-25T06:35:00Z
576265f8-0059-02b3-57fc-1b8d0ba4951d,3261fa32-efde-6781-8155-1ab5beeaac71,2,2026-05-27T13:28:00Z,2026-05-27T13:28:00Z
9e92e33a-33d3-4102-2194-1b03bd4ec8dc,3261fa32-efde-6781-8155-1ab5beeaac71,4,2026-05-29T19:26:00Z,2026-05-29T19:26:00Z
98813606-d4e0-3d09-44f2-d89110e99209,3261fa32-efde-6781-8155-1ab5beeaac71,5,2026-06-01T21:06:00Z,2026-06-01T21:06:00Z
