id,loan_id,premium,vendor,status,created_at,updated_at
2e3396a5-d385-e8f7-e81c-27a41dd8bc1e,a1f94818-4b89-6725-b4fa-f4d0a60c1aec,250000.0,Proteksi Jaya,closed,2025-02-09 11:45:54,2025-02-09 12:20:30
d7e01733-46dd-1b30-fde0-99df9b4d4522,bb45dac0-7863-c703-b7c8-f9b2054e1ff1,200000.0,Asuransi Sinar,active,2026-06-27 17:11:01,2026-06-27 10:37:50
91993978-ecbf-bb6c-f27a-d1f027dc4cdb,f46ceaeb-f75d-cb79-5309-7d11bb4d4aee,10000.0,Jaminan Nusantara,closed,2025-04-13 21:46:47,2025-04-13 15:57:01
81adb936-eea3-5da1-7eba-6e0f12bdce8e,5deb83e8-2445-fa83-f5fc-f4ba6aab3d5b,10000.0,Asuransi Sinar,closed,2025-01-27 17:28:11,2025-01-27 06:56:53
b50d5fbb-31e1-9562-e810-2a1d17dfe6f7,52db8bd0-5cf2-0c54-0cd0-91deb1132d1f,250000.0,Asuransi Sinar,active,2026-06-27 10:20:33,2026-06-27 17:59:35
fffb1fb6-6bc3-3a06-33ee-b6289a30c072,15c044a0-40f0-7735-a340-5971873428ce,125000.0,Proteksi Jaya,active,2026-06-11 16:22:52,2026-06-11 14:56:57
3183391c-6f34-89da-0be9-b4a117a6a332,e3f69426-89a2-3963-9e27-8bd985a70362,2500.0,Proteksi Jaya,active,2025-09-09 07:53:18,2025-09-09 06:08:38
f588d973-393e-78ce-baac-fe7d7fec2ce3,6cd5290f-1f58-02b4-1972-faf48ad9ebd6,50000.0,Proteksi Jaya,active,2026-06-30 12:50:56,2026-06-30 09:44:48
e0726168-59cc-8725-e378-4f8eb95885a6,486e1e8e-1aa9-63e1-43bb-b504dc2db63d,5000.0,Proteksi Jaya,closed,2025-06-11 21:20:12,2025-06-11 20:53:14
479137e9-06e7-41de-f6cf-e542fae7468f,e2449b7b-2950-3ac0-0088-2458c68d8261,12500.0,Asuransi Sinar,closed,2026-06-16 06:34:37,2026-06-16 08:28:04
befaf1dd-e0b1-b5ee-b35e-5610cfec27cd,bdd3948c-d801-8ce1-0ab0-1e92116497b0,5000.0,Jaminan Nusantara,closed,2025-01-11 08:07:08,2025-01-11 11:51:00
10f25381-c8fb-e77c-4d8d-01ac22f95825,d0f02c89-0b73-3f6f-0b79-dc86313db0fa,112500.0,Proteksi Jaya,active,2026-06-11 20:23:00,2026-06-11 21:35:23
619cdaca-4a25-8385-9955-1534c84704d0,62450032-97e3-1ac4-0e2b-3d88a7a4b803,2500.0,Jaminan Nusantara,closed,2025-11-15 13:22:42,2025-11-15 12:47:59
7eb05a45-e695-eae4-83c5-81628b897a09,1cf23806-b808-4218-78f4-e3a00ced88b4,50000.0,Asuransi Sinar,closed,2025-02-16 10:10:20,2025-02-16 19:33:16
4a5756b9-39c0-9859-ee4c-a117a0d0fea1,72ec2cbc-2fec-d0c6-b6d8-1f065b7a80ba,1250.0,Jaminan Nusantara,closed,2025-04-13 20:05:29,2025-04-13 06:38:14
63e3e7af-2f60-f0c2-7084-3dabd64c2ba2,d012fe0e-f0af-2133-07aa-62bc8dca667f,5000.0,Jaminan Nusantara,closed,2025-09-11 12:28:26,2025-09-11 15:40:49
e412ab8d-67f5-bcf8-088d-a2ae52f89d28,6c78e09f-e94e-1d81-19c5-29f131b442d0,7500.0,Proteksi Jaya,closed,2025-12-19 12:54:06,2025-12-19 06:32:13
ee21f9d9-b15f-ade0-ad77-3c9d8935d3bb,d75541ab-e65c-552d-2c53-bf184ba34e68,50000.0,Proteksi Jaya,closed,2026-01-02 14:43:22,2026-01-02 14:29:02
2c86eeed-0700-53db-68f7-7251e58e2b30,02b59198-e702-51ad-9c2a-ee287e79fd54,50000.0,Asuransi Sinar,closed,2025-08-12 09:20:46,2025-08-12 17:57:34
7ba0e1b1-f827-49ea-0729-6f0b2644e8ba,570dffb4-1af1-4376-a125-6926f0d945cb,6000.0,Asuransi Sinar,closed,2025-01-14 18:01:45,2025-01-14 17:01:54
55b6d8ef-645b-0b46-7784-1aaa31d32f90,e472ae13-3bf8-a3dd-1e0e-87709987a709,10000.0,Proteksi Jaya,active,2026-03-26 16:12:56,2026-03-26 16:17:08
adce0f16-7d91-750a-2abc-d8b330b5e382,71013eda-63cf-06a9-b13c-58779dfa3736,25000.0,Proteksi Jaya,active,2026-05-17 09:41:08,2026-05-17 12:43:56
f1766979-e24f-1610-7de2-58d399032eff,ea7c76d7-46d9-5ff4-2777-ef090b11556e,2500.0,Jaminan Nusantara,closed,2025-05-02 08:43:19,2025-05-02 20:41:44
ce423879-8542-b1c4-83e4-78233ec508e0,008f61cf-4bdd-7d4e-c1e3-8ac9872f09f9,10000.0,Proteksi Jaya,closed,2025-05-28 14:07:48,2025-05-28 11:22:19
219376e2-77dc-15a6-66a5-1ed7c380bbd3,7d914310-e6d1-772b-d614-cd24792e73ac,112500.0,Asuransi Sinar,active,2026-05-28 21:24:47,2026-05-28 22:04:42
512831bd-f02e-0c1f-8c69-892231cca566,e01b9438-b090-84ca-46e3-c4d61e6a6f29,4500.0,Proteksi Jaya,closed,2025-08-04 17:12:26,2025-08-04 20:00:10
2ad3e34c-2309-509e-83b4-4ceb52aa8655,1c14d590-587a-91e3-3122-fc8fc66fc215,25000.0,Proteksi Jaya,active,2026-02-25 21:06:00,2026-02-25 06:18:05
87432f57-d225-5a8e-9c79-105ee3383177,8ad2caa2-c13a-f897-79e9-140bf7b024cc,2500.0,Proteksi Jaya,closed,2026-06-09 21:10:08,2026-06-09 19:44:58
7263bbee-5322-37ba-08d9-76cd5b11fb3c,57ebbeb9-97ad-6fe4-36e4-7cb24fc009fc,5000.0,Asuransi Sinar,active,2025-12-28 09:27:42,2025-12-28 11:34:14
faeae4c1-2e50-5e9b-ee33-46d76d3d7740,c0e16ef7-30b3-aa82-433d-97842249e37e,25000.0,Asuransi Sinar,closed,2025-03-20 20:12:17,2025-03-20 07:35:16
d31c640b-bd84-cff7-466d-47b047e07c70,b87fef91-565b-8459-55c4-715fe9b0ace8,12500.0,Asuransi Sinar,closed,2025-01-13 22:49:04,2025-01-13 19:56:08
8ba578da-68ff-ebfe-92e8-9931aca44abe,c2d8dd0c-ad76-9118-f4c0-b1e95e7f5d81,7500.0,Jaminan Nusantara,closed,2025-09-03 16:39:47,2025-09-03 15:27:10
a4ae966f-f920-8499-d5be-cc80169c64ad,59cbe9bf-fdf0-fc23-f2d1-64b6c8f0eb66,2500.0,Asuransi Sinar,active,2026-07-22 15:29:20,2026-07-22 22:46:56
1374e307-2bd2-0204-dad4-2304062b42aa,8fc0c744-497d-1862-c5f2-b6248f024324,7500.0,Asuransi Sinar,closed,2026-02-04 08:22:14,2026-02-04 22:39:44
3a5014bb-4e3a-e248-e24b-dbb38e488d0a,f5f725ac-7e0b-b353-bc6d-b7d99842df1a,125000.0,Proteksi Jaya,active,2026-05-23 22:18:48,2026-05-23 10:51:51
d0a56471-fa37-03b5-84ce-f6dbef08c76d,0d4e8582-f2db-f0af-11ad-e63ba73f3896,250000.0,Asuransi Sinar,active,2026-02-24 08:53:56,2026-02-24 22:45:32
b5164330-c323-d063-b94c-1fd7931c87ee,ba68b77e-c875-f221-70d8-38363000e0cd,3000.0,Proteksi Jaya,closed,2025-10-28 12:26:03,2025-10-28 09:06:50
cd5a91a0-36ab-38e6-2386-0cf402cf8ea3,d4bb03b4-0e1a-1511-5f52-6c5747175280,125000.0,Jaminan Nusantara,active,2026-04-14 06:59:00,2026-04-14 06:31:38
4af35078-cdfa-deb6-8390-810b794a9dbf,6faff161-5a6f-a17a-a85c-0f794d5aa71f,6750.0,Jaminan Nusantara,closed,2025-08-01 16:15:19,2025-08-01 21:53:29
6591ac95-1cc1-21ba-4c68-0553a768bb61,b8f694c4-f22d-ba65-43fb-cb5683c575c6,10000.0,Jaminan Nusantara,closed,2026-05-30 09:53:49,2026-05-30 15:10:24
036dec6b-9408-427c-b9d8-b176db0cc16c,5002ac32-6592-920e-2970-03960ec891a7,10000.0,Asuransi Sinar,closed,2025-09-19 08:39:09,2025-09-19 12:13:40
64c0fb08-86cb-26fd-06bb-337b89f41daf,865d7f80-111b-9f29-44bf-6d472b1bd599,4500.0,Proteksi Jaya,active,2026-07-04 15:35:33,2026-07-04 10:58:04
88898eb8-5f13-f91a-915b-055c17222731,43a4c294-b2d7-d53e-0286-6942a488c8a7,187500.0,Asuransi Sinar,closed,2025-09-16 06:45:37,2025-09-16 10:19:36
5c9fe229-60d4-458f-90c6-ee784a8e4f9c,6a1903d1-ae0b-7845-8130-a1141d2ffb12,1875.0,Jaminan Nusantara,active,2025-11-20 09:27:22,2025-11-20 14:57:13
f4b52c03-d028-35ec-6a40-f0a96a533083,08a9eded-f40a-b8f3-a778-0599831d3967,10000.0,Proteksi Jaya,closed,2025-01-29 06:53:23,2025-01-29 22:25:19
7f4ebc68-8cba-ecd7-2e9a-7801ac3a72d9,903196f9-d162-dfda-5f69-45aa4a44b135,12500.0,Jaminan Nusantara,closed,2025-08-06 17:28:23,2025-08-06 13:03:58
d9707940-b957-c309-d458-2b203ba2eced,f03c8517-8cdb-86c9-c64a-ce2f82b64f18,2500.0,Asuransi Sinar,active,2025-06-11 16:19:26,2025-06-11 20:50:28
c91a7235-3725-5e6e-a1ac-ef32baa33aaf,fe134000-70b3-a1ee-2533-956e601de51f,1250.0,Proteksi Jaya,closed,2025-03-21 06:14:32,2025-03-21 12:14:14
a5c61cf7-a891-4042-73c6-f9b26fb4896e,e3a971f4-c193-e7e5-2b5e-5e1f10b5d5a7,50000.0,Jaminan Nusantara,closed,2025-08-06 18:43:48,2025-08-06 19:06:47
d1b716e6-e6dd-9242-a47f-62509b012401,be42816d-83d4-0209-a95a-020407426f61,3000.0,Proteksi Jaya,active,2026-06-02 12:30:06,2026-06-02 08:49:35
e79e3d92-1aac-5530-8cc6-9e0c8ae8b3e0,96e72c31-2748-8e2b-564a-d7f5cb830076,4000.0,Asuransi Sinar,closed,2025-08-28 11:27:56,2025-08-28 06:46:03
1051627f-045f-32cd-04e5-5c66c0f13cf6,26db1e17-88d8-fc16-70dd-6573eaed8447,50000.0,Asuransi Sinar,closed,2025-04-22 18:08:31,2025-04-22 20:22:15
c3dc4328-5063-7781-5255-b11041165271,04c7349e-09d1-3ab4-8169-2fee3b8364aa,5000.0,Jaminan Nusantara,closed,2026-05-03 19:06:04,2026-05-03 17:22:01
dfb4baa4-e342-793b-27b7-2b13671ccc21,fd4b2128-41e3-ce19-bb8a-b54b904612ae,4500.0,Proteksi Jaya,closed,2025-08-04 20:07:34,2025-08-04 07:48:56
21dd6e16-8a61-c38f-ff1b-261124279d36,d173e7fb-7cd9-8c9c-7499-0d3d6b9e1ffb,250000.0,Asuransi Sinar,active,2025-09-20 18:02:17,2025-09-20 07:56:26
8916ca5b-e1ef-3998-cb9a-f6e4d7288de3,c1f0c10e-4c54-cd7d-370a-745e2dc18311,15000.0,Jaminan Nusantara,closed,2026-01-04 22:14:36,2026-01-04 14:12:10
b9af0175-d247-1a48-f7ea-4b0dcb1d4c84,bbeff4d7-867d-41fa-8c1f-5b03d853d1ee,3000.0,Jaminan Nusantara,closed,2025-09-06 07:32:35,2025-09-06 09:06:59
4e2711b8-3cd5-8185-b053-9a03ec11dea8,ce454698-834b-24c2-f0ac-095ebfaea1e5,125000.0,Jaminan Nusantara,closed,2026-02-15 21:45:48,2026-02-15 20:59:43
641e8de0-787f-279e-ee34-eedab8b974a8,e231caa6-22b9-7254-59e8-594bea788535,9000.0,Jaminan Nusantara,active,2026-05-06 06:43:54,2026-05-06 22:39:12
d740ffba-7899-df8b-9a45-24313f2474e2,27fe6679-b979-5c07-8759-d3d3b6595831,12500.0,Jaminan Nusantara,active,2026-07-25 12:34:14,2026-07-25 15:56:13
02ff90ab-b9e7-af56-aece-60d85afb2e12,bd8bba11-8972-d6f0-8bb9-ced67975ae07,30000.0,Asuransi Sinar,closed,2025-11-06 11:22:37,2025-11-06 11:23:52
584e8d31-7169-da6d-902b-fba09b1f5428,c0527126-6295-7bc4-9ed6-7310379862a5,10000.0,Asuransi Sinar,active,2026-02-21 19:09:15,2026-02-21 09:15:38
27b482e6-e15a-7644-041b-bb0e4f850d1d,91d60319-8faa-32da-b392-c4723ff15d6a,5000.0,Asuransi Sinar,active,2026-07-24 21:46:22,2026-07-24 19:23:06
3ffdba05-3efc-d12e-3f99-003308067855,0da5c624-d810-0af4-5384-5d031e797c50,2000.0,Asuransi Sinar,closed,2025-08-07 20:10:09,2025-08-07 08:59:28
9e53360c-f3fe-7a36-c213-1dc7c852b6f2,fbc59b11-5cad-eeee-7599-e60b727809f9,5000.0,Jaminan Nusantara,closed,2025-07-26 09:15:10,2025-07-26 22:12:31
a59b8652-0bda-a5f9-8b59-2dd74a3321bb,c250d848-939c-0aa3-6a35-400d51410ce7,10000.0,Proteksi Jaya,active,2026-06-25 06:07:19,2026-06-25 09:40:18
bf24a2a3-ccb5-0673-6506-d25f13ff09ce,402cd89d-5eb9-5d3e-33c0-b1236c51a9ea,10000.0,Asuransi Sinar,active,2026-02-24 12:10:28,2026-02-24 11:00:09
509c2170-f36d-419b-da5d-49c0f4e52644,96861379-fb38-3429-759a-04016c52b757,7500.0,Proteksi Jaya,closed,2025-11-15 12:18:35,2025-11-15 20:54:54
f4a11513-facd-7a89-a8b3-ef5e4b72ab49,6ff56816-fe29-52d9-7a57-76f58a2b7317,22500.0,Asuransi Sinar,closed,2025-08-12 19:51:13,2025-08-12 15:42:41
4b02e0d9-5b94-b5f9-a712-94229445864e,56bc3018-5424-cd60-601f-60b109d5d67a,5000.0,Proteksi Jaya,active,2026-02-09 14:05:38,2026-02-09 18:32:29
72ed0e02-bda5-6579-4a7b-70739c5d33d9,fdc7bdb5-e2af-1aa2-34e7-e578510529f2,125000.0,Asuransi Sinar,active,2026-05-07 21:27:31,2026-05-07 13:55:21
15d3fb4b-8691-911b-7c78-466af0365969,a7cbf873-3949-5237-cfbd-b661a3668e30,12500.0,Jaminan Nusantara,closed,2025-07-30 07:52:09,2025-07-30 22:18:51
784ff4b4-724e-25c9-0365-fef3c4d719fd,f412f9d3-923d-7379-d8a9-af6b5643eb5f,10000.0,Asuransi Sinar,active,2025-06-18 14:17:28,2025-06-18 22:28:30
079df92b-463f-d7a8-d3de-8fc056ac6fb6,76ee1029-b30c-3924-b84d-7de182d3e311,22500.0,Jaminan Nusantara,closed,2025-08-04 20:16:31,2025-08-04 15:14:36
e897a89d-a2df-9b03-a6ca-16ed48bfb2c5,7adebd3f-6f38-6588-7506-7d3983748a99,3750.0,Jaminan Nusantara,closed,2025-12-02 08:10:30,2025-12-02 13:22:36
046fb387-64ad-6919-97cd-a98cb4bcd7bf,9d4af862-71ba-9a2b-625d-06575076837f,125000.0,Asuransi Sinar,active,2026-02-06 20:48:24,2026-02-06 13:33:29
54bc469b-c077-366e-88e0-dbfe5305c174,c6cbb996-f09f-0c2e-cc6f-916fc8c8866a,12500.0,Proteksi Jaya,closed,2026-02-27 10:47:30,2026-02-27 14:06:06
a48e2ef8-7917-d529-3feb-05fa939b410c,4d10e2f3-3321-bbc7-51f2-04eb11d1df9e,12500.0,Asuransi Sinar,closed,2025-02-26 09:39:43,2025-02-26 21:32:00
a7c5e595-0f3b-2ba2-149c-da0ce673048f,29a36e2a-6ffc-23cc-52c8-b35b9420ac52,25000.0,Jaminan Nusantara,closed,2025-11-15 14:50:02,2025-11-15 16:25:12
42dcc217-f08d-6c06-6687-210fb7c5311d,5c861f02-40d5-8a2e-ba6f-5c910b16e78c,10000.0,Proteksi Jaya,closed,2025-11-30 08:08:12,2025-11-30 11:59:25
93732edb-d745-3629-ed43-f8235037adea,a5205476-aee7-7ebb-86d9-c1d657ac6409,10000.0,Proteksi Jaya,closed,2025-02-12 20:05:36,2025-02-12 16:02:28
81c03c9a-81ec-573b-7f55-5260cd10e971,ee7c2d49-44d4-ce32-8d9c-23122d038b70,12500.0,Jaminan Nusantara,closed,2025-09-10 19:49:35,2025-09-10 14:18:25
9a0b175f-a7d8-951b-ad3b-4b7fb108cc6a,69f7305d-dc27-ed59-8e53-01a89d1b00bc,25000.0,Proteksi Jaya,closed,2025-10-01 06:51:56,2025-10-01 18:35:14
d780dce2-49b2-45db-eaa5-ca39789b9495,0f18fd2d-07ae-c9cf-d267-b37d778e9094,10000.0,Proteksi Jaya,closed,2025-09-20 20:57:33,2025-09-20 21:52:37
a1806215-ef8d-b786-e4a5-782b5128e850,a61f4911-2037-ddb6-c9c9-aa14fcaddd95,5000.0,Asuransi Sinar,active,2026-07-15 10:09:07,2026-07-15 06:59:31
0e3ec698-4f6a-9c87-ec21-d42bdef1317c,2321f889-aae0-59fc-e83f-e309f7164106,3750.0,Asuransi Sinar,closed,2026-01-10 15:48:52,2026-01-10 08:45:49
b9d4ce25-c325-2a56-cdf3-a3d3b001de1f,4392e06b-fb69-5664-9178-f552956333bb,5000.0,Jaminan Nusantara,closed,2025-03-15 11:38:08,2025-03-15 08:56:15
21c84990-e108-6834-10fd-cd156edb52fe,d676ef0b-8d6f-cc00-4bf9-6e40ef99be33,50000.0,Asuransi Sinar,closed,2025-03-28 22:06:22,2025-03-28 14:14:54
e1d91d51-4fd8-fcca-1dc4-458f97d73949,b7eb14e8-7343-8002-bf51-aa5a6a3c3b2a,5000.0,Asuransi Sinar,active,2026-05-27 17:35:44,2026-05-27 17:05:53
0a0e6f4a-1c2b-af47-6e18-9d7ed4379cd6,8a7ee81c-7c5b-02a4-a1c9-cb1a281bc900,2500.0,Asuransi Sinar,closed,2025-01-20 19:21:47,2025-01-20 10:56:00
af81a78f-d30a-0c3f-c20e-dd62ed724377,6fec75e2-8239-ab54-b526-22a158250267,18750.0,Jaminan Nusantara,closed,2025-06-16 09:15:43,2025-06-16 16:01:30
281c5de5-a4f6-a09b-6aa0-ba4a28a3fae5,35935a72-1f21-4e52-586f-38e647b9ef7d,2500.0,Proteksi Jaya,closed,2026-03-05 21:39:50,2026-03-05 21:46:36
2241e92f-5140-b336-b7b1-c09947a21d67,67d5c895-b276-b6ca-4c74-b566b5c70ec4,2500.0,Proteksi Jaya,closed,2025-10-17 07:38:48,2025-10-17 12:41:29
5417735f-b0ef-48ef-afa4-2914313bbf30,2a3f70ab-0660-ba40-8c42-0859db594869,2500.0,Asuransi Sinar,closed,2026-03-10 11:04:07,2026-03-10 21:25:53
f773b991-a19f-f2de-4588-a5bfc37a5bdb,5a56714f-3795-0305-f50a-364d35da0a75,125000.0,Proteksi Jaya,active,2026-05-06 17:36:00,2026-05-06 19:30:02
d6a3b3bc-80f6-6ea3-9b47-2f13375c940a,5c0abbea-2660-fa9b-c141-d4e29430c0f9,250000.0,Proteksi Jaya,closed,2025-11-20 12:51:07,2025-11-20 09:18:37
7f7c2655-536a-28d0-4fee-34f2d55c2c11,5cea9433-1623-21d9-8cd4-3c66c5c3fc44,25000.0,Jaminan Nusantara,closed,2025-07-01 16:07:46,2025-07-01 07:35:58
a2576381-5cba-1e0b-d6bb-401050a040ed,606f40db-ef77-abb1-acb7-ca1adc52efd7,12500.0,Jaminan Nusantara,closed,2025-08-01 14:42:38,2025-08-01 16:56:25
dadc48bd-0b7e-5c61-5904-3514e7bc7f8a,4a3775ca-ed06-0ee3-1d70-1be2b11b9a5b,40000.0,Proteksi Jaya,closed,2025-05-25 18:49:16,2025-05-25 16:56:13
39f6445f-2eae-005c-fa02-2c9f405172a6,749c52c1-ed77-a4ad-8aef-99c245d73a6d,7500.0,Jaminan Nusantara,closed,2025-01-10 20:19:36,2025-01-10 16:24:47
6676bf0a-4a9d-d2f8-85c4-5fc336b22f34,df82fc5a-5cb2-8d60-f22b-71e394793849,37500.0,Proteksi Jaya,closed,2025-04-08 11:29:33,2025-04-08 16:30:15
9d1c2591-f0b1-20ea-8fa5-14cba29bb51b,b58b5c79-696f-5c48-d38f-4eeb88d0acae,250000.0,Asuransi Sinar,closed,2025-11-26 06:30:32,2025-11-26 13:21:07
14778eba-b8f2-7f59-27db-aebf9e242ae4,34e2869a-a314-edb3-2eca-690ca2416baf,22500.0,Proteksi Jaya,closed,2025-08-05 20:29:17,2025-08-05 14:43:32
4f6b92b0-513d-e552-803e-cc09129238ba,99c354e0-ca73-ab5d-1a92-1f25410ccc59,25000.0,Proteksi Jaya,active,2026-05-27 07:22:51,2026-05-27 06:29:23
1d9c0787-7443-5990-0315-f5f1ce3935b0,2db95374-d8c7-389e-60c4-692f16ce5315,10000.0,Asuransi Sinar,closed,2025-06-25 09:28:02,2025-06-25 20:56:53
2f79457e-7286-56ad-22c7-9218e64d54cc,b5b4e667-2340-11f0-de2a-813ccdda6d4e,12500.0,Jaminan Nusantara,closed,2025-04-27 22:00:20,2025-04-27 06:53:23
03c1a85b-93ea-1403-84ed-edccf7682024,5badb3ca-d21f-8755-5f7d-feee4626fa30,5000.0,Proteksi Jaya,closed,2025-12-17 15:56:50,2025-12-17 12:22:54
b79912bd-3e48-7bdc-027f-65316b2fd489,4d450081-aab7-f302-1a8b-d47d1f383317,4500.0,Jaminan Nusantara,closed,2026-01-21 22:43:36,2026-01-21 19:44:40
d4b059f9-75cf-b7bc-b688-b30fb6e45c29,9d644d78-61f5-f48b-78f0-dbaa5d07b239,4500.0,Asuransi Sinar,closed,2025-05-13 11:11:40,2025-05-13 10:03:10
00aad7b5-9ea8-a469-29ed-13145fc768f4,ea93f57e-97e2-5033-5506-d167df181578,10000.0,Asuransi Sinar,closed,2025-02-20 15:43:28,2025-02-20 11:37:43
