id,loan_id,loan_reference_id,partner_id,partner_commission_pa,created_at,updated_at
62e5632b-5bc5-283b-d436-ff0ff75131a9,9c0fd9a3-ed13-18e3-0e8d-279a6f3a9c23,EXT-157379,PTR-FIN,0.02,2025-06-01T14:05:36Z,2025-06-01T23:14:22Z
1fae8efd-7969-26ea-12bf-379e68f4cca6,21b6dec1-1af7-8e73-feec-ad83654c6f5c,EXT-514950,PTR-AGEN,0.05,2025-07-14T22:03:58Z,2025-07-14T12:25:19Z
d4187533-3ec1-4301-d7c8-d88f9f4f4535,de296a2d-c261-c0d2-0ef6-bb9c1df062d9,EXT-203168,PTR-AGEN,0.03,2026-06-25T21:08:38Z,2026-06-25T19:41:40Z
4c92c6de-199b-dc44-3828-4b9caa882a9e,9b698bb7-3deb-50d4-2234-0a2fcef1f4c1,EXT-164147,PTR-AGEN,0.04,2026-05-06T23:52:43Z,2026-05-06T23:39:19Z
b27352ff-d936-d30f-e2e0-eba7a64024d5,2144d05f-bcb0-8eb1-c047-32ef96195dd9,EXT-873841,PTR-AGEN,0.02,2025-07-24T11:48:33Z,2025-07-24T13:27:50Z
23b278c9-648f-68d4-178c-a5bb1e8814ca,a5478b2f-d638-14b7-4e6d-29ccb51c4535,EXT-427116,PTR-AGEN,0.05,2025-06-10T01:37:17Z,2025-06-10T03:22:50Z
2f4df05f-5415-8862-8ccc-97427e71171c,ba9889c7-9107-6dc3-10e2-d6e223ccc912,EXT-634875,PTR-AGEN,0.04,2026-04-20T02:54:09Z,2026-04-20T14:09:45Z
61583251-9264-7a59-d5c6-827659e71a39,af81fe1f-3e31-9e24-2924-f1b0c01de077,EXT-167063,PTR-AGEN,0.02,2025-09-19T07:03:30Z,2025-09-19T23:07:43Z
09627f00-a7a9-2a02-d563-d97beda3416e,a0ee0c43-83d8-ebc9-e429-92e9eddd150e,EXT-914972,PTR-AGEN,0.05,2026-01-17T00:06:41Z,2026-01-17T23:41:52Z
ea9106bf-ee22-5724-30e9-db7aee64cfb9,d695a5b9-4c03-701b-9beb-eb8e1dd5d17d,EXT-140151,PTR-AGEN,0.03,2026-04-16T14:00:21Z,2026-04-16T11:51:23Z
84e26968-9b02-18a2-8496-246bf3b96190,2f7a28bd-e6e4-3f82-5bb2-268b66b81264,EXT-315960,PTR-AGEN,0.05,2025-04-18T21:33:32Z,2025-04-18T08:07:57Z
94a213c1-bbfc-caaf-0417-043828b154b4,7eaa8c90-a393-2b5f-93d9-bc3d251981c5,EXT-221087,PTR-ECOM,0.03,2025-05-27T23:58:46Z,2025-05-27T15:41:22Z
bacb07a1-a570-4e3f-c19f-207c5574a1c8,4e4616cb-aaf1-b904-a0e2-5eb1cd8c5d2a,EXT-894965,PTR-AGEN,0.05,2025-04-29T17:30:51Z,2025-04-29T18:37:13Z
94217f5a-8c19-2e4e-faa4-c1fdfb83db8a,1d7e332d-d382-34b3-5948-062e93c0c59c,EXT-893068,PTR-AGEN,0.05,2026-06-01T13:29:21Z,2026-06-01T12:56:24Z
6c006830-1d29-1e30-dc86-59c253c23e62,e35482b3-9b27-3a46-7478-103dec0d1801,EXT-223725,PTR-ECOM,0.04,2025-03-06T20:27:10Z,2025-03-06T17:55:34Z
bd3d825e-36ce-2ff6-c13a-7cdfe588419b,d9295f23-ed1c-cd98-34c7-2cf663f0fe7d,EXT-866659,PTR-AGEN,0.05,2025-02-23T15:16:21Z,2025-02-23T22:04:35Z
6bc0f5c6-1764-fb7e-52fc-08914ed4cf65,8b734975-4057-7a0b-8e13-d45408ee9668,EXT-188214,PTR-AGEN,0.02,2025-11-11T15:21:04Z,2025-11-11T07:32:29Z
72494c42-4b21-e960-15fc-6ef5832b8732,dc276867-c0fe-3811-385c-820908c225b9,EXT-786286,PTR-AGEN,0.02,2025-10-26T12:49:17Z,2025-10-26T10:03:39Z
d78bbbcb-0706-8149-276e-c30b4fe5ba19,9b1ef125-3ad1-2bf2-8259-def2b289ba34,EXT-923054,PTR-AGEN,0.04,2026-01-11T01:46:52Z,2026-01-11T21:00:44Z
28f078c2-979c-9bf8-ab20-26f3763a89ed,95cc6e91-e64a-eebf-1c1e-af82390448bd,EXT-631610,PTR-ECOM,0.02,2025-03-28T06:01:54Z,2025-03-28T18:47:46Z
d8025ce0-751e-dde4-a406-2256e0587504,2ea3a4a1-9da7-d0e5-15b1-62ebcc904c3c,EXT-795018,PTR-AGEN,0.05,2026-07-28T16:59:55Z,2026-07-28T10:47:17Z
0bbd72cd-1292-4f7e-e509-0e41c56eca09,ca02c40e-334d-10a2-eb29-f87ef845a979,EXT-862030,PTR-AGEN,0.04,2025-10-30T11:28:47Z,2025-10-30T05:48:21Z
7b995718-8145-f9d4-eff6-861428e54f94,d95ebdb5-4ffe-1fdd-3679-2c894309ff1f,EXT-201555,PTR-FIN,0.02,2026-02-04T11:12:35Z,2026-02-04T19:15:19Z
2d3b46c4-54ca-c2bb-0ae4-8cbebddc875f,25efc288-89e9-553e-66da-0317f731870b,EXT-876905,PTR-FIN,0.05,2025-12-27T14:49:22Z,2025-12-27T02:02:13Z
f2693295-ce16-f601-0406-ebffbe639201,4027b093-1c8f-1f41-13ee-826c406bbf2b,EXT-644147,PTR-FIN,0.03,2025-12-13T03:19:03Z,2025-12-13T21:42:25Z
65e085d3-74f5-0e37-a213-6d5cfba41f6d,fc80d49b-effd-6c64-9aab-eb9cd77b369f,EXT-813962,PTR-FIN,0.04,2026-01-03T17:15:12Z,2026-01-03T04:32:02Z
54b7343a-5890-792a-8253-fb9ba6044ea7,60306143-5dd8-463a-d3b4-977ad1f478c4,EXT-215755,PTR-FIN,0.02,2025-10-16T03:26:34Z,2025-10-16T08:57:50Z
bb7c0761-18d0-d858-9538-256eeb0b0db6,a9bcb2ff-74ed-5122-f430-c2b1b7a24d19,EXT-435357,PTR-FIN,0.05,2025-05-02T06:11:24Z,2025-05-02T19:19:57Z
e7ca6efd-aff4-c7dc-fa90-ef506e03fbba,07f021b1-b583-8561-74c6-a2a5fdf0b40e,EXT-522654,PTR-FIN,0.05,2025-08-29T13:42:54Z,2025-08-29T22:04:17Z
b2ccbc21-54a6-ccf4-4223-994c65ebf3e7,46dffc77-6bf0-1ff3-b12b-c9273f1f8375,EXT-540909,PTR-AGEN,0.04,2025-05-29T01:54:35Z,2025-05-29T01:30:23Z
c1c5bdea-5baf-b0dc-b365-d3b5d05caeab,9911cf28-cea0-245e-10bb-54e4860389d4,EXT-895053,PTR-AGEN,0.03,2025-06-09T18:12:44Z,2025-06-09T02:32:02Z
066e17ae-c345-e8b3-0caf-8c8de8fecd97,fd933225-d3e2-0589-2171-6238a515768c,EXT-996145,PTR-AGEN,0.02,2025-12-13T10:41:15Z,2025-12-13T09:44:52Z
203a14d3-aeea-3a2e-cbd7-ab857d5f5a6c,f1149ad7-ed27-862b-dffc-7bcc6b28ddca,EXT-370534,PTR-AGEN,0.02,2025-07-26T12:15:48Z,2025-07-26T15:55:30Z
e77007bf-309d-8423-015a-dce381df8f50,e8d4c6cf-c846-e709-d6ed-d8355862162d,EXT-394996,PTR-AGEN,0.02,2025-09-13T14:03:56Z,2025-09-13T10:27:58Z
762d31dc-d6f7-ad79-bae4-ebbb393b348c,f8ebf336-5888-4567-38be-b6b3e971d13d,EXT-643578,PTR-AGEN,0.04,2025-12-03T12:58:22Z,2025-12-03T20:38:13Z
398d0101-85f7-db0a-6125-f1879bd3bcb4,2b4a1ea5-8772-2dc6-4fc2-e33219e12f86,EXT-380785,PTR-AGEN,0.04,2025-08-24T19:00:39Z,2025-08-24T15:23:16Z
bd2bd25b-6c32-76a1-3a38-61b144534e17,46abff09-b66e-14aa-ec65-1d5bdb48f52e,EXT-769112,PTR-AGEN,0.05,2025-03-21T00:44:48Z,2025-03-21T05:49:00Z
e843b410-0084-3674-7e9c-e364c63f9db1,af19bbbd-5326-8fc6-fc2c-63413fdf98be,EXT-279100,PTR-AGEN,0.02,2025-06-13T04:29:15Z,2025-06-13T07:45:46Z
6ba08814-11ac-962b-1487-cdf03e877334,c2541af1-3fbe-80ff-884b-46fbe48359c5,EXT-601680,PTR-FIN,0.03,2026-01-11T22:21:37Z,2026-01-11T20:07:06Z
9a348687-78d6-debb-ecc6-099781a8cc40,fbf74d81-ab2d-fb69-278d-8300c9eccb8c,EXT-302194,PTR-AGEN,0.05,2025-11-16T17:14:13Z,2025-11-16T11:00:21Z
24f7bc44-bc14-398d-98b5-cd7c6f11fe16,2a77b0e6-e63d-25bb-9d78-f379b4d62abd,EXT-195113,PTR-AGEN,0.03,2025-09-17T00:40:48Z,2025-09-17T10:40:06Z
ed092612-a312-2a7d-26ed-c3fa4d9786a0,f199bca1-d899-9948-b0e0-a13e3028cfb2,EXT-111297,PTR-ECOM,0.04,2026-06-17T19:37:57Z,2026-06-17T20:18:47Z
caf0f15e-60dc-4e04-3182-4d6c5d01a33f,b087bca0-a62e-dd24-f5be-eddc1a43723e,EXT-343650,PTR-AGEN,0.05,2025-06-27T05:34:31Z,2025-06-27T07:01:06Z
77178d50-5574-9133-ac26-3e13819a3a1b,0b1653af-8ea1-b03c-9bdf-a5d2b5eb875f,EXT-428856,PTR-AGEN,0.03,2026-02-04T04:47:56Z,2026-02-04T02:10:39Z
4feae1af-6c06-8f18-4a9b-f372388f5734,b9fbe814-a996-877f-e9ff-30e3262b1220,EXT-775104,PTR-ECOM,0.03,2025-09-01T07:19:45Z,2025-09-01T04:03:53Z
6566e09d-23d7-6ef1-df3d-535d58fa7542,839b3710-b73c-f827-c08c-ae71dea950a8,EXT-961430,PTR-AGEN,0.04,2026-03-10T18:02:43Z,2026-03-10T18:02:51Z
0e35fcd0-4239-a6b3-5c3d-4ade4f1cb229,69ad557b-b208-631b-8775-2e5c4322ab0d,EXT-824516,PTR-AGEN,0.04,2025-12-04T21:30:59Z,2025-12-04T10:40:32Z
914f88d1-d275-e91a-153d-efd592b85fa3,94e36914-3f19-2786-682c-abce3cf4b5dc,EXT-529115,PTR-AGEN,0.04,2025-12-05T00:01:21Z,2025-12-05T18:26:10Z
2f62b7c0-1488-ccdd-e67e-8410a87f45e9,d7912396-30ed-8fa0-5c84-08eabc951dcf,EXT-119685,PTR-AGEN,0.04,2025-08-11T11:40:49Z,2025-08-11T18:47:49Z
b1031956-99ee-6019-12b5-5b7e717b0970,b83e6241-2645-b07e-a589-6a4697d1285c,EXT-557161,PTR-AGEN,0.02,2025-04-24T21:11:46Z,2025-04-24T17:15:14Z
3bf06bb7-ab9b-95e8-456a-59839a8de1d4,81fd973a-ecaf-1e9c-ba4a-6904c4ec4baf,EXT-492888,PTR-FIN,0.04,2025-06-17T10:30:02Z,2025-06-17T09:37:24Z
076771cd-3784-045c-6070-96f9058ede60,73e7c066-6fbc-b0e6-59ef-9dcb9fa369dd,EXT-982820,PTR-FIN,0.02,2026-04-27T04:08:00Z,2026-04-27T13:08:37Z
1ddc0a70-b559-627c-b0a4-dd81af230b07,7ff467ea-61d5-f3fb-cca3-d9a26e351297,EXT-856191,PTR-AGEN,0.05,2025-01-18T09:46:59Z,2025-01-18T23:58:20Z
d701d661-33be-567b-13a6-975f92f2542b,ff7d6af0-6cdf-56b9-84c5-edc57f3822aa,EXT-440037,PTR-AGEN,0.02,2026-07-10T17:08:45Z,2026-07-10T07:55:08Z
32464476-349c-fdc9-216f-89624288c117,ee6f6fb1-06cc-4e20-cdbe-f577376fb871,EXT-554626,PTR-AGEN,0.02,2025-03-18T07:17:29Z,2025-03-18T13:34:19Z
b18ab302-2d83-9371-f800-2484fa9ec834,ad0e690c-4cd1-42af-2e49-e5fa2f7d255b,EXT-642013,PTR-FIN,0.05,2026-07-12T23:10:31Z,2026-07-12T15:28:12Z
f5600628-d4ac-bda4-609c-429099ef7706,1631fe3b-19b9-d643-5441-29e076b5c223,EXT-403983,PTR-AGEN,0.03,2026-03-05T17:39:20Z,2026-03-05T01:03:15Z
ac1e31f8-255a-1b58-494c-5cec4a17556c,39932035-b6f0-cebb-e3c2-f941f785fa4a,EXT-887099,PTR-AGEN,0.04,2026-03-07T17:23:38Z,2026-03-07T09:51:27Z
3eb5fb65-d8f2-3218-aa1d-42a7d9322cd2,b2671073-1d15-684b-f04b-a9acb176026b,EXT-903606,PTR-FIN,0.02,2025-05-08T18:56:00Z,2025-05-08T00:30:07Z
5998156a-219d-4131-9c83-a25101affdc4,6c52822b-6e07-cd2b-938c-ff72e514dd60,EXT-203718,PTR-AGEN,0.03,2026-06-06T20:27:39Z,2026-06-06T19:51:39Z
cc0bcdae-31da-d0fb-1f63-af4e87337f43,1a9bdba0-ffe1-4332-a355-6507622297f6,EXT-683810,PTR-AGEN,0.02,2025-11-30T09:56:59Z,2025-11-30T17:11:21Z
2402f234-fd88-a5ea-5f36-aa825603892e,515d1786-b816-9654-428c-76ff3e53da88,EXT-649210,PTR-AGEN,0.05,2025-07-25T15:05:09Z,2025-07-25T02:59:25Z
e1965d0c-0894-a2b9-c0e7-822e900012db,bd9a677f-7d5a-189f-83fb-60097197baf2,EXT-174247,PTR-ECOM,0.04,2026-02-16T03:24:03Z,2026-02-16T21:09:41Z
1c4c83d0-8784-960a-3102-f058c0311877,5795f4cc-a98d-a42f-e19e-bbfa2381d776,EXT-571286,PTR-ECOM,0.04,2026-03-17T15:53:08Z,2026-03-17T04:06:33Z
c93c7f68-4ab9-fead-99a5-67237f8954ae,2bb9f1ee-7b3d-a428-73d2-eaf642b6016c,EXT-598659,PTR-FIN,0.04,2025-02-28T20:29:45Z,2025-02-28T04:19:53Z
3cf7ef74-1ab4-ae86-ce2f-bd9124345262,70944982-b479-2c47-fb5f-b74823761d96,EXT-776070,PTR-AGEN,0.03,2025-07-19T09:47:37Z,2025-07-19T08:05:26Z
af0f4712-75fa-566a-25dc-fa70d38df0ba,2a8dbf33-d153-bd07-c2d4-c37ef67effd9,EXT-597342,PTR-AGEN,0.02,2025-10-16T00:03:21Z,2025-10-16T19:25:21Z
4cc6858c-ec77-14fa-4fce-3cd009d87809,c114b8a3-8af8-7744-652a-de8ccfac1d66,EXT-600118,PTR-ECOM,0.03,2025-01-17T13:18:39Z,2025-01-17T01:18:37Z
b4b7cdc3-4038-b802-f4e5-bf3363cd8f94,10205318-f11e-232c-14a8-721832816c55,EXT-527409,PTR-ECOM,0.02,2025-10-27T00:41:32Z,2025-10-27T01:31:12Z
66cbe17d-1d69-25c5-c14d-8fad299ee8b7,3777348d-2cd8-4b28-9471-34d560847dfa,EXT-741515,PTR-ECOM,0.03,2026-02-28T00:28:45Z,2026-02-28T07:17:37Z
e2fa829b-e602-eb54-8d97-790c5d25a534,e2e596e1-d343-137a-7909-f60d5091f248,EXT-717948,PTR-FIN,0.04,2025-09-22T05:54:37Z,2025-09-22T14:02:04Z
aa0781be-fe33-e00f-822f-e727712c3591,f20ab944-3bc9-3dd8-3927-7c3ce2645cfc,EXT-755014,PTR-FIN,0.05,2026-06-04T07:08:10Z,2026-06-04T07:07:12Z
af286cff-ad1e-261a-5a71-b7c9fff58fd9,5a145472-ba26-6383-510a-7470a1d38000,EXT-922479,PTR-AGEN,0.04,2025-02-16T05:55:25Z,2025-02-16T10:11:23Z
404adf22-5438-e63c-e64a-86807808120c,97fa13f2-3e5f-3d3a-93e6-7289fbc8cde9,EXT-750023,PTR-AGEN,0.04,2026-01-30T20:47:22Z,2026-01-30T00:45:54Z
1c728808-4f0b-9a25-bee0-c23f8c8f3b6f,5b56f362-51f0-d213-7326-7ce70367d8f1,EXT-784534,PTR-AGEN,0.05,2026-02-20T07:30:46Z,2026-02-20T03:07:07Z
22aba700-f432-fed5-ad1a-f4a0791222ad,d2fdd67b-7474-9456-4f4b-7eb48fbcb9f4,EXT-773126,PTR-AGEN,0.04,2025-05-25T23:41:01Z,2025-05-25T18:06:06Z
79508752-b69c-5a3a-c256-b82ddb270683,a1e319e9-50a1-9c55-f6a6-74ae49533624,EXT-966843,PTR-AGEN,0.02,2025-12-15T04:10:57Z,2025-12-15T15:22:15Z
754ba645-467e-ac2d-b1ef-aabdc83a2a06,6368e97f-931b-79b8-284a-273f05cf23d0,EXT-634746,PTR-ECOM,0.02,2025-04-25T01:42:07Z,2025-04-25T12:43:49Z
11b105e5-6d43-da22-d4ac-5010aedbf28f,d45cef8f-3b77-476a-7806-dffc3a44b8f4,EXT-485311,PTR-ECOM,0.04,2026-03-31T20:44:22Z,2026-03-31T08:09:32Z
267b8303-3ea4-e031-a502-d3010d477d68,ba86db27-d6fa-688f-bf1b-35cd220fcce0,EXT-282037,PTR-AGEN,0.05,2025-07-25T17:06:48Z,2025-07-25T07:59:28Z
b946c536-c1a7-48c9-6e79-ce25951c380a,e47f98d2-e499-51d8-a6a7-47c28fb457a3,EXT-364866,PTR-AGEN,0.04,2025-05-14T01:10:20Z,2025-05-14T13:00:45Z
a27a51eb-13f2-4aed-08bf-e7a324674f58,bad22cde-03ac-ef29-ae73-abe148a0249b,EXT-934887,PTR-AGEN,0.02,2025-12-28T08:41:10Z,2025-12-28T12:37:57Z
4f3a90a2-ba2e-197c-b457-b6d6fb6bf343,8d4ba57c-9a0a-15e1-5d68-d5521a7e663a,EXT-375936,PTR-ECOM,0.04,2025-10-14T09:03:02Z,2025-10-14T02:42:18Z
2dc6794d-f6fa-879e-24b6-69c33fddce1d,a3e16596-b937-e57c-da9c-34081c0ad7a9,EXT-461637,PTR-AGEN,0.02,2025-08-19T13:21:11Z,2025-08-19T19:44:55Z
0c3ef0c7-6417-329f-c884-478399c378a1,ac3c6a0b-5372-1196-3c53-4a41b26d1fc4,EXT-481259,PTR-AGEN,0.05,2026-02-12T11:38:24Z,2026-02-12T16:44:12Z
8af7ab4d-31e3-7d69-ee70-b90359bd5e6c,622d31ba-8849-b956-efff-5eb5c7065d0c,EXT-371121,PTR-AGEN,0.03,2025-09-25T21:09:51Z,2025-09-25T09:43:18Z
9f148ddb-d953-c64d-68bd-c3187e137155,8031ef4e-cf61-f9c1-6cbb-8321e2b7bda3,EXT-825053,PTR-ECOM,0.04,2026-03-30T10:00:41Z,2026-03-30T20:26:32Z
65944642-c81b-8e4d-852d-ce8c8e225e19,0ff3f12a-3c40-cd4e-adc8-6e13b98b7937,EXT-968890,PTR-AGEN,0.02,2026-04-24T12:42:17Z,2026-04-24T08:40:14Z
e2dfdb66-7f5c-4cb8-1b31-a0450dbf28b2,f06f61e2-9b44-196e-0a69-9f12f323db8c,EXT-157700,PTR-AGEN,0.02,2026-04-15T07:01:54Z,2026-04-15T13:10:03Z
73d183b2-7fc5-8ae1-d147-e0ad03ec8d00,6762b5e0-2b1e-9544-0ce8-34f683cf63c2,EXT-220510,PTR-FIN,0.05,2026-01-27T10:22:14Z,2026-01-27T00:24:43Z
3295b14e-3359-4232-881b-9a8457e15610,ae222bfe-cce3-0bb9-4ea9-d3f7be74a4c8,EXT-692866,PTR-AGEN,0.04,2025-06-15T17:39:41Z,2025-06-15T23:22:02Z
94c64900-1829-40ca-093e-de4d79e10f0c,3755c862-6fb0-cce8-fa6f-ef4ce50bfa78,EXT-576816,PTR-AGEN,0.05,2026-04-22T01:21:23Z,2026-04-22T21:33:37Z
3b8880c7-bc0b-cb6f-3cef-8a012bf39ece,db16f1e4-8755-3e01-6233-4a8b3f90b5b6,EXT-307443,PTR-AGEN,0.04,2025-06-17T23:11:51Z,2025-06-17T12:40:30Z
8ee04d67-8e08-88c6-0419-0b46f16777df,2ceeaec8-c123-53ae-bf0c-eb784bc89605,EXT-945959,PTR-AGEN,0.05,2025-11-26T19:30:09Z,2025-11-26T16:22:34Z
543b8658-33db-ccb9-d954-3bc2890ac453,89055d64-3545-02cb-a115-3f91ec672880,EXT-964877,PTR-FIN,0.05,2025-06-20T11:21:05Z,2025-06-20T22:43:16Z
4ce2b4ea-f12e-b0bb-6d2e-78739dcb5cb0,edd88024-58c3-fddf-59c5-28706a863c1b,EXT-255954,PTR-AGEN,0.02,2025-01-04T01:18:26Z,2025-01-04T19:42:35Z
00345aae-7593-97e2-1c52-cf22453db8f6,93708e24-96fe-444d-c75f-95521c42dd49,EXT-374985,PTR-AGEN,0.05,2025-05-22T16:56:44Z,2025-05-22T09:27:40Z
836c9cf5-e37b-b2e6-ffbe-a2d7379e15ec,9e2bd964-db44-f88b-ccb6-1a1b64452c13,EXT-674122,PTR-AGEN,0.05,2026-03-03T02:42:42Z,2026-03-03T13:39:41Z
4e2939f0-88e7-b2ae-2abf-542d2c139ade,cc206997-2256-9a84-bb49-331c5fa7ef49,EXT-598553,PTR-AGEN,0.05,2025-09-26T21:35:52Z,2025-09-26T12:41:07Z
664d0c88-a309-c4c9-33d3-f5f9296bb85e,3d466657-b22c-00ab-4fcf-53c5d45c6706,EXT-349792,PTR-AGEN,0.05,2026-06-14T19:44:06Z,2026-06-14T23:51:47Z
7bb80462-c4fc-f595-0d91-3ffaaa81a273,8225d52e-f7b6-2365-ec0e-b9953c9b9db0,EXT-483348,PTR-AGEN,0.03,2025-03-11T03:36:10Z,2025-03-11T11:33:55Z
1d9bc202-3a2c-6607-a711-32901973e10c,4057c5f9-ab5b-3c9f-6d09-879b419c6043,EXT-624474,PTR-AGEN,0.05,2026-03-29T22:10:45Z,2026-03-29T19:47:42Z
e1ed83de-a753-1d02-ac9c-592ad12f2ba5,0430a7c6-2b9c-1f09-e5b5-323d9ba8aad2,EXT-224173,PTR-AGEN,0.03,2025-06-07T20:51:19Z,2025-06-07T02:41:23Z
4820e803-e5a8-7daa-f6bf-89000afe25e7,0ee5fa8e-69cd-c2a5-7e37-f879d41b5eb4,EXT-910638,PTR-AGEN,0.04,2026-01-29T03:30:27Z,2026-01-29T08:19:04Z
4a2c3434-a70c-573b-9a72-c8d152dcf5b2,525a1ce6-62db-181f-c27c-da97f46ad925,EXT-554147,PTR-AGEN,0.03,2025-09-12T12:47:34Z,2025-09-12T04:55:11Z
20ed917a-0857-d803-20a6-40475c43d64f,724840aa-b9e9-15c7-36f9-f4c19aa6f28b,EXT-539311,PTR-AGEN,0.02,2026-03-31T06:30:56Z,2026-03-31T14:22:48Z
5cd57f19-4193-4cbf-9d69-cc4005099a45,24f30a87-d0d3-6943-8efa-d613111c26d3,EXT-353275,PTR-AGEN,0.05,2026-05-05T19:24:33Z,2026-05-05T07:57:53Z
1615c7a9-a986-de56-24a5-4768530ae567,76dcadb2-ec14-e0c2-5ad3-7fa4029b680d,EXT-641945,PTR-AGEN,0.05,2025-09-11T19:50:33Z,2025-09-11T17:10:49Z
6896ef2d-fed6-4360-fcaf-5ab64536acb6,744b6ede-b538-2451-0664-aa1201269d7b,EXT-395812,PTR-AGEN,0.03,2025-11-08T14:37:09Z,2025-11-08T10:29:42Z
71d808bf-0afb-035c-cd44-e9254f9d9a15,72b0b877-ae4b-b39f-9226-f5039ee362b1,EXT-496979,PTR-AGEN,0.02,2025-07-19T11:10:11Z,2025-07-19T08:09:23Z
44564b0f-4d89-56e1-b675-853ea46079fa,c498e426-1601-f7a4-d732-1baa725a8a60,EXT-299618,PTR-FIN,0.02,2025-12-20T13:14:02Z,2025-12-20T11:33:45Z
