id,loan_id,lender_account_id,nominal,fund_ratio,status,created_at,updated_at
7a34a9e1-6367-0495-ef1a-11bb7ecf956b,6649f33d-a840-ffe4-f1a4-a7b318c568c8,d6efe797-ffed-99e7-c270-c7ca421d9118,325000.0,0.13,closed,2025-06-21T16:54:59Z,2025-06-21T14:12:56Z
3bbb3044-c513-e2d4-a21c-01bb176700c2,6649f33d-a840-ffe4-f1a4-a7b318c568c8,e891659a-a241-1969-f96b-2440bf25700b,850000.0,0.34,closed,2025-06-21T13:38:01Z,2025-06-21T15:52:06Z
3e60c31e-b2cd-5d00-d0df-4c714d2a63d5,6649f33d-a840-ffe4-f1a4-a7b318c568c8,40775ca4-0a08-d217-2617-a0c24694e10d,1325000.0,0.53,closed,2025-06-21T06:12:52Z,2025-06-21T03:48:32Z
0f9312d7-1456-e57f-daf5-e992e0355644,76412469-5e2f-3eac-c660-7a01782b3f48,bd914b51-617d-41f1-0c84-949b47bcba26,375000.0,1.0,closed,2026-02-06T16:50:11Z,2026-02-06T02:56:00Z
9cfa8e3f-ca73-0fe1-12d1-49e4fb4b936c,6bd26fbc-98ce-311f-9db6-6e73f6a154b8,258df6d0-c4e9-3633-1d88-1810c15dfbed,5000000.0,1.0,active,2026-04-01T11:41:31Z,2026-04-01T11:49:00Z
4d8a1145-7aee-da24-4774-bf2ff94680fb,a7599586-9102-a95b-5886-5b7f9001f4bc,9fdbc05b-f83d-d842-82b5-af2e761b2aa8,1200000.0,0.6,active,2026-02-05T09:57:54Z,2026-02-05T21:35:03Z
0d6ed44c-07a5-7a08-be64-d97574d4b725,a7599586-9102-a95b-5886-5b7f9001f4bc,32583a5a-a26b-ad52-8156-25717c3f2e93,800000.0,0.4,active,2026-02-05T06:54:39Z,2026-02-05T13:33:09Z
cc848e48-5edf-c81d-9dae-80f1c74bd7ed,69722982-2d58-d92b-a669-c0df0de26a2b,34fc6efb-cfab-9ebf-c628-f1b623474fd3,860000.0,0.43,closed,2025-10-24T08:11:06Z,2025-10-24T06:10:45Z
fc2833d1-576b-5e3c-b6a6-556cf26cb93c,69722982-2d58-d92b-a669-c0df0de26a2b,f15ee274-5de1-9169-4ded-c3e333890022,360000.0,0.18,closed,2025-10-24T07:03:29Z,2025-10-24T20:20:52Z
44e37e3a-9b6c-5d55-1901-4a20867cc256,69722982-2d58-d92b-a669-c0df0de26a2b,338cefb5-4559-85cb-9536-92246ec971e2,780000.0,0.39,closed,2025-10-24T04:38:37Z,2025-10-24T12:47:07Z
70ce3689-a6c8-ab65-7620-3e8ca4b76751,70a205cb-8491-1829-e777-8bb81df59929,d6efe797-ffed-99e7-c270-c7ca421d9118,2600000.0,0.26,closed,2025-12-28T23:53:30Z,2025-12-28T15:40:36Z
225430fb-173c-2249-4d24-7cafeec74e74,70a205cb-8491-1829-e777-8bb81df59929,40775ca4-0a08-d217-2617-a0c24694e10d,7400000.0,0.74,closed,2025-12-28T09:47:29Z,2025-12-28T21:40:13Z
7ebdce96-8aa1-8523-6c2f-efd8954a79cd,481f62df-27f5-1bff-d04f-bdbffb2e4d32,f2db32a0-0bb6-6a5c-9802-62bf101aab6e,23500000.0,0.94,active,2026-06-04T08:48:14Z,2026-06-04T21:02:59Z
69327c7d-7667-3b93-291f-552a58c18f69,481f62df-27f5-1bff-d04f-bdbffb2e4d32,edc97b5f-c7ec-8e28-c792-0e39e9179ed6,1500000.0,0.06,active,2026-06-04T11:38:47Z,2026-06-04T21:46:21Z
9d3013c9-7716-1c3e-a830-f33160a88f49,641ac3b1-25bd-e37d-2415-0dac9bb160eb,d43ba268-7b2e-2162-3bb7-decda8a37b1e,680000.0,0.68,closed,2025-04-29T16:35:39Z,2025-04-29T12:51:12Z
dd6deaa4-87e2-b4b2-48b6-1dca93632c20,641ac3b1-25bd-e37d-2415-0dac9bb160eb,3d67ff3a-3b07-ad70-11f8-a09cfa601dc6,320000.0,0.32,closed,2025-04-29T05:24:51Z,2025-04-29T01:26:10Z
c57f0076-ed16-5dc6-f7db-4b08d38a9e45,aaed3cd3-5529-ffab-ddca-c225e492d3bc,374e3334-a734-fece-a0b8-7a4d3daa3da2,900000.0,0.6,closed,2026-01-31T09:45:48Z,2026-01-31T13:20:26Z
af196b01-0f78-5332-b342-acea51c2ca52,aaed3cd3-5529-ffab-ddca-c225e492d3bc,d6a5ce23-7a4f-9357-27ad-2860dbeb787a,270000.0,0.18,closed,2026-01-31T03:57:13Z,2026-01-31T23:15:12Z
e16698c6-62ab-3c20-089d-283839be7ec1,aaed3cd3-5529-ffab-ddca-c225e492d3bc,253978b2-6ed2-6fca-d7be-86ef9cc24a68,330000.0,0.22,closed,2026-01-31T14:42:53Z,2026-01-31T03:55:16Z
9b7658f1-ac42-824c-151c-fd2e743eb8bb,4474cd8c-ed53-8ff4-8ecc-87d071145d85,44d95abd-1311-49b2-2f01-5d847c61cf8b,1500000.0,1.0,closed,2026-05-01T23:22:55Z,2026-05-01T05:05:43Z
eea1e0e3-0792-d6be-e41c-19a04b522e90,78b1a079-de50-4ec1-af76-6ab08e88b624,f514cb3c-37bd-fdd4-f9ec-8cb35c265d31,1040000.0,0.52,closed,2025-04-26T06:01:17Z,2025-04-26T06:30:18Z
440661ab-0008-511e-82b3-bf9da163fb24,78b1a079-de50-4ec1-af76-6ab08e88b624,d6efe797-ffed-99e7-c270-c7ca421d9118,160000.0,0.08,closed,2025-04-26T03:35:18Z,2025-04-26T04:22:01Z
06cb83b5-dccd-2d5f-1a36-e5d95ef6381f,78b1a079-de50-4ec1-af76-6ab08e88b624,258df6d0-c4e9-3633-1d88-1810c15dfbed,800000.0,0.4,closed,2025-04-26T10:47:08Z,2025-04-26T13:22:40Z
baf2bb94-bd69-05ee-5b29-ed0f3fc7763d,fa3693bd-4de4-ba71-81df-9a01133837d6,253978b2-6ed2-6fca-d7be-86ef9cc24a68,5460000.0,0.91,closed,2025-12-30T10:58:00Z,2025-12-30T20:49:04Z
510547e4-3ecd-d573-97a4-a34c09163ddd,fa3693bd-4de4-ba71-81df-9a01133837d6,16b8e48d-401b-ccf1-053a-0559d02deec9,540000.0,0.09,closed,2025-12-30T20:48:50Z,2025-12-30T13:12:28Z
16f937dc-18f2-7102-39fb-fc6d4c18e614,f9f19228-8761-7535-035c-225452b67d01,c060a112-d794-6244-5618-a39e947782c6,2500000.0,1.0,active,2026-07-15T14:07:25Z,2026-07-15T00:01:26Z
6da7ea8f-e30f-5082-1a3e-e1e9029c6f6d,bc49ae79-81fc-4a7f-30db-a7ea5a16bcc6,f514cb3c-37bd-fdd4-f9ec-8cb35c265d31,1500000.0,1.0,closed,2026-06-03T08:16:20Z,2026-06-03T03:48:41Z
921f996d-bc92-840d-dbd6-dbd6ecea652c,44e9de81-fd4f-b29b-d525-ecbe2490be31,2cae1100-0c80-fd16-8579-9d61c4d87b1e,365000.0,0.73,closed,2025-04-01T03:04:31Z,2025-04-01T01:45:54Z
d6d7ae3b-fd9f-a24b-8848-99bda5e14d7b,44e9de81-fd4f-b29b-d525-ecbe2490be31,d6a5ce23-7a4f-9357-27ad-2860dbeb787a,135000.0,0.27,closed,2025-04-01T18:30:51Z,2025-04-01T16:49:52Z
b63d4ced-9a4b-67c9-bfb3-dee7cf97b5e1,5b0d3af0-9cd4-0dff-f501-cb35f7fb2bf6,16b8e48d-401b-ccf1-053a-0559d02deec9,10000000.0,1.0,closed,2026-04-07T16:51:39Z,2026-04-07T21:15:59Z
0b954d71-f036-3000-a5c8-3dadcd0168ae,f4c5c2d4-f836-315a-299c-4d5efea4284c,f514cb3c-37bd-fdd4-f9ec-8cb35c265d31,2400000.0,0.3,closed,2025-04-28T06:30:35Z,2025-04-28T08:38:43Z
a0bf822d-9c29-0ebe-0b0f-451c4d4617f1,f4c5c2d4-f836-315a-299c-4d5efea4284c,edc97b5f-c7ec-8e28-c792-0e39e9179ed6,5600000.0,0.7,closed,2025-04-28T13:39:39Z,2025-04-28T07:07:35Z
17eec863-8ffd-6236-9afc-5c64a478bc1d,d7229387-f21a-4b0b-c8be-af38b93fd3f4,ac7ae6fd-34bb-053f-aaf4-acc3bbe09f7c,720000.0,0.4,closed,2025-01-09T18:14:19Z,2025-01-09T13:00:53Z
9799e5d2-2cdd-4a1e-4bb6-826ef2f25c4c,d7229387-f21a-4b0b-c8be-af38b93fd3f4,f2db32a0-0bb6-6a5c-9802-62bf101aab6e,288000.0,0.16,closed,2025-01-09T20:39:07Z,2025-01-09T16:21:45Z
11cea6cf-47bc-0331-76dd-de8130e052ea,d7229387-f21a-4b0b-c8be-af38b93fd3f4,968a3936-b9c7-ef5f-a1f1-7ffac470773e,144000.0,0.08,closed,2025-01-09T14:13:17Z,2025-01-09T04:59:54Z
2c17607b-5ca6-ec91-3a45-15db17d2ae9d,d7229387-f21a-4b0b-c8be-af38b93fd3f4,d98f6247-7f7d-56b0-1d8a-1bea7ab44331,648000.0,0.36,closed,2025-01-09T16:42:18Z,2025-01-09T12:40:20Z
1ee40039-7003-a10c-f11e-f33cf52266e8,f2378f67-e149-6332-342e-c03242ae54b0,cff60f81-a3f8-56ad-213f-066274dc5c45,8500000.0,0.85,closed,2025-03-07T16:31:00Z,2025-03-07T19:57:52Z
aa95e5c4-84ef-47e3-c8dd-a2bae717ead3,f2378f67-e149-6332-342e-c03242ae54b0,258df6d0-c4e9-3633-1d88-1810c15dfbed,200000.0,0.02,closed,2025-03-07T01:41:45Z,2025-03-07T13:44:13Z
a6bdcab9-1d21-8092-692e-5d6919f8c04f,f2378f67-e149-6332-342e-c03242ae54b0,eeaa3d41-677e-dd48-6721-7c7de401203a,1300000.0,0.13,closed,2025-03-07T14:05:57Z,2025-03-07T07:09:56Z
bacde2d3-5162-f6f3-4d61-f2c97789bd94,2c8b0b13-9a6e-8ee9-ad00-43c32d817ff7,6843befe-0f4c-4a7c-991a-3225a17946c5,135000.0,0.36,closed,2025-09-08T20:51:04Z,2025-09-08T05:01:17Z
3d9be4d7-3d9d-b0d0-9749-99f590caaa72,2c8b0b13-9a6e-8ee9-ad00-43c32d817ff7,405783c5-cb27-c84f-5a04-ec24779d04a8,240000.0,0.64,closed,2025-09-08T12:41:35Z,2025-09-08T08:29:50Z
3a2d67fa-881b-1670-d8f7-44f90abd9f71,29a27873-f97b-5854-a8b0-960eb6c91cbf,f15ee274-5de1-9169-4ded-c3e333890022,1500000.0,1.0,closed,2026-06-12T10:04:24Z,2026-06-12T22:51:48Z
f86e9e5c-e54d-0f63-55ed-b663f029e67a,e2625a60-5a45-02af-c878-d537f89c78fa,8388de7f-2850-faaf-d107-5f01309fc847,12500000.0,0.25,active,2025-12-16T03:09:22Z,2025-12-16T07:32:47Z
fb29e01e-cbcf-029e-8cb2-5bf32154a578,e2625a60-5a45-02af-c878-d537f89c78fa,00fb3966-d6ed-a1b4-9ef7-6347b2eb9319,37500000.0,0.75,active,2025-12-16T09:21:06Z,2025-12-16T15:26:25Z
3d511690-f476-6302-a06e-cb9934dd5093,3261fa32-efde-6781-8155-1ab5beeaac71,32583a5a-a26b-ad52-8156-25717c3f2e93,1000000.0,1.0,closed,2026-05-29T16:36:18Z,2026-05-29T04:04:27Z
7ff4d57b-4da9-0fcb-d7ad-6ccd12aeae13,abb0ba86-5f35-f9bc-f51f-583e95b91496,3a75d36b-1539-aa8b-5a81-914191e03b7a,10000000.0,1.0,closed,2025-01-01T19:03:55Z,2025-01-01T23:26:47Z
b938342f-aebd-df4c-961e-3846d5ea6418,326db22c-2a88-5568-c032-b93bd244590f,d43ba268-7b2e-2162-3bb7-decda8a37b1e,1250000.0,0.25,active,2026-07-11T09:48:16Z,2026-07-11T15:09:56Z
0b3ce30f-7c7c-e510-b8de-7b8d79c9f588,326db22c-2a88-5568-c032-b93bd244590f,00fb3966-d6ed-a1b4-9ef7-6347b2eb9319,1350000.0,0.27,active,2026-07-11T11:43:55Z,2026-07-11T21:09:15Z
a98a63bf-e08a-03ca-d5f8-04dc5fab25cc,326db22c-2a88-5568-c032-b93bd244590f,3d97d879-ea39-b6b5-d5ca-314608b0dde5,900000.0,0.18,active,2026-07-11T17:43:41Z,2026-07-11T15:24:50Z
65b0aa02-d5a8-48f8-6707-77daaa1f0dcf,326db22c-2a88-5568-c032-b93bd244590f,d6efe797-ffed-99e7-c270-c7ca421d9118,1500000.0,0.3,active,2026-07-11T21:40:27Z,2026-07-11T21:15:05Z
72776598-6720-3990-8235-fa9e9f203e69,6b29aae6-f3ef-c1b9-27ad-bf5082638c52,44d95abd-1311-49b2-2f01-5d847c61cf8b,400000.0,0.08,closed,2025-09-21T17:14:47Z,2025-09-21T18:43:21Z
701e1226-b229-b519-a481-b7c3ce79a708,6b29aae6-f3ef-c1b9-27ad-bf5082638c52,d6efe797-ffed-99e7-c270-c7ca421d9118,2250000.0,0.45,closed,2025-09-21T19:45:02Z,2025-09-21T17:49:53Z
4709aa0f-a534-ccef-4f8e-022dd5dd12cc,6b29aae6-f3ef-c1b9-27ad-bf5082638c52,69d1eade-07c1-9cef-9d41-2a4bbbb7d2a4,2350000.0,0.47,closed,2025-09-21T20:43:27Z,2025-09-21T08:26:57Z
2b81c3dd-3f09-2eb3-0e30-ada92efccf94,dad0e762-9340-3070-4e28-a168f9955f43,338cefb5-4559-85cb-9536-92246ec971e2,1700000.0,0.68,closed,2025-11-05T17:06:24Z,2025-11-05T18:36:41Z
a0067b25-840f-2210-431f-608035fefc92,dad0e762-9340-3070-4e28-a168f9955f43,c060a112-d794-6244-5618-a39e947782c6,250000.0,0.1,closed,2025-11-05T08:21:12Z,2025-11-05T01:09:51Z
138f24c9-6f2e-ca55-b273-df2165cd36a2,dad0e762-9340-3070-4e28-a168f9955f43,63d75a17-d7bd-fae4-139b-2cae84fb84f8,550000.0,0.22,closed,2025-11-05T10:21:29Z,2025-11-05T03:36:25Z
dd8efd1a-0536-458a-8474-89aa1864ece0,d7fa445e-6114-326f-4166-7a050bf04445,edc97b5f-c7ec-8e28-c792-0e39e9179ed6,450000.0,0.09,closed,2025-09-24T00:22:12Z,2025-09-24T06:51:42Z
8e01bcb5-bdb9-6fa2-1d4b-29151b19b79c,d7fa445e-6114-326f-4166-7a050bf04445,396d8df1-6ea3-05d9-3964-b226e445d185,4550000.0,0.91,closed,2025-09-24T10:08:36Z,2025-09-24T12:35:15Z
7163fa11-ebdf-6524-e074-11801a50f455,61299132-04d5-3e10-0415-a108e9d77502,32583a5a-a26b-ad52-8156-25717c3f2e93,2000000.0,1.0,closed,2026-01-29T08:40:22Z,2026-01-29T10:19:42Z
fcb48db7-62e7-e902-a6e5-6e6217a511ea,4e08b287-d10a-3542-72ef-81c040a69e93,735c05fb-965e-7232-1dcb-c80ce7e7fdfc,1035000.0,0.69,active,2026-06-01T17:25:16Z,2026-06-01T10:59:12Z
fc9a1309-ea51-608c-2115-c9623bb76057,4e08b287-d10a-3542-72ef-81c040a69e93,d43ba268-7b2e-2162-3bb7-decda8a37b1e,465000.0,0.31,active,2026-06-01T09:32:18Z,2026-06-01T00:47:28Z
94a40252-6967-8afd-6a97-fb83d64b2d11,e61c2705-1fc0-ad32-e3aa-d68d4c74feae,0253e03d-3031-4cfd-a104-256335fe5280,1200000.0,1.0,active,2026-07-01T05:28:22Z,2026-07-01T15:49:26Z
3cd62b31-8ffe-ae82-3dfe-5849a6903a4c,a1f94818-4b89-6725-b4fa-f4d0a60c1aec,03b188cb-0e2f-76cc-3e65-105125a81b18,50000000.0,1.0,closed,2025-02-07T02:47:40Z,2025-02-07T07:01:01Z
a64f1b34-9b81-cc88-6d86-d876fa235395,bb45dac0-7863-c703-b7c8-f9b2054e1ff1,405783c5-cb27-c84f-5a04-ec24779d04a8,19600000.0,0.49,active,2026-06-24T10:55:45Z,2026-06-24T20:28:03Z
9cd1bf5b-5f96-ba5a-439f-e7a50b3b011c,bb45dac0-7863-c703-b7c8-f9b2054e1ff1,fba26db6-57e3-6ecf-c45c-a20044e2721f,20400000.0,0.51,active,2026-06-24T20:53:32Z,2026-06-24T18:42:57Z
58254e82-a1e9-bc19-9981-bc07ab94eaa9,90356ce0-349d-9b3b-2161-7140341d2e2f,73e46a7f-fe78-ea20-e41b-66d413c6bbdc,2300000.0,0.23,closed,2025-06-15T06:54:38Z,2025-06-15T13:24:30Z
927cb44a-8580-598f-761a-fc6d8fee0b9a,90356ce0-349d-9b3b-2161-7140341d2e2f,40775ca4-0a08-d217-2617-a0c24694e10d,7700000.0,0.77,closed,2025-06-15T20:27:46Z,2025-06-15T09:58:27Z
c3ef6540-eb0a-de34-6bc5-81abc92682c9,162bf3f0-ea2c-76b2-f8d1-faa34e8b2077,9ccb71bb-496f-0461-d577-9c4d626bd7a3,7100000.0,0.71,closed,2025-07-17T00:48:16Z,2025-07-17T21:57:00Z
3789ae41-de5b-b68e-4177-a2a5bcb85efc,162bf3f0-ea2c-76b2-f8d1-faa34e8b2077,ba166c5c-caa5-2d42-ef20-0cfcd93d5237,2900000.0,0.29,closed,2025-07-17T20:55:50Z,2025-07-17T14:37:28Z
570bcdb5-caef-e3cf-ce47-4c2557bc6cb4,f46ceaeb-f75d-cb79-5309-7d11bb4d4aee,2ff40784-5523-c247-6740-8449359836a3,900000.0,0.45,closed,2025-04-12T16:34:39Z,2025-04-12T04:10:46Z
16f5c09b-499f-6fa1-02af-1b6de526e7b0,f46ceaeb-f75d-cb79-5309-7d11bb4d4aee,fba26db6-57e3-6ecf-c45c-a20044e2721f,1100000.0,0.55,closed,2025-04-12T06:19:06Z,2025-04-12T07:17:21Z
500681dd-5139-3493-83ed-d441e0de8e7c,5deb83e8-2445-fa83-f5fc-f4ba6aab3d5b,2ff40784-5523-c247-6740-8449359836a3,1620000.0,0.81,closed,2025-01-26T22:54:48Z,2025-01-26T23:00:47Z
b81cc448-95e3-e1d0-10ef-874c17e78cd0,5deb83e8-2445-fa83-f5fc-f4ba6aab3d5b,974a1460-d12c-e0f9-fb24-0dc7ecac31d3,220000.0,0.11,closed,2025-01-26T20:16:45Z,2025-01-26T16:03:19Z
8d74e03b-0434-c94f-6929-89afdaee8d64,5deb83e8-2445-fa83-f5fc-f4ba6aab3d5b,d6efe797-ffed-99e7-c270-c7ca421d9118,160000.0,0.08,closed,2025-01-26T14:14:42Z,2025-01-26T21:34:49Z
a49c887f-f598-ff87-1c32-4e596caf79c5,52db8bd0-5cf2-0c54-0cd0-91deb1132d1f,5aa8996f-9362-21d7-26d9-d489532c0f34,44000000.0,0.88,active,2026-06-22T01:20:22Z,2026-06-22T05:55:46Z
846f90f4-2fdc-a128-dc5d-f98474c11321,52db8bd0-5cf2-0c54-0cd0-91deb1132d1f,c4e4e575-195e-a4d3-8922-4217be26e7c6,6000000.0,0.12,active,2026-06-22T12:50:34Z,2026-06-22T21:34:12Z
04933d8f-20ae-7cd0-48e6-78a21a99e8b5,15c044a0-40f0-7735-a340-5971873428ce,f15ee274-5de1-9169-4ded-c3e333890022,10500000.0,0.42,active,2026-06-07T04:14:18Z,2026-06-07T15:05:10Z
0d30a7cb-7791-a2e0-1391-ce077d918058,15c044a0-40f0-7735-a340-5971873428ce,c4e4e575-195e-a4d3-8922-4217be26e7c6,14500000.0,0.58,active,2026-06-07T12:08:35Z,2026-06-07T18:24:59Z
8a8e0b76-e903-2f7c-861c-b83ee8e7e18c,e3f69426-89a2-3963-9e27-8bd985a70362,c4e4e575-195e-a4d3-8922-4217be26e7c6,335000.0,0.67,active,2025-09-08T11:31:07Z,2025-09-08T22:36:27Z
6aba77fd-450b-b7db-f412-6b88c80046be,e3f69426-89a2-3963-9e27-8bd985a70362,e891659a-a241-1969-f96b-2440bf25700b,65000.0,0.13,active,2025-09-08T08:40:55Z,2025-09-08T12:11:57Z
9c9564ba-a12f-adb9-48d2-7b743ca6b351,e3f69426-89a2-3963-9e27-8bd985a70362,64371d36-b2f5-0d34-e74b-b03760790d15,100000.0,0.2,active,2025-09-08T22:55:30Z,2025-09-08T00:23:08Z
baea4d87-0b8d-7631-9218-9b98175a935b,5060f84e-c868-3f6e-268f-c4bcd5d2c982,253978b2-6ed2-6fca-d7be-86ef9cc24a68,6500000.0,0.13,closed,2025-05-31T14:03:40Z,2025-05-31T18:34:17Z
c446f41c-7485-1112-4c6b-82ee4649e453,5060f84e-c868-3f6e-268f-c4bcd5d2c982,e4732d6f-c6f8-c343-9a06-fb71325193bc,43500000.0,0.87,closed,2025-05-31T01:06:31Z,2025-05-31T02:12:37Z
3081d936-f201-fe38-1930-0fcdd4187533,6cd5290f-1f58-02b4-1972-faf48ad9ebd6,e891659a-a241-1969-f96b-2440bf25700b,3600000.0,0.36,active,2026-06-27T21:08:38Z,2026-06-27T19:41:40Z
02f1d37f-f0ac-12d0-9e57-ce9afaa5f3fe,6cd5290f-1f58-02b4-1972-faf48ad9ebd6,393dc164-d14e-bab5-494d-08e95ff6040c,800000.0,0.08,active,2026-06-27T09:40:37Z,2026-06-27T01:40:15Z
c2220f83-2bb1-e239-2c10-906d1ef4b799,6cd5290f-1f58-02b4-1972-faf48ad9ebd6,2ff40784-5523-c247-6740-8449359836a3,4000000.0,0.4,active,2026-06-27T09:47:16Z,2026-06-27T17:35:47Z
aabeddf9-f086-21c9-bea5-1a6b18ab4280,6cd5290f-1f58-02b4-1972-faf48ad9ebd6,64371d36-b2f5-0d34-e74b-b03760790d15,1600000.0,0.16,active,2026-06-27T16:29:34Z,2026-06-27T03:18:07Z
3a3ab59f-5af0-a7bc-1306-20267a31f51a,486e1e8e-1aa9-63e1-43bb-b504dc2db63d,d3b121f0-1746-edc7-78a1-a2bbf278b89d,170000.0,0.17,closed,2025-06-06T13:52:17Z,2025-06-06T23:57:31Z
9cc6dc96-aadb-76e7-54dd-4c2d21ad4501,486e1e8e-1aa9-63e1-43bb-b504dc2db63d,5aa8996f-9362-21d7-26d9-d489532c0f34,830000.0,0.83,closed,2025-06-06T05:17:02Z,2025-06-06T22:50:50Z
bfea99e8-ef32-94a7-7888-a59c48f56bc1,e2449b7b-2950-3ac0-0088-2458c68d8261,e4732d6f-c6f8-c343-9a06-fb71325193bc,125000.0,0.05,closed,2026-06-13T05:28:14Z,2026-06-13T20:08:26Z
2af50eea-58d0-a7ed-f083-979f72c9e59b,e2449b7b-2950-3ac0-0088-2458c68d8261,3d97d879-ea39-b6b5-d5ca-314608b0dde5,2375000.0,0.95,closed,2026-06-13T11:27:53Z,2026-06-13T12:55:25Z
ea1ed757-af20-a894-4e0e-f9f24429dc51,5a7262d1-ec6e-e290-0ff2-2faa91d43b5c,0253e03d-3031-4cfd-a104-256335fe5280,250000.0,0.05,closed,2025-04-11T09:00:48Z,2025-04-11T01:14:10Z
8fc69b74-6733-eb2e-a502-937764944cac,5a7262d1-ec6e-e290-0ff2-2faa91d43b5c,d98f6247-7f7d-56b0-1d8a-1bea7ab44331,1900000.0,0.38,closed,2025-04-11T10:37:48Z,2025-04-11T23:08:40Z
8c39c18a-86fd-125c-7fc0-9b976f57d73d,5a7262d1-ec6e-e290-0ff2-2faa91d43b5c,69d1eade-07c1-9cef-9d41-2a4bbbb7d2a4,2850000.0,0.57,closed,2025-04-11T23:42:14Z,2025-04-11T23:43:12Z
deaccbbb-bdc8-1bbe-4fac-4a8195f0ea3a,bdd3948c-d801-8ce1-0ab0-1e92116497b0,cff60f81-a3f8-56ad-213f-066274dc5c45,1000000.0,1.0,closed,2025-01-07T15:53:43Z,2025-01-07T15:03:56Z
3bc02d05-ea5c-34e2-c9fa-c808f9d46421,b8b0a3e4-47ed-1aee-9768-b739aed818f3,62190b56-fca4-bed7-afb7-e2ddb93c2a11,1650000.0,0.33,closed,2026-05-17T17:51:08Z,2026-05-17T02:36:46Z
52ed64d7-afc3-214f-5a97-cbebcb1c872e,b8b0a3e4-47ed-1aee-9768-b739aed818f3,d98f6247-7f7d-56b0-1d8a-1bea7ab44331,3350000.0,0.67,closed,2026-05-17T16:26:43Z,2026-05-17T02:44:01Z
04717429-d5e7-d63d-5abf-d11c528e6f18,d0f02c89-0b73-3f6f-0b79-dc86313db0fa,6c798656-d455-db73-f9b0-d009e29e3a6d,22500000.0,1.0,active,2026-06-07T04:29:55Z,2026-06-07T00:02:15Z
06f1915f-03c1-b829-fc9e-9ff03594c9d4,62450032-97e3-1ac4-0e2b-3d88a7a4b803,374e3334-a734-fece-a0b8-7a4d3daa3da2,500000.0,1.0,closed,2025-11-12T21:47:06Z,2025-11-12T03:03:14Z
