id,funding_id,amount,is_settled,is_signed,created_at,updated_at
d8601abc-2356-794f-fcd4-daa033d68259,d7287c60-1054-04d1-fd97-bfa7e8c80384,123333.34,True,True,2026-01-07T21:28:35Z,2026-01-07T16:20:51Z
5a292ca8-7474-c5a9-fa49-feb0f9726b7f,87e2b4b2-48b6-1dca-9363-2c20573a0010,290000.0,True,True,2026-01-05T02:49:42Z,2026-01-05T22:47:44Z
f73a9300-f820-d1dc-3b7b-173a2afa1290,df44a7dc-6b85-d435-0f8f-43ed7ac3d44e,120000.0,True,True,2026-01-05T20:18:27Z,2026-01-05T20:27:34Z
aaed3cd3-5529-ffab-ddca-c225e492d3bc,0cf1a243-30bc-2e8b-b716-8cfd72e2c742,220000.0,True,False,2026-01-05T10:20:01Z,2026-01-05T13:37:41Z
965792e8-bd4b-5e9a-2fe6-3468ff7ecffa,03cbb781-a926-a281-9b62-a4447166fb2a,2000000.0,True,True,2025-06-04T00:16:31Z,2025-06-04T22:47:12Z
a751ac13-72a6-5ce4-a436-2ccb8576c418,fc41d276-4c08-253a-4ebc-60dc5303cdd4,1500000.0,True,True,2025-11-28T15:43:45Z,2025-11-28T10:04:23Z
9cd55acf-b63c-7fdc-36ae-dd47455496f3,fc41d276-4c08-253a-4ebc-60dc5303cdd4,1500000.0,True,True,2025-11-29T22:03:04Z,2025-11-29T03:49:26Z
19fc684b-0c1f-2564-1ddf-7c625fa65f01,7b74880a-519c-f96e-240f-94e71567ebe8,385000.0,True,True,2025-10-31T06:37:13Z,2025-10-31T04:04:32Z
33327197-50d9-f86d-fa36-93bd4de4ba71,7b74880a-519c-f96e-240f-94e71567ebe8,385000.0,True,True,2025-11-01T10:20:29Z,2025-11-01T12:55:23Z
8b554ea3-7be0-fbbc-59f1-f1fc2bbfe22b,7b74880a-519c-f96e-240f-94e71567ebe8,385000.0,False,True,2025-11-02T00:07:21Z,2025-11-02T16:36:00Z
9c8f6ff2-d59b-79e8-2182-24761c9d02ed,027fe291-34da-56ab-46b0-c7d6c37ecce6,345000.0,True,True,2025-10-31T05:13:27Z,2025-10-31T17:42:12Z
612dc1c8-906c-9e48-fea1-3050f500bff4,0c901023-1eb1-920b-b91e-08b20f18f6a8,940000.0,True,True,2025-07-18T09:02:34Z,2025-07-18T01:23:07Z
a9e4be4c-7834-b0fb-0498-f2c445a3e578,f3b8184e-87bf-374f-bf61-45e9dc672221,800000.0,False,True,2025-07-18T18:13:40Z,2025-07-18T00:59:15Z
26261def-b8f7-3992-0c0a-2f9a4f0b7922,7b45881b-5c46-81f0-b352-4ba48a8deb8c,130000.0,True,True,2025-07-18T20:49:00Z,2025-07-18T23:34:22Z
f8948b18-e2d5-9a50-493a-fc812aaa0b5f,7b45881b-5c46-81f0-b352-4ba48a8deb8c,130000.0,True,True,2025-07-19T03:28:57Z,2025-07-19T00:19:14Z
1bfaa317-96f1-a61c-a45c-272cc194b654,029c6f6d-3533-31dc-fee7-075e08bd7984,2250000.0,True,True,2025-09-29T19:39:52Z,2025-09-29T08:20:47Z
d1e4ee68-c491-c041-8074-3ef2cea19d04,41fd582e-ced2-af98-4a2a-3ffd2fcaa19a,31666.67,True,True,2025-11-14T04:02:08Z,2025-11-14T00:51:31Z
47c9524d-a6d5-756b-a61d-92313707433e,41fd582e-ced2-af98-4a2a-3ffd2fcaa19a,31666.67,True,True,2025-11-15T05:36:17Z,2025-11-15T07:37:34Z
1f3ab33c-4a83-6583-fbbb-7cbab2131bae,41fd582e-ced2-af98-4a2a-3ffd2fcaa19a,31666.66,True,True,2025-11-16T01:16:54Z,2025-11-16T11:21:12Z
3cc600cf-cdfd-e13a-1816-eadfb1578309,a176fc08-04f5-19a3-a41c-e70809651147,135000.0,True,True,2025-11-14T03:01:56Z,2025-11-14T06:13:22Z
9b2d69fa-d597-a936-2f7c-fb31996a3986,a176fc08-04f5-19a3-a41c-e70809651147,135000.0,True,True,2025-11-15T19:37:16Z,2025-11-15T06:15:41Z
90dc9616-014d-398e-b658-3a5868fcb7fb,a176fc08-04f5-19a3-a41c-e70809651147,135000.0,True,True,2025-11-16T13:18:46Z,2025-11-16T02:01:03Z
26d42b91-9a15-0225-3f3e-0e8c7bb34b2f,a1b1dbdc-4b88-f0e3-4c22-71925b892aec,2000000.0,False,True,2026-06-12T11:20:19Z,2026-06-12T05:53:30Z
4b8cf898-9e8f-9f64-cf3d-b0c6c7d9a060,f372e9c3-8229-0c14-5257-84a0c639c50d,4916666.67,True,True,2025-11-25T10:11:14Z,2025-11-25T22:42:54Z
921bfcd4-6854-5c1a-91ee-6e391ce81be7,f372e9c3-8229-0c14-5257-84a0c639c50d,4916666.67,True,True,2025-11-26T17:27:03Z,2025-11-26T10:32:31Z
a8c9b0b6-e273-cf7d-4c82-ca1dbd53c6b9,f372e9c3-8229-0c14-5257-84a0c639c50d,4916666.66,True,True,2025-11-27T22:47:44Z,2025-11-27T19:56:19Z
cb0e384b-626a-a84c-678c-a4f33216e480,ca23d217-d28a-14c2-a16a-cc32e0a5c807,5125000.0,True,True,2025-11-25T12:03:09Z,2025-11-25T14:15:54Z
206ec393-b8e2-465f-6f2c-c58e2ffa52d0,ca23d217-d28a-14c2-a16a-cc32e0a5c807,5125000.0,False,True,2025-11-26T13:08:24Z,2025-11-26T22:10:04Z
f0200685-8264-eac1-be2e-ce4ce62710ee,553874b6-219f-7da1-52c3-c837a9cb7f4b,25000000.0,True,True,2025-06-13T05:14:29Z,2025-06-13T13:49:54Z
c65c80ba-2764-6718-707d-ca0843e1ebf0,843ab36d-ca0d-6280-f341-0e9780f0308f,2160000.0,True,True,2025-01-23T07:52:17Z,2025-01-23T23:11:28Z
5d188279-80e8-4572-33fa-46a9938a5837,b1f37c1b-14d5-5775-46d0-c0e05b8dfde9,840000.0,True,False,2025-01-23T05:27:47Z,2025-01-23T06:50:00Z
f47c50aa-dc9d-c3ad-9fbd-54724c58422a,2e518fc4-195c-6109-96a1-ef88ba84ef42,1162500.0,True,True,2026-07-08T05:28:53Z,2026-07-08T02:09:27Z
ed0736d0-5475-fe37-ba0a-a4fab34c8ea8,2e518fc4-195c-6109-96a1-ef88ba84ef42,1162500.0,True,True,2026-07-09T22:11:36Z,2026-07-09T13:28:46Z
621761ec-f5af-6c9f-132e-d20452de384a,1f3a30b0-52dc-a112-225e-b9d12be28558,25000.0,True,True,2026-07-08T11:55:48Z,2026-07-08T05:14:48Z
ba7b96c3-d0bc-88b1-8a21-abf6aaeed5c0,014cfaf1-c209-9392-6fb0-ef0079c93acf,150000.0,True,True,2026-07-08T16:17:23Z,2026-07-08T18:24:07Z
4435c147-0c30-a956-8400-a4f952eb9740,7b6ae7fd-c525-8b26-f3bf-7fc72db3aa38,2000000.0,True,True,2025-04-01T19:41:35Z,2025-04-01T16:12:39Z
b5d38ef1-0245-1541-7eb1-6a1b1a92815c,fe208a4c-ceb2-416a-553c-e471bb2f0692,833333.33,True,True,2026-06-12T03:08:00Z,2026-06-12T17:44:35Z
b54cca46-3d9b-1508-378c-5de5efe45e55,fe208a4c-ceb2-416a-553c-e471bb2f0692,833333.33,True,True,2026-06-13T20:37:23Z,2026-06-13T21:22:29Z
46d5a5fe-5125-b968-da52-96bf5d431e23,fe208a4c-ceb2-416a-553c-e471bb2f0692,833333.34,True,True,2026-06-14T20:26:24Z,2026-06-14T11:49:41Z
c8c047c2-bdb2-2700-6668-dfe93373cbde,f38026c8-01b6-f5c0-e2d2-102c203cd8dd,2500000.0,True,True,2025-07-26T02:19:13Z,2025-07-26T20:03:52Z
e2fce8ee-0af1-0476-77d8-edb7d820774d,a03fe0fb-ea16-5caa-4899-776db6771f14,45000000.0,True,True,2026-04-12T21:45:27Z,2026-04-12T22:47:45Z
4e6f35ee-3544-1031-de0f-03e455843cb0,4fc56770-5d45-fe1f-d372-66e1fbb94258,8000000.0,True,True,2025-06-11T20:45:36Z,2025-06-11T21:57:06Z
badb2adf-c531-0574-b27e-f3b37763d323,29d4fd8c-04e2-b1f4-acbf-98d4d9ae0d21,1416666.67,True,True,2025-06-24T13:29:59Z,2025-06-24T22:49:42Z
d16bb21c-d1b1-3b7b-0854-dda652853b56,29d4fd8c-04e2-b1f4-acbf-98d4d9ae0d21,1416666.67,True,True,2025-06-25T02:06:33Z,2025-06-25T04:36:57Z
c4206b3e-62d7-cefb-7415-3c28dbb5a66e,29d4fd8c-04e2-b1f4-acbf-98d4d9ae0d21,1416666.66,True,True,2025-06-26T10:57:52Z,2025-06-26T11:33:07Z
6be7e20c-dc91-ea24-80e9-1b371403b189,f5689c91-e1af-6000-dad9-4d5bfc0f9cb5,250000.0,True,True,2025-06-24T05:03:04Z,2025-06-24T21:30:46Z
afc24d22-45cf-d84e-3e16-3ba54c4cb3d1,f5689c91-e1af-6000-dad9-4d5bfc0f9cb5,250000.0,True,False,2025-06-25T05:07:30Z,2025-06-25T00:59:06Z
60198ef4-06e1-9fb6-a55c-1bc53071e384,f5689c91-e1af-6000-dad9-4d5bfc0f9cb5,250000.0,True,True,2025-06-26T20:29:28Z,2025-06-26T11:04:58Z
ce245b74-21e4-5ddf-7fa4-1bd7d7fa445e,29fffc00-0ec0-9636-3df2-6a9461c0c1a4,316666.67,True,True,2025-05-09T07:49:21Z,2025-05-09T05:49:13Z
c542ef9a-9126-d50c-e130-f05b63c4efa8,29fffc00-0ec0-9636-3df2-6a9461c0c1a4,316666.67,True,False,2025-05-10T23:57:20Z,2025-05-10T12:49:11Z
f6e8648f-12ed-634b-d78b-eeb3a420dd00,29fffc00-0ec0-9636-3df2-6a9461c0c1a4,316666.66,True,True,2025-05-11T01:17:41Z,2025-05-11T01:49:51Z
c4c5e9a3-76af-c627-7c9d-373cb0d7e919,254c4074-45bd-e032-8099-6e1b8f9af7dd,3000000.0,False,True,2025-05-09T21:03:57Z,2025-05-09T08:20:14Z
ef039eba-ffab-71a2-d0d2-eba1707f65e3,f35f133d-5bdb-b000-0541-07a30f632f53,350000.0,True,True,2025-05-09T03:16:39Z,2025-05-09T09:40:18Z
b1332f1f-8aa3-b999-b78d-2dfec68a175d,f35f133d-5bdb-b000-0541-07a30f632f53,350000.0,True,True,2025-05-10T04:14:03Z,2025-05-10T14:35:17Z
887c1086-49d5-1765-9649-1fc872756197,f35f133d-5bdb-b000-0541-07a30f632f53,350000.0,True,True,2025-05-11T00:55:01Z,2025-05-11T11:12:12Z
c3976980-7f9a-d0a9-fe95-20745df6c77f,29615de7-de8d-e1ed-e269-d5f2aca7db35,1080000.0,True,True,2025-09-28T08:04:20Z,2025-09-28T17:59:54Z
4523e612-2e33-07dd-79d6-2864a19d919e,29615de7-de8d-e1ed-e269-d5f2aca7db35,1080000.0,True,True,2025-09-29T22:26:04Z,2025-09-29T08:03:31Z
5b64ca0b-bd1d-5e46-827e-72f45bc9d62b,0471a9a2-cd48-54dd-63f3-084db1791c02,2920000.0,True,True,2025-09-28T08:28:37Z,2025-09-28T07:23:16Z
cc5d1a6c-2eab-2dfc-9339-033f967be468,0471a9a2-cd48-54dd-63f3-084db1791c02,2920000.0,True,True,2025-09-29T15:49:56Z,2025-09-29T18:01:06Z
2505903f-07b0-0f07-018d-7bf888d07204,7ad8b908-18b9-5673-2bb5-b0a3447205f4,95000.0,True,True,2025-07-09T04:58:44Z,2025-07-09T04:37:33Z
83449155-1e59-7e88-76a4-abed29a3bd40,7ad8b908-18b9-5673-2bb5-b0a3447205f4,95000.0,True,True,2025-07-10T01:27:43Z,2025-07-10T16:28:34Z
97afc26c-531b-b258-5605-91f65400b49e,b5de7abc-1617-8f51-52f5-f724ffd952bb,680000.0,True,True,2025-07-09T00:47:37Z,2025-07-09T08:40:52Z
49e0d641-3f7c-84e3-7e19-100f7364ad45,d65d2715-9a67-8862-836a-9d3118574f4c,130000.0,True,True,2025-07-09T05:20:14Z,2025-07-09T05:16:35Z
5358b528-36cb-0af0-d883-fa8eb499d73b,2631a28e-d219-4c46-a930-12ffc6aa611b,700000.0,True,True,2025-01-15T13:59:45Z,2025-01-15T19:51:34Z
1d880e38-8258-1042-fbe1-91013f6488cc,8ffeae82-3dfe-5849-a690-3a4c1abf0c8d,4300000.0,False,False,2025-01-15T02:45:40Z,2025-01-15T08:29:14Z
9b81cc88-6d86-d876-fa23-539558935d55,aa6edfee-0ed9-798d-6d99-a50de746e211,2000000.0,True,True,2025-06-11T20:28:03Z,2025-06-11T07:53:36Z
0b40f6eb-759a-d0a7-b9d6-e1ba1fb83964,7f2f9dcd-0086-acc2-e465-0f68eee8563b,85000.0,True,True,2025-03-21T03:38:15Z,2025-03-21T05:07:38Z
22baf671-75e0-dc5b-8b6a-416c4dfb6659,7f2f9dcd-0086-acc2-e465-0f68eee8563b,85000.0,True,True,2025-03-22T12:53:48Z,2025-03-22T00:55:12Z
ec609620-6cfa-68ff-438e-b722792319f8,a1e9bc19-9981-bc07-ab94-eaa924eed57b,226666.67,True,True,2025-03-21T03:15:14Z,2025-03-21T21:10:42Z
95faf790-469a-e841-33b3-08302db806de,a1e9bc19-9981-bc07-ab94-eaa924eed57b,226666.67,True,True,2025-03-22T15:40:20Z,2025-03-22T08:02:53Z
8fee0b9a-20bb-17b5-2f53-22c2b3c16fe7,a1e9bc19-9981-bc07-ab94-eaa924eed57b,226666.66,True,True,2025-03-23T13:46:48Z,2025-03-23T09:58:27Z
8723de8d-a16c-2952-49f1-bad525c0872f,06bff1c7-becb-6f67-0b58-a261c1761aba,50000.0,True,True,2025-03-21T21:45:49Z,2025-03-21T18:20:06Z
88965831-f380-efa5-5da4-dc642c07b63d,06bff1c7-becb-6f67-0b58-a261c1761aba,50000.0,True,True,2025-03-22T23:09:46Z,2025-03-22T12:45:32Z
1314200f-7fce-bdc3-b1da-258aa2853028,06bff1c7-becb-6f67-0b58-a261c1761aba,50000.0,True,True,2025-03-23T05:53:14Z,2025-03-23T07:15:47Z
2418b9fa-cd36-4398-a23e-b6caf9b14e58,915453d7-128f-b7b9-d0c8-749867d6da10,1462500.0,True,True,2025-12-03T04:11:17Z,2025-12-03T03:07:46Z
146d3589-bd9b-246f-20d9-2282cee1693f,6674f440-9942-3127-3059-c1fe051e3ae1,787500.0,True,True,2025-12-03T13:00:04Z,2025-12-03T19:31:00Z
ff43ad0d-f105-4954-9c49-acfb5e0be6ab,a64b17e4-6c19-8f2c-57aa-d01b98a17e8b,75000.0,True,True,2026-08-01T07:50:52Z,2026-08-01T21:43:58Z
8996437d-6a2e-f40d-4f2b-0679b9e91967,a64b17e4-6c19-8f2c-57aa-d01b98a17e8b,75000.0,True,True,2026-08-02T00:20:10Z,2026-08-02T12:54:57Z
c0a46ba6-02f3-87e3-c3ef-6540eb0ade34,6e3bc024-71e6-dc7b-b920-70c4a043d765,86666.67,True,True,2026-08-01T00:28:20Z,2026-08-01T22:52:02Z
6fb0833b-0738-7763-4345-91ab56efd7bd,6e3bc024-71e6-dc7b-b920-70c4a043d765,86666.67,True,True,2026-08-02T07:03:11Z,2026-08-02T09:10:34Z
86e26cef-cc9f-99f8-4fc6-f1185ed5576d,6e3bc024-71e6-dc7b-b920-70c4a043d765,86666.66,True,True,2026-08-03T08:51:07Z,2026-08-03T04:28:07Z
fdde1cd5-cb77-d646-de69-094ba4ea71f9,b26dc14e-2963-f1b8-8d13-3ba138a22f58,590000.0,True,True,2026-08-01T05:36:56Z,2026-08-01T11:01:13Z
97f3a174-4389-ad5a-1e8c-c712303a4210,f6af1377-1d00-78de-487b-aaa043b89fc1,8333333.33,True,True,2025-11-15T10:02:11Z,2025-11-15T07:31:43Z
bae5b17d-66c0-4f77-b413-839c7737d2c2,f6af1377-1d00-78de-487b-aaa043b89fc1,8333333.33,True,True,2025-11-16T07:56:18Z,2025-11-16T11:22:37Z
f75dcb79-5309-7d11-bb4d-4aeeffa61709,f6af1377-1d00-78de-487b-aaa043b89fc1,8333333.34,False,True,2025-11-17T15:56:14Z,2025-11-17T04:16:06Z
f57565f5-69f6-7544-7a7b-823a7fba16c9,e9b314c3-c0dd-87e9-da3d-9942b0dfae1e,1500000.0,True,True,2025-06-05T18:04:04Z,2025-06-05T21:58:26Z
b81cc448-95e3-e1d0-10ef-874c17e78cd0,e9b314c3-c0dd-87e9-da3d-9942b0dfae1e,1500000.0,True,True,2025-06-06T22:32:03Z,2025-06-06T09:47:06Z
465cca17-b391-4eba-0066-548d962607f9,e9b314c3-c0dd-87e9-da3d-9942b0dfae1e,1500000.0,True,True,2025-06-07T01:21:49Z,2025-06-07T15:39:24Z
bc413b20-1f3d-c47e-96d5-af72a592f1db,8d74e03b-0434-c94f-6929-89afdaee8d64,2750000.0,True,True,2025-06-05T09:11:37Z,2025-06-05T06:48:59Z
d4c7a7b5-f3d9-398f-3638-1aac108b63af,8d74e03b-0434-c94f-6929-89afdaee8d64,2750000.0,True,True,2025-06-06T12:58:19Z,2025-06-06T14:22:31Z
7a363c62-4be1-a73e-3b18-bd6021b07dac,b96fee9e-9482-5d05-eb6a-e13d032a151d,650000.0,True,False,2026-03-17T09:32:45Z,2026-03-17T13:44:15Z
5ff45630-8901-8b5e-c142-c2c3f31543ed,cda8a52d-8c17-ef40-76e9-0a31f9869da4,93333.33,True,True,2026-03-17T23:26:56Z,2026-03-17T15:04:29Z
8f978a83-229f-d1c3-620f-56a80d30a7cb,cda8a52d-8c17-ef40-76e9-0a31f9869da4,93333.33,True,True,2026-03-18T11:32:17Z,2026-03-18T12:50:32Z
233f90fd-5b60-928a-b2f0-f690717418a3,cda8a52d-8c17-ef40-76e9-0a31f9869da4,93333.34,True,True,2026-03-19T13:14:12Z,2026-03-19T07:42:47Z
b1d74c52-b9fd-44dc-81d9-8bdce177c22f,c6c897ed-7843-0d68-7faf-a6dc1c2ffa7f,70000.0,False,True,2026-03-17T02:57:31Z,2026-03-17T05:04:22Z
fe130aba-6a69-992e-37bd-6b0a897ed698,6ec29270-92ae-3a41-b247-12e51c05908f,1020000.0,False,True,2025-07-18T01:14:23Z,2025-07-18T20:35:51Z
2c204816-66a2-1cec-dc01-6199a26d3fc4,2e0646cf-0b27-ec08-ea47-258069bd7d1b,240000.0,True,True,2025-07-18T01:54:12Z,2025-07-18T00:49:23Z
88b01e5b-586e-e41e-eb2c-770dab4433c9,2e0646cf-0b27-ec08-ea47-258069bd7d1b,240000.0,True,True,2025-07-19T15:15:18Z,2025-07-19T20:39:45Z
4c6b82ee-4649-e453-e01e-450ed3ac54f4,975bcc56-744f-7c43-1676-efb0786073f5,5900000.0,True,True,2025-02-04T15:04:12Z,2025-02-04T18:09:01Z
3d89dbde-38d2-0c1a-bd1f-193d03040ba2,19944843-34ff-bead-9b1a-9da8fbbc9dd3,700000.0,True,True,2025-02-04T19:35:24Z,2025-02-04T18:23:16Z
