id,loan_id,bank_id,disbursement_method,status,approver_id,escrow_id,created_at,updated_at
1b6c9887-d1a2-fcb9-bbf8-c5b616e352e8,aaed3cd3-5529-ffab-ddca-c225e492d3bc,BRI,transfer,completed,APR-02,ESC-03,2026-01-31T04:47:29Z,2026-01-31T14:24:38Z
551b2a2a-649e-ecfe-0a0c-65da280dd354,4474cd8c-ed53-8ff4-8ecc-87d071145d85,BRI,transfer,completed,APR-07,ESC-02,2026-05-01T11:28:25Z,2026-05-01T10:45:36Z
2adb2398-c855-59b1-a218-44cf4529d341,78b1a079-de50-4ec1-af76-6ab08e88b624,BRI,agent_wallet,completed,APR-05,ESC-03,2025-04-29T03:11:45Z,2025-04-29T05:07:46Z
1f68fccb-f996-769c-e105-ccb024cdf9f8,fa3693bd-4de4-ba71-81df-9a01133837d6,BRI,transfer,completed,APR-06,ESC-01,2025-12-30T02:56:25Z,2025-12-30T10:57:56Z
58e3a570-35f4-c9ad-7ba8-bbf25d3e1f1c,f9f19228-8761-7535-035c-225452b67d01,MANDIRI,transfer,completed,APR-06,ESC-02,2026-07-16T01:46:09Z,2026-07-16T13:48:41Z
55a1622a-01c2-0959-c8f1-4557068c2616,bc49ae79-81fc-4a7f-30db-a7ea5a16bcc6,BNI,transfer,completed,APR-06,ESC-03,2026-06-04T12:14:03Z,2026-06-04T08:07:16Z
b12e95a2-ecb9-c848-b3df-01c5d49a79ac,44e9de81-fd4f-b29b-d525-ecbe2490be31,BRI,agent_wallet,completed,APR-01,ESC-02,2025-04-01T10:55:58Z,2025-04-01T14:42:58Z
4f5a835d-c470-d6cd-361c-4754d2d75b4d,5b0d3af0-9cd4-0dff-f501-cb35f7fb2bf6,BNI,agent_wallet,completed,APR-05,ESC-01,2026-04-09T23:48:03Z,2026-04-09T15:24:11Z
09b9c3c3-3e76-ff82-737b-6529c51f080a,f4c5c2d4-f836-315a-299c-4d5efea4284c,BCA,transfer,completed,APR-07,ESC-01,2025-04-29T01:09:36Z,2025-04-29T03:56:28Z
d87bd782-09af-ac5c-5e54-7ecfe05b34fe,d7229387-f21a-4b0b-c8be-af38b93fd3f4,BCA,agent_wallet,completed,APR-06,ESC-02,2025-01-09T05:36:09Z,2025-01-09T04:54:09Z
247a2dce-8c93-fd9b-a217-74db71bc2d1c,f2378f67-e149-6332-342e-c03242ae54b0,MANDIRI,transfer,completed,APR-06,ESC-02,2025-03-11T05:51:59Z,2025-03-11T04:01:07Z
5eedd216-c1e9-7f6d-885c-fb5818cc0488,2c8b0b13-9a6e-8ee9-ad00-43c32d817ff7,BNI,transfer,completed,APR-06,ESC-03,2025-09-10T06:22:11Z,2025-09-10T12:16:43Z
2f21bb39-3dff-4b7a-1bec-6d3df47c50aa,29a27873-f97b-5854-a8b0-960eb6c91cbf,BNI,agent_wallet,completed,APR-02,ESC-01,2026-06-16T13:44:46Z,2026-06-16T10:59:35Z
cc36e8f6-ecf8-bfbe-654f-2c7ebde646a0,e2625a60-5a45-02af-c878-d537f89c78fa,MANDIRI,transfer,completed,APR-07,ESC-03,2025-12-16T14:27:05Z,2025-12-16T01:18:05Z
32434011-4e2e-8655-d6ce-6fae012182c3,3261fa32-efde-6781-8155-1ab5beeaac71,BRI,transfer,completed,APR-04,ESC-01,2026-06-01T22:48:02Z,2026-06-01T07:46:36Z
cca83c73-fe49-8f08-526c-cdc869b178e8,abb0ba86-5f35-f9bc-f51f-583e95b91496,BRI,transfer,completed,APR-04,ESC-03,2025-01-01T06:43:17Z,2025-01-01T23:27:40Z
b6771f14-358c-ce09-07c1-f9231731ee4b,326db22c-2a88-5568-c032-b93bd244590f,MANDIRI,agent_wallet,completed,APR-04,ESC-02,2026-07-13T17:58:35Z,2026-07-13T06:54:29Z
84548318-4e6f-35ee-3544-1031de0f03e4,6b29aae6-f3ef-c1b9-27ad-bf5082638c52,BCA,transfer,completed,APR-02,ESC-02,2025-09-25T12:57:50Z,2025-09-25T07:32:47Z
3231d5e4-73c2-4e9f-273b-754756bbdb52,dad0e762-9340-3070-4e28-a168f9955f43,BCA,agent_wallet,completed,APR-02,ESC-03,2025-11-05T15:35:03Z,2025-11-05T02:31:31Z
f35f133d-5bdb-b000-0541-07a30f632f53,d7fa445e-6114-326f-4166-7a050bf04445,MANDIRI,agent_wallet,completed,APR-09,ESC-03,2025-09-27T15:28:52Z,2025-09-27T04:07:16Z
0471a9a2-cd48-54dd-63f3-084db1791c02,61299132-04d5-3e10-0415-a108e9d77502,BCA,transfer,completed,APR-03,ESC-02,2026-01-30T08:22:32Z,2026-01-30T23:22:53Z
af436bb4-2e43-03be-b56b-d031d2f21b1a,4e08b287-d10a-3542-72ef-81c040a69e93,BNI,transfer,completed,APR-07,ESC-02,2026-06-02T06:28:36Z,2026-06-02T08:15:47Z
05fa7c25-bfe7-14c2-deb1-15e023c394a1,e61c2705-1fc0-ad32-e3aa-d68d4c74feae,MANDIRI,transfer,completed,APR-02,ESC-03,2026-07-05T19:53:18Z,2026-07-05T01:57:28Z
45d99c50-ab9a-d52e-975a-ef6a9bbf11f0,a1f94818-4b89-6725-b4fa-f4d0a60c1aec,BNI,transfer,completed,APR-05,ESC-03,2025-02-09T15:04:49Z,2025-02-09T21:52:09Z
d533411e-c003-4ba1-de59-ecf1cb7b23ef,bb45dac0-7863-c703-b7c8-f9b2054e1ff1,BRI,transfer,completed,APR-07,ESC-03,2026-06-27T15:31:58Z,2026-06-27T03:55:17Z
819b415d-0b40-f6eb-759a-d0a7b9d6e1ba,90356ce0-349d-9b3b-2161-7140341d2e2f,BNI,transfer,completed,APR-04,ESC-01,2025-06-15T03:38:19Z,2025-06-15T17:29:08Z
f9b4a106-3a2e-37c8-d8d1-3c1a804cce3d,162bf3f0-ea2c-76b2-f8d1-faa34e8b2077,MANDIRI,transfer,completed,APR-05,ESC-01,2025-07-20T08:01:20Z,2025-07-20T05:24:54Z
cccc3f1e-ab93-79ca-0712-d1da22349bed,f46ceaeb-f75d-cb79-5309-7d11bb4d4aee,BNI,transfer,completed,APR-06,ESC-01,2025-04-13T20:26:38Z,2025-04-13T22:29:27Z
ffbf78f3-90a2-ddcb-043e-21efe8e061a3,5deb83e8-2445-fa83-f5fc-f4ba6aab3d5b,MANDIRI,transfer,completed,APR-04,ESC-03,2025-01-27T10:46:47Z,2025-01-27T12:43:17Z
a79d4dd4-9431-887b-6949-12da99f457d5,52db8bd0-5cf2-0c54-0cd0-91deb1132d1f,BNI,agent_wallet,completed,APR-06,ESC-01,2026-06-27T22:30:13Z,2026-06-27T15:31:19Z
de7672d3-7802-186c-aac0-9971706448ca,15c044a0-40f0-7735-a340-5971873428ce,BCA,agent_wallet,completed,APR-08,ESC-03,2026-06-11T17:11:06Z,2026-06-11T11:02:13Z
a6d4e9ca-a494-aa69-edcc-e88830ff503b,e3f69426-89a2-3963-9e27-8bd985a70362,BRI,agent_wallet,completed,APR-08,ESC-03,2025-09-09T13:28:09Z,2025-09-09T13:28:18Z
c2ddad1b-ff8c-b96e-3390-df84c1e725bd,5060f84e-c868-3f6e-268f-c4bcd5d2c982,BNI,transfer,completed,APR-06,ESC-02,2025-06-03T16:56:54Z,2025-06-03T19:54:56Z
655223ba-3232-cbfb-c786-3a5e9cdc814c,6cd5290f-1f58-02b4-1972-faf48ad9ebd6,BCA,agent_wallet,completed,APR-08,ESC-01,2026-06-30T14:13:43Z,2026-06-30T17:43:29Z
11f795bf-5b04-d466-babc-0099bd497b67,486e1e8e-1aa9-63e1-43bb-b504dc2db63d,BNI,agent_wallet,completed,APR-07,ESC-01,2025-06-11T15:29:33Z,2025-06-11T07:04:55Z
411511b8-14ee-fda3-86b8-006f7abc00f3,e2449b7b-2950-3ac0-0088-2458c68d8261,BRI,transfer,completed,APR-02,ESC-02,2026-06-16T13:49:31Z,2026-06-16T08:29:27Z
1bb8f0f0-e31a-49b6-53df-ae376225a04b,5a7262d1-ec6e-e290-0ff2-2faa91d43b5c,MANDIRI,transfer,completed,APR-04,ESC-02,2025-04-14T02:40:48Z,2025-04-14T21:56:40Z
e84c3dfe-446b-d6d8-31e8-474a5e9c5f89,bdd3948c-d801-8ce1-0ab0-1e92116497b0,MANDIRI,transfer,completed,APR-01,ESC-03,2025-01-11T19:02:32Z,2025-01-11T02:48:00Z
36c77c50-45a8-b4f1-441c-690f2ed0512f,b8b0a3e4-47ed-1aee-9768-b739aed818f3,BCA,transfer,completed,APR-06,ESC-02,2026-05-21T14:54:05Z,2026-05-21T05:11:00Z
eba81e9e-2889-37f0-7f36-7b5d9c879e09,d0f02c89-0b73-3f6f-0b79-dc86313db0fa,BCA,transfer,completed,APR-07,ESC-01,2026-06-11T15:32:29Z,2026-06-11T09:50:08Z
50d83cf6-8ca6-d585-77d7-2c2aadf093da,62450032-97e3-1ac4-0e2b-3d88a7a4b803,BRI,transfer,completed,APR-08,ESC-02,2025-11-15T13:22:59Z,2025-11-15T01:36:59Z
6d596524-3996-f223-9c6e-9e72fbf8a5e8,1cf23806-b808-4218-78f4-e3a00ced88b4,MANDIRI,agent_wallet,completed,APR-01,ESC-02,2025-02-16T18:12:47Z,2025-02-16T05:05:17Z
d450a924-08a1-7d5f-019e-590c059ea75e,72ec2cbc-2fec-d0c6-b6d8-1f065b7a80ba,MANDIRI,transfer,completed,APR-01,ESC-01,2025-04-13T18:52:36Z,2025-04-13T14:50:08Z
49ff7f5a-c89b-428e-5ca4-9055df001865,d012fe0e-f0af-2133-07aa-62bc8dca667f,BCA,agent_wallet,completed,APR-08,ESC-01,2025-09-11T04:11:30Z,2025-09-11T03:03:40Z
fd86e87b-396c-23c7-4384-e67acaa8dee4,6c78e09f-e94e-1d81-19c5-29f131b442d0,BNI,transfer,completed,APR-08,ESC-01,2025-12-19T18:46:54Z,2025-12-19T20:11:09Z
40b59f14-e33f-d21d-bb9b-e9ec540381e7,d75541ab-e65c-552d-2c53-bf184ba34e68,MANDIRI,transfer,completed,APR-04,ESC-02,2026-01-02T10:58:47Z,2026-01-02T05:23:15Z
1dc38a64-42bd-adab-818b-042b845a4efd,02b59198-e702-51ad-9c2a-ee287e79fd54,BRI,agent_wallet,completed,APR-09,ESC-02,2025-08-12T13:50:56Z,2025-08-12T03:28:39Z
f8744fd1-cded-080a-894a-c14413e5aa4a,570dffb4-1af1-4376-a125-6926f0d945cb,BRI,agent_wallet,completed,APR-02,ESC-02,2025-01-14T22:46:54Z,2025-01-14T06:50:18Z
c192ed7c-6dd8-747f-1254-a867a1a32c1f,e472ae13-3bf8-a3dd-1e0e-87709987a709,BCA,transfer,completed,APR-08,ESC-01,2026-03-26T06:02:22Z,2026-03-26T05:18:57Z
81e09ea4-65c7-ed40-1fb0-3b4865c28f27,71013eda-63cf-06a9-b13c-58779dfa3736,BCA,agent_wallet,completed,APR-03,ESC-02,2026-05-17T09:20:15Z,2026-05-17T13:43:22Z
1f7f7d4f-0cbc-209f-743c-da98e4021803,ea7c76d7-46d9-5ff4-2777-ef090b11556e,BNI,agent_wallet,completed,APR-06,ESC-01,2025-05-02T08:36:43Z,2025-05-02T18:06:04Z
4a039ac9-fefa-5459-603e-e0968c820db0,008f61cf-4bdd-7d4e-c1e3-8ac9872f09f9,MANDIRI,transfer,completed,APR-06,ESC-01,2025-05-28T07:55:21Z,2025-05-28T13:47:13Z
57c05fc6-7679-5e7b-f95e-61086e535fc8,7d914310-e6d1-772b-d614-cd24792e73ac,BNI,agent_wallet,completed,APR-05,ESC-03,2026-05-28T10:42:37Z,2026-05-28T13:39:10Z
3aa84a7f-bf9d-f470-c93d-bb3214dedcb8,e01b9438-b090-84ca-46e3-c4d61e6a6f29,BNI,transfer,completed,APR-09,ESC-01,2025-08-04T11:10:59Z,2025-08-04T07:46:01Z
efaf540c-c7a5-d01c-d28b-5fa014dd0f9e,1c14d590-587a-91e3-3122-fc8fc66fc215,BNI,agent_wallet,completed,APR-05,ESC-02,2026-02-25T08:18:44Z,2026-02-25T04:50:01Z
125c59f9-78ea-96b5-2f9e-9b5497f95460,8ad2caa2-c13a-f897-79e9-140bf7b024cc,BRI,agent_wallet,completed,APR-09,ESC-01,2026-06-09T04:59:33Z,2026-06-09T09:00:44Z
5493ef27-d8bc-a9a6-f5e4-82c294ff8268,57ebbeb9-97ad-6fe4-36e4-7cb24fc009fc,BNI,transfer,completed,APR-02,ESC-01,2025-12-28T03:39:42Z,2025-12-28T22:11:41Z
8db8d779-f1a3-a030-c3cc-ce16d90784a1,c0e16ef7-30b3-aa82-433d-97842249e37e,MANDIRI,transfer,completed,APR-07,ESC-01,2025-03-20T02:34:54Z,2025-03-20T16:00:13Z
d23eae57-8f83-4539-a56f-bad4cec1e280,b87fef91-565b-8459-55c4-715fe9b0ace8,BNI,agent_wallet,completed,APR-04,ESC-03,2025-01-13T21:41:24Z,2025-01-13T03:48:37Z
c22875ba-9a1c-fcbf-b1f3-b466f9920358,c2d8dd0c-ad76-9118-f4c0-b1e95e7f5d81,BCA,transfer,completed,APR-02,ESC-03,2025-09-03T11:17:15Z,2025-09-03T03:11:44Z
0d55b7bc-744b-db8a-2d7b-c014a2dc91db,10cab1bd-b909-195b-3608-963cbabfd4f2,MANDIRI,transfer,completed,APR-04,ESC-01,2025-02-19T18:34:14Z,2025-02-19T19:17:03Z
da837ab9-da8a-0ab9-bcc3-4c501610d28c,af83f6d7-8350-a838-6aa4-f8b1ff39ff3e,MANDIRI,transfer,completed,APR-09,ESC-02,2025-06-17T14:45:07Z,2025-06-17T09:16:29Z
9604c99e-af86-bf50-a6c5-d2f8c5b98955,59cbe9bf-fdf0-fc23-f2d1-64b6c8f0eb66,BNI,transfer,completed,APR-09,ESC-03,2026-07-22T19:33:14Z,2026-07-22T09:55:38Z
cbc07228-5ebd-c383-b679-db505c228fb2,8fc0c744-497d-1862-c5f2-b6248f024324,BNI,transfer,completed,APR-09,ESC-01,2026-02-04T03:57:37Z,2026-02-04T12:00:07Z
6b4c203e-db5a-37ca-aa65-4d0582af7317,f5f725ac-7e0b-b353-bc6d-b7d99842df1a,MANDIRI,agent_wallet,completed,APR-07,ESC-03,2026-05-23T06:36:40Z,2026-05-23T14:21:36Z
890d9cb0-6162-3ac2-e7e4-ceb1060ceb04,0d4e8582-f2db-f0af-11ad-e63ba73f3896,BRI,transfer,completed,APR-01,ESC-02,2026-02-24T13:41:13Z,2026-02-24T03:49:32Z
1103870c-3165-5cb9-12a8-cd0b7c2e9551,ba68b77e-c875-f221-70d8-38363000e0cd,BNI,transfer,completed,APR-02,ESC-01,2025-10-28T07:00:11Z,2025-10-28T20:47:14Z
d2fa30c2-2118-83aa-2e5d-7c1a5be61f99,d4bb03b4-0e1a-1511-5f52-6c5747175280,BRI,agent_wallet,completed,APR-08,ESC-02,2026-04-14T14:33:06Z,2026-04-14T00:07:39Z
2061b5f0-5531-99c6-7ed1-6aaefa335188,6faff161-5a6f-a17a-a85c-0f794d5aa71f,BCA,agent_wallet,completed,APR-06,ESC-03,2025-08-01T14:38:06Z,2025-08-01T22:20:34Z
594e4dbf-3b80-22fa-0df9-2f9956ad182a,b8f694c4-f22d-ba65-43fb-cb5683c575c6,BCA,transfer,completed,APR-05,ESC-03,2026-05-30T20:41:49Z,2026-05-30T17:58:15Z
db8f3c5f-d2c6-3309-e025-432c53d6cde4,5002ac32-6592-920e-2970-03960ec891a7,BNI,agent_wallet,completed,APR-09,ESC-03,2025-09-19T03:21:45Z,2025-09-19T13:37:07Z
a7696b4c-e5e0-2c9b-2e1f-b61e1d04da0f,865d7f80-111b-9f29-44bf-6d472b1bd599,BNI,transfer,completed,APR-01,ESC-01,2026-07-04T18:23:19Z,2026-07-04T09:08:24Z
219570f6-ee94-fb14-32d5-be28f3c272c2,44053142-b6f3-f13d-e113-b381bec4ce78,BNI,agent_wallet,completed,APR-03,ESC-02,2026-07-02T02:08:31Z,2026-07-02T21:31:43Z
2412a830-dc16-18a0-39fa-8b1d6e839e5e,43a4c294-b2d7-d53e-0286-6942a488c8a7,BNI,transfer,completed,APR-01,ESC-02,2025-09-16T23:14:14Z,2025-09-16T03:46:53Z
5f20ad8b-560e-422d-1e96-a427d2f05e0d,6a1903d1-ae0b-7845-8130-a1141d2ffb12,BRI,transfer,completed,APR-08,ESC-03,2025-11-20T18:35:59Z,2025-11-20T01:01:20Z
52af8402-b712-6c79-de20-129b5e3f798d,08a9eded-f40a-b8f3-a778-0599831d3967,BNI,agent_wallet,completed,APR-05,ESC-02,2025-01-29T18:06:42Z,2025-01-29T05:33:35Z
6dba7ac5-4222-d4f0-77d5-b344e15a5b90,903196f9-d162-dfda-5f69-45aa4a44b135,BRI,agent_wallet,completed,APR-03,ESC-02,2025-08-06T04:07:50Z,2025-08-06T08:09:14Z
8a6e40c8-95e0-20a2-bcb8-68a7645723f8,f03c8517-8cdb-86c9-c64a-ce2f82b64f18,MANDIRI,transfer,completed,APR-08,ESC-03,2025-06-11T13:36:21Z,2025-06-11T21:52:19Z
f0aa48a7-4d0d-e05c-d842-f5eed75ed975,0a1fcdfe-44ef-63f6-1788-743f50f315b1,BCA,transfer,completed,APR-04,ESC-02,2025-01-13T11:11:55Z,2025-01-13T22:06:02Z
c4946cdf-f898-02d1-7f17-c7aa157d723e,fe134000-70b3-a1ee-2533-956e601de51f,BRI,transfer,completed,APR-08,ESC-01,2025-03-21T16:49:58Z,2025-03-21T03:14:26Z
34e8cb88-c6ba-48ea-50da-dc995f6fc0cd,d77b369f-1d49-eb0d-f465-4da3e64b938d,MANDIRI,transfer,completed,APR-04,ESC-03,2026-01-11T13:23:53Z,2026-01-11T00:12:16Z
569529ee-50e9-ddb5-3f87-07d3d86cfa13,e3a971f4-c193-e7e5-2b5e-5e1f10b5d5a7,BCA,transfer,completed,APR-03,ESC-02,2025-08-06T12:42:00Z,2025-08-06T02:53:04Z
1df0accb-19d1-a9a0-b306-4e7ade733bda,be42816d-83d4-0209-a95a-020407426f61,BCA,transfer,completed,APR-08,ESC-01,2026-06-02T05:59:38Z,2026-06-02T19:24:25Z
372e43f0-df2c-59f9-f7e6-0a6903333871,96e72c31-2748-8e2b-564a-d7f5cb830076,BNI,transfer,completed,APR-01,ESC-02,2025-08-28T13:43:15Z,2025-08-28T05:08:46Z
3748fe60-7c29-bfc0-a790-129ae86e3a7d,30cfa2ea-978e-04d8-aa34-977ea9bcb2ff,MANDIRI,transfer,completed,APR-03,ESC-01,2025-05-10T10:08:50Z,2025-05-10T16:06:42Z
17f4dba0-99cf-73cc-ed24-2af540b67f8f,26db1e17-88d8-fc16-70dd-6573eaed8447,BNI,transfer,completed,APR-05,ESC-03,2025-04-22T07:35:15Z,2025-04-22T20:18:42Z
7c25523e-5b7d-8f75-b179-07fac851bb35,04c7349e-09d1-3ab4-8169-2fee3b8364aa,BRI,transfer,completed,APR-02,ESC-02,2026-05-03T16:19:27Z,2026-05-03T22:33:15Z
714333e8-0b87-cba0-3ea1-8af4faaf45cf,fd4b2128-41e3-ce19-bb8a-b54b904612ae,BCA,agent_wallet,completed,APR-06,ESC-03,2025-08-04T00:21:31Z,2025-08-04T18:50:38Z
b5033c14-46df-fc77-6bf0-1ff3b12bc927,d173e7fb-7cd9-8c9c-7499-0d3d6b9e1ffb,MANDIRI,transfer,completed,APR-09,ESC-01,2025-09-20T10:52:44Z,2025-09-20T01:09:08Z
f2b774e6-cd3d-a2d2-ebf1-4f18483592d4,c1f0c10e-4c54-cd7d-370a-745e2dc18311,BRI,transfer,completed,APR-06,ESC-01,2026-01-04T13:45:13Z,2026-01-04T12:59:56Z
935effe6-3577-6d6c-c21a-d0f9f8aaeea0,bbeff4d7-867d-41fa-8c1f-5b03d853d1ee,BRI,transfer,completed,APR-09,ESC-01,2025-09-06T17:52:00Z,2025-09-06T14:46:31Z
11499322-8814-c069-e0a4-0e6d0c8331a6,ce454698-834b-24c2-f0ac-095ebfaea1e5,BRI,transfer,completed,APR-06,ESC-01,2026-02-15T09:12:30Z,2026-02-15T21:43:00Z
265f4122-5223-341f-6609-2144223bdf23,e231caa6-22b9-7254-59e8-594bea788535,BNI,agent_wallet,completed,APR-04,ESC-01,2026-05-06T10:16:04Z,2026-05-06T14:30:05Z
f011a277-fb7c-4f2f-51d3-d62666d2d1ce,27fe6679-b979-5c07-8759-d3d3b6595831,BRI,transfer,completed,APR-08,ESC-01,2026-07-25T23:52:22Z,2026-07-25T18:55:33Z
f23748ec-9799-3385-3a13-7b05040a6a45,bd8bba11-8972-d6f0-8bb9-ced67975ae07,BNI,agent_wallet,completed,APR-08,ESC-03,2025-11-06T02:14:00Z,2025-11-06T12:49:47Z
9b7600bc-5b21-e529-69ed-a516056ed576,c0527126-6295-7bc4-9ed6-7310379862a5,MANDIRI,agent_wallet,completed,APR-03,ESC-03,2026-02-21T18:25:33Z,2026-02-21T02:32:05Z
f54ccf65-3900-843c-b32e-ca41740e0674,91d60319-8faa-32da-b392-c4723ff15d6a,BRI,agent_wallet,completed,APR-04,ESC-02,2026-07-24T08:25:05Z,2026-07-24T15:43:12Z
e7ac111e-8a92-1c3d-fe42-ec5b7dedc53c,0da5c624-d810-0af4-5384-5d031e797c50,MANDIRI,transfer,completed,APR-04,ESC-02,2025-08-07T17:35:16Z,2025-08-07T17:58:21Z
627c52bf-59eb-d625-7e95-313081f6398c,fbc59b11-5cad-eeee-7599-e60b727809f9,BNI,transfer,completed,APR-09,ESC-03,2025-07-26T16:12:18Z,2025-07-26T05:39:59Z
71dd3a10-6729-37e6-b63e-b6d28da557a6,c250d848-939c-0aa3-6a35-400d51410ce7,BNI,transfer,completed,APR-06,ESC-03,2026-06-25T08:04:38Z,2026-06-25T21:26:38Z
86b4c303-2bc5-33b4-2307-0eb04aa47b45,402cd89d-5eb9-5d3e-33c0-b1236c51a9ea,BNI,transfer,completed,APR-05,ESC-01,2026-02-24T19:38:02Z,2026-02-24T10:54:28Z
9050eaba-1500-b334-344e-dedfd0d1ef82,96861379-fb38-3429-759a-04016c52b757,BRI,transfer,completed,APR-09,ESC-02,2025-11-15T23:12:49Z,2025-11-15T11:34:35Z
b673f266-fd06-e2bf-a9c6-a8ccdae71fc1,bddaeaab-e65c-daf6-3b7f-0156d72523eb,BNI,transfer,completed,APR-04,ESC-03,2025-05-31T06:26:45Z,2025-05-31T15:51:01Z
81f015e4-1fe8-3194-980b-cc733565f382,6ff56816-fe29-52d9-7a57-76f58a2b7317,BRI,transfer,completed,APR-05,ESC-02,2025-08-12T03:31:49Z,2025-08-12T16:01:52Z
aa7dc0c1-1521-ad57-355a-7231951e31b0,7ec78260-9aee-22c3-4e2f-6ba6b3fb3ad8,MANDIRI,transfer,completed,APR-05,ESC-01,2025-06-03T13:12:18Z,2025-06-03T23:52:16Z
b14b4338-28e3-9c39-e2ff-b99b432f733f,56bc3018-5424-cd60-601f-60b109d5d67a,BRI,transfer,completed,APR-05,ESC-01,2026-02-09T15:13:09Z,2026-02-09T06:39:18Z
95359b96-4d87-2bcd-7f5d-78e2960bb707,fdc7bdb5-e2af-1aa2-34e7-e578510529f2,BNI,transfer,completed,APR-01,ESC-01,2026-05-07T07:46:18Z,2026-05-07T11:15:28Z
ab2b618b-d50b-0b50-927e-0c02a7415299,cfdb42eb-d971-f720-d822-7089e49108b7,BNI,agent_wallet,completed,APR-04,ESC-02,2025-01-17T10:10:08Z,2025-01-17T16:39:44Z
9714c07f-04f1-df6a-d3ef-1afb16bf9e09,a7cbf873-3949-5237-cfbd-b661a3668e30,BCA,transfer,completed,APR-01,ESC-02,2025-07-30T02:11:48Z,2025-07-30T05:41:08Z
3028cfb2-c77f-cd03-ee15-64b2a85068a8,f412f9d3-923d-7379-d8a9-af6b5643eb5f,MANDIRI,transfer,completed,APR-08,ESC-03,2025-06-18T00:06:59Z,2025-06-18T07:16:33Z
20975302-6476-4742-f19f-b0d19d13c2fc,76ee1029-b30c-3924-b84d-7de182d3e311,BRI,transfer,completed,APR-07,ESC-03,2025-08-04T14:01:54Z,2025-08-04T05:55:58Z
1c8bfc0a-bcbf-089a-f290-dde0b2c36b70,7adebd3f-6f38-6588-7506-7d3983748a99,MANDIRI,transfer,completed,APR-09,ESC-02,2025-12-02T01:27:00Z,2025-12-02T21:05:54Z
